,0
0,0.35392660400225406
1,0.18040665375896509
2,0.7225367861138329
3,0.3327068052305946
4,-0.013222504644072665
5,-0.017370532172787806
6,0.02244586734665907
7,0.10784058354060337
8,
9,
10,0.06656989041508285
11,-0.011839028916910731
12,
13,
14,-0.02801875928396828
15,0.015503427977532893
16,0.058591231225803474
17,-0.024385041140874236
18,-0.03264669837273528
19,0.016719370746826397
20,-0.00687615317632747
21,0.03908163823040521
22,-0.012162473276485283
23,-0.009765594137153902
24,0.21057281277502296
25,-0.014451683397909235
26,
27,
28,
29,0.1428030010528841
30,
31,
32,-0.010541623608054013
33,-0.008551850387020065
34,0.02964592096764271
35,-0.005380536223152228
36,
37,
38,
39,
40,0.14111471365667502
41,0.6591730427082446
42,
43,0.19265461054813768
44,
45,0.24818741656991689
46,
47,
48,
49,
50,-0.010501212437512923
51,
52,
53,
54,
55,
56,
57,-0.010913054820473424
58,-0.017754336865365806
59,0.005780607952595104
60,
61,-0.01849366715600737
62,0.05098369076212425
63,
64,
65,0.007928974096914775
66,-0.007742609368345243
67,
68,-0.02364120518350561
69,-0.007407222674167342
70,
71,0.010532940315941304
72,-0.010169056462833637
73,0.014038519251532036
74,-0.014689971752458859
75,
76,-0.0033056971579568544
77,
78,-0.03219043392230865
79,
80,
81,-0.003903833444361802
82,0.03407177641074324
83,0.010467406684515531
84,-0.02097970454641732
85,
86,-0.010185735607787898
87,-0.024574489388293715
88,
89,0.03416448208187383
90,0.3077328513575497
91,-0.010774093537709405
92,0.08608825920118417
93,0.2929362388593412
94,-5.246150681115988e-05
95,0.07938746563547262
96,0.12299531501622879
97,0.004200068297324496
98,-0.005525945919929641
99,0.15978829612068052
100,-0.016448383839264467
101,0.10117099114506363
102,-0.03910527226586878
103,
104,
105,0.41101913004465873
106,-0.0002430693022160016
107,0.20842191932698426
108,
109,0.0018514018882113143
110,
111,
112,-0.012648665141789821
113,0.2163700909305762
114,
115,
116,
117,-0.0201189135844213
118,-0.01970654575022983
119,
120,0.5892517304757191
121,0.693561083093701
122,0.735518210705166
123,
124,0.40533750500840854
125,-0.009052096335175687
126,
127,0.05791519577185359
