"","prediction.score.pancreatic.acinar.cell","prediction.score.type.B.pancreatic.cell","prediction.score.pancreatic.D.cell","prediction.score.pancreatic.stellate.cell","prediction.score.pancreatic.ductal.cell","prediction.score.pancreatic.A.cell","prediction.score.pancreatic.epsilon.cell","prediction.score.pancreatic.PP.cell","prediction.score.endothelial.cell","prediction.score.mast.cell","prediction.score.max"
"186",0,0,0,0,0,0.506734463665386,0.00388315570887475,0.48938238062574,0,0,0.506734463665386
"187",0,0,0,0,0,0.771182303441448,0,0.228817696558551,0,0,0.771182303441448
"188",0.0120582690149428,0,0,0.244999071879998,0.742942659105059,0,0,0,0,0,0.742942659105059
"189",0,0,0,0,1,0,0,0,0,0,1
"190",0,0.967071869049458,0,0,0,0,0,0.0329281309505412,0,0,0.967071869049458
"191",0.426857852193989,0,0,0,0.55169484382764,0.0214473039783701,0,0,0,0,0.55169484382764
"192",0,0,0,0,1,0,0,0,0,0,1
"193",0,0,0,0,1,0,0,0,0,0,1
"194",0,0,0.00475816132621227,0,0.867527844737137,0,0,0.12771399393665,0,0,0.867527844737137
"195",0,0,0,0,0.98004878872569,0.0199512112743105,0,0,0,0,0.98004878872569
"196",0,0,0.00455973009743589,0,0.995440269902564,0,0,0,0,0,0.995440269902564
"197",0.177310987237737,0,0,0,0.822689012762263,0,0,0,0,0,0.822689012762263
"198",0,0,0,0,1,0,0,0,0,0,1
"199",0,0.0735295783074616,0,0,0,0.0667455587299212,0.0265867145573681,0.833138148405249,0,0,0.833138148405249
"200",0,0,0,0,0,0.861774865513279,0,0.13822513448672,0,0,0.861774865513279
"201",0.251934092989864,0,0,0,0.748065907010136,0,0,0,0,0,0.748065907010136
"202",0,0,0,0,1,0,0,0,0,0,1
"203",0,0,0,0,1,0,0,0,0,0,1
"204",0,0.252135065983989,0.58351792194345,0,0,0,0.164347012072561,0,0,0,0.58351792194345
"205",0,0,0.046798247581334,0,0,0.829312615355668,0.123889137062998,0,0,0,0.829312615355668
"206",0.394652995238506,0,0,0,0.557691161990127,0.047655842771367,0,0,0,0,0.557691161990127
"207",0,0,0,0,0,1,0,0,0,0,1
"208",0.513212506906215,0,0,0,0.412938973197861,0.0738485198959239,0,0,0,0,0.513212506906215
"209",0,0.968320281987609,0,0,0.00211993953342712,0,0,0.0295597784789642,0,0,0.968320281987609
"210",0,0,0.00534894895657674,0,0.782347804776771,0.0551133264546706,0,0.157189919811981,0,0,0.782347804776771
"211",0,0.679842504695826,0.0943648871855197,0,0,0,0.0254256443735748,0.200366963745079,0,0,0.679842504695826
"212",0,0,0,0,1,0,0,0,0,0,1
"213",0.265911422709249,0,0,0,0.734088577290751,0,0,0,0,0,0.734088577290751
"214",0.337383900641379,0,0,0,0.59080505520344,0.0718110441551802,0,0,0,0,0.59080505520344
"215",0,0,0,0,1,0,0,0,0,0,1
"216",0,0,0,0,0,0.95548326747497,0,0.0445167325250305,0,0,0.95548326747497
"217",0,0.118145611230078,0,0,0,0.881854388769923,0,0,0,0,0.881854388769923
"218",0,0,0.00181592090851192,0.865710755623149,0.0764659685060651,0,0,0.0560073549622738,0,0,0.865710755623149
"219",0,0,0,0,1,0,0,0,0,0,1
"220",0,0.517457241390763,0,0,0,0.476101808149774,0.00644095045946288,0,0,0,0.517457241390763
"221",0,0,0,0,0,0.378275963708802,0,0.621724036291197,0,0,0.621724036291197
"222",0,0,0,0,0.078873834023645,0,0,0,0.921126165976354,0,0.921126165976354
"223",0,0.570088913247997,0,0,0,0.0525606897538771,0,0.377350396998126,0,0,0.570088913247997
"224",0,0,0,0.0132503106667204,0.0124377597618236,0.00755172349677336,0,0,0.933959312940283,0.0328008931343996,0.933959312940283
"225",0,0,0,0,1,0,0,0,0,0,1
"226",0,0,0,0,1,0,0,0,0,0,1
"227",0,0.00659905211335902,0.22333426495553,0,0,0.581575521758028,0.188491161173084,0,0,0,0.581575521758028
"228",0,0,0.0150743983809806,0,0.972228598379325,0,0,0.0126970032396949,0,0,0.972228598379325
"229",0,0,0,0,0.930023690297828,0.0699763097021721,0,0,0,0,0.930023690297828
"230",0,0,0,0,1,0,0,0,0,0,1
"231",0.0100902736928504,0,0,0,0.98990972630715,0,0,0,0,0,0.98990972630715
"232",0,0,0,0,0,1,0,0,0,0,1
"233",0,0,0,0,1,0,0,0,0,0,1
"234",0,0,0,0,0,1,0,0,0,0,1
"235",0,0.0102343885623533,0,0,0.484562548566573,0.505203062871073,0,0,0,0,0.505203062871073
"236",0.0112716749621213,0,0,0,0.988728325037878,0,0,0,0,0,0.988728325037878
"237",0,0,0,0,1,0,0,0,0,0,1
"238",0.475788704643759,0,0,0,0.392449933213248,0.131761362142993,0,0,0,0,0.475788704643759
"239",0,0.817473126394154,0,0,0,0.162048134210168,0,0.0204787393956791,0,0,0.817473126394154
"240",0,0,0,0,0,1,0,0,0,0,1
"241",0.352185536637512,0,0,0,0.638646914472382,0.00916754889010562,0,0,0,0,0.638646914472382
"242",0.0162504887897454,0,0,0.689158817555716,0.294590693654539,0,0,0,0,0,0.689158817555716
"243",0,0.0216796232946785,0,0,0,0.167089300880603,0.0366945579329615,0.774536517891756,0,0,0.774536517891756
"244",0,0,0,0,1,0,0,0,0,0,1
"245",0,0,0,0,1,0,0,0,0,0,1
"246",0,0.511431379275128,0,0,0.00937513494606636,0.479193485778805,0,0,0,0,0.511431379275128
"247",0,0,0,0,0,1,0,0,0,0,1
"248",0.158200448624275,0,0,0,0.841799551375725,0,0,0,0,0,0.841799551375725
"249",0.297846636542698,0,0,0,0.181495526149331,0.520657837307971,0,0,0,0,0.520657837307971
"250",0,0,0,0,1,0,0,0,0,0,1
"251",0,0.220075299115468,0,0,0,0.779924700884533,0,0,0,0,0.779924700884533
"252",0,0.828020338481058,0,0,0.112552315737208,0.059427345781734,0,0,0,0,0.828020338481058
"253",0,0.604583566151993,0,0,0.299137662354535,0.0962787714934717,0,0,0,0,0.604583566151993
"254",0,0,0,0,0,1,0,0,0,0,1
"255",0,0.266530032342682,0,0,0,0.733469967657318,0,0,0,0,0.733469967657318
"256",0,0.33767000493371,0.00950814855273757,0,0.0276386764116803,0,0.0195085648524834,0.605674605249389,0,0,0.605674605249389
"257",0,0,0.0078436278652991,0,0.588516397656593,0.290305442733963,0.00378806271702074,0.109546469027124,0,0,0.588516397656593
"258",0,0,0,0,1,0,0,0,0,0,1
"259",0,0.184354742959585,0,0,0,0.815645257040415,0,0,0,0,0.815645257040415
"260",0,0,0,0,1,0,0,0,0,0,1
"261",0,0.413297627072754,0.226346654221328,0,0.184429916220651,0,0.0235312099834522,0.152394592501815,0,0,0.413297627072754
"262",0.413007094130981,0,0,0,0.548236696645279,0.0387562092237399,0,0,0,0,0.548236696645279
"263",0,0,0,0,0,0.904578414420291,0,0.095421585579709,0,0,0.904578414420291
"264",0,0,0,0,0,0.165094406379271,0.0401718935352926,0.794733700085437,0,0,0.794733700085437
"265",0,0.649222519235782,0,0,0,0.350777480764218,0,0,0,0,0.649222519235782
"266",0,0.369133808242163,0,0,0,0.630866191757838,0,0,0,0,0.630866191757838
"267",0,0,0,0,0.999999999999999,0,0,0,0,0,0.999999999999999
"268",0,0,0,0,1,0,0,0,0,0,1
"269",0,0,0,0,0,0.249256535544496,0.0279108371718311,0.722832627283672,0,0,0.722832627283672
"270",0.553591560768983,0,0,0,0.333982825135451,0.075070247033076,0,0.0373553670624908,0,0,0.553591560768983
"271",0.0207894569381795,0,0,0,0.970980382729443,0.00823016033237708,0,0,0,0,0.970980382729443
"272",0,0,0,0.00864624930224694,0.991353750697753,0,0,0,0,0,0.991353750697753
"273",0,0,0,0,1,0,0,0,0,0,1
"274",0,0,0,0,1,0,0,0,0,0,1
"275",0,0,0,0.975955290460453,0.0240447095395474,0,0,0,0,0,0.975955290460453
"276",0.0390454443208374,0,0.190283334496988,0,0.478904658159047,0.183086717627969,0.108679845395159,0,0,0,0.478904658159047
"277",0,0,0,0,0,0.900916899468677,0,0.0990831005313225,0,0,0.900916899468677
"278",0,0,0,0,1,0,0,0,0,0,1
"279",0,0,0.349298456284066,0,0.0792520023738207,0.017978502035001,0.150194619367675,0.403276419939437,0,0,0.403276419939437
"280",0,0.115471451025913,0.68600894425866,0,0,0,0.198519604715426,0,0,0,0.68600894425866
"281",0,0,0,0.00835127817399263,0.00472454218281685,0.00419307723908858,0,0,0.982731102404103,0,0.982731102404103
"282",0,0,0,0,0,1,0,0,0,0,1
"283",0,0,0,0,1,0,0,0,0,0,1
"284",0,0,0,0,0,0.913166354028969,0,0.0868336459710312,0,0,0.913166354028969
"285",0,0.764882688737348,0,0,0,0.230129880245125,0,0.00498743101752796,0,0,0.764882688737348
"286",0,0,0,0.423338640154316,0.576661359845684,0,0,0,0,0,0.576661359845684
"287",0,0.1333510351406,0,0,0,0.8666489648594,0,0,0,0,0.8666489648594
"288",0,0,0,0,0.485566854865352,0.514433145134648,0,0,0,0,0.514433145134648
"289",0.0122993121613814,0,0,0,0.987700687838619,0,0,0,0,0,0.987700687838619
"290",0,0,0,0,1,0,0,0,0,0,1
"291",0,0,0.017229810913732,0,0,0.773739270892463,0.107748978608171,0.101281939585634,0,0,0.773739270892463
"292",0,0,0,0,0,0.976403512568472,0,0.0235964874315284,0,0,0.976403512568472
"293",0,0,0,0,1,0,0,0,0,0,1
"294",0,0,0,0,1,0,0,0,0,0,1
"295",0,0.624145907125856,0,0,0,0.101664432646604,0,0.274189660227541,0,0,0.624145907125856
"296",0.360734534154736,0,0,0,0.593507927167273,0.0457575386779909,0,0,0,0,0.593507927167273
"297",0,0.331349891350256,0,0,0.574557481301087,0.0940926273486572,0,0,0,0,0.574557481301087
"298",0,0,0,0,1,0,0,0,0,0,1
"299",0.233494526744732,0,0,0,0.741446136779256,0.0250593364760118,0,0,0,0,0.741446136779256
"300",0,0,0,0,0,1,0,0,0,0,1
"301",0,0.143627894101805,0,0,0,0.856372105898195,0,0,0,0,0.856372105898195
"302",0,0.162150250695507,0.00938084810983452,0,0.828468901194658,0,0,0,0,0,0.828468901194658
"303",0.0116541162975619,0,0,0,0.988345883702438,0,0,0,0,0,0.988345883702438
"304",0.493953477295752,0,0,0,0.462657631168481,0.0433888915357669,0,0,0,0,0.493953477295752
"305",0,0,0,0.937161882455301,0.0628381175446984,0,0,0,0,0,0.937161882455301
"306",0,0,0,0,1,0,0,0,0,0,1
"307",0,0.152602192319656,0,0,0,0.847397807680344,0,0,0,0,0.847397807680344
"308",0,0,0.0936472669684026,0,0,0.774640615441294,0.131712117590303,0,0,0,0.774640615441294
"309",0,0,0,0,0.871847017502928,0,0,0.128152982497072,0,0,0.871847017502928
"310",0.401324200576122,0,0,0,0.54866554138939,0.0500102580344876,0,0,0,0,0.54866554138939
"311",0,0,0,0,0,0.978504401623541,0,0.0214955983764586,0,0,0.978504401623541
"312",0.0124750598772186,0,0,0,0.987524940122781,0,0,0,0,0,0.987524940122781
"313",0,0,0,0,0,1,0,0,0,0,1
"314",0,0,0.0601629358333068,0,0,0.578353545442014,0.16165788305214,0.199825635672539,0,0,0.578353545442014
"315",0,0,0,0,1,0,0,0,0,0,1
"316",0,0,0,0,1,0,0,0,0,0,1
"317",0,0.981723428314849,0,0,0.0182765716851505,0,0,0,0,0,0.981723428314849
"318",0,0,0,0,1,0,0,0,0,0,1
"319",0,0,0,0,1,0,0,0,0,0,1
"320",0,0,0,0,1,0,0,0,0,0,1
"321",0,0,0,0,0,0.729650200452431,0,0.270349799547569,0,0,0.729650200452431
"322",0,0.0611097981592886,0,0,0,0.938890201840711,0,0,0,0,0.938890201840711
"323",0.34519396429664,0,0,0,0.644139439342782,0.0106665963605777,0,0,0,0,0.644139439342782
"324",0,0,0,0,0,0.990206957620745,0.00979304237925509,0,0,0,0.990206957620745
"325",0.581473586321023,0.00974146025235109,0,0,0.126513690359782,0.282271263066843,0,0,0,0,0.581473586321023
"326",0,0.66456271837344,0.286413553906756,0,0,0,0.0490237277198038,0,0,0,0.66456271837344
"327",0,0,0,0,1,0,0,0,0,0,1
"328",0,0,0,0,0,1,0,0,0,0,1
"329",0,0,0,0,1,0,0,0,0,0,1
"330",0,0,0,0,1,0,0,0,0,0,1
"331",0,0,0,0,0,0.991305449702664,0.00869455029733615,0,0,0,0.991305449702664
"332",0,0,0,0,1,0,0,0,0,0,1
"333",0,0.00652279691322072,0.46635138350517,0.417387653634792,0,0,0.109738165946818,0,0,0,0.46635138350517
"334",0,0.16065562173265,0.624705703727086,0,0,0,0.214638674540264,0,0,0,0.624705703727086
"335",0,0,0,0.990562433618075,0.00829460069105329,0,0,0,0.001142965690872,0,0.990562433618075
"336",0.0150295005965341,0,0.000673067990629652,0.982305043433465,0,0.001992387979371,0,0,0,0,0.982305043433465
"337",0,0,0,0,1,0,0,0,0,0,1
"338",0,0,0,0.0251614274622181,0.00906573976445245,0,0,0,0.965772832773329,0,0.965772832773329
"339",0,0,0,0.958522086729344,0.0414779132706561,0,0,0,0,0,0.958522086729344
"340",0,0,0,0,0.996858884598281,0.00314111540171882,0,0,0,0,0.996858884598281
"341",0,0,0,0,0.146787740367471,0.853212259632529,0,0,0,0,0.853212259632529
"342",0,0.558343151512528,0.149625040313746,0,0,0,0.0494927210287676,0.242539087144958,0,0,0.558343151512528
"343",0,0,0,0,0,1,0,0,0,0,1
"344",0.0668727985770415,0,0,0,0.91965084910303,0.0134763523199284,0,0,0,0,0.91965084910303
"345",0,0,0,0,0.997133707046799,0.00286629295320078,0,0,0,0,0.997133707046799
"346",0,0,0,0,0.980606233030791,0.0193937669692089,0,0,0,0,0.980606233030791
"347",0,0,0.299676703221329,0,0.592937111825258,0,0.0720439015638958,0.0353422833895172,0,0,0.592937111825258
"348",0,0,0,0,0,1,0,0,0,0,1
"349",0.307236909166037,0,0,0,0.675947920870837,0.0168151699631261,0,0,0,0,0.675947920870837
"350",0,0,0,0.046752101029317,0.0122265675681664,0,0,0,0.941021331402517,0,0.941021331402517
"351",0,0,0,0,0.420665226237512,0.579334773762488,0,0,0,0,0.579334773762488
"352",0,0,0,0,0,0.572907478164705,0.0746306575105274,0.352461864324768,0,0,0.572907478164705
"353",0,0,0.0495712612296768,0,0,0.867163846707027,0.0832648920632958,0,0,0,0.867163846707027
"354",0,0,0,0,1,0,0,0,0,0,1
"355",0,0,0,0,0.997516115707545,0.00248388429245504,0,0,0,0,0.997516115707545
"356",0.146216575105616,0,0,0,0.853783424894384,0,0,0,0,0,0.853783424894384
"357",0,0,0,0,1,0,0,0,0,0,1
"358",0,0.0607731078694592,0.00506717032750528,0,0.934159721803036,0,0,0,0,0,0.934159721803036
"359",0,0,0.000465155579097114,0.994966027211515,0,0.00456881720938743,0,0,0,0,0.994966027211515
"360",0,0,0,0,0.103235391711743,0.00188739789491152,0,0,0.894877210393346,0,0.894877210393346
"361",0,0,0,0,1,0,0,0,0,0,1
