"","prediction.score.pancreatic.acinar.cell","prediction.score.type.B.pancreatic.cell","prediction.score.pancreatic.D.cell","prediction.score.pancreatic.stellate.cell","prediction.score.pancreatic.ductal.cell","prediction.score.pancreatic.A.cell","prediction.score.pancreatic.epsilon.cell","prediction.score.pancreatic.PP.cell","prediction.score.endothelial.cell","prediction.score.mast.cell","prediction.score.max"
"57",0,0,0,0,1,0,0,0,0,0,1
"58",0,0,0,0,0,1,0,0,0,0,1
"59",0,0.0374312641043761,0,0,0,0.962568735895624,0,0,0,0,0.962568735895624
"60",0,0.102961033558287,0.663267909161771,0,0,0,0.213335051603669,0.0204360056762733,0,0,0.663267909161771
"61",0,0,0,0.774816174515522,0.225183825484478,0,0,0,0,0,0.774816174515522
"62",0,0,0,0,0.874887893826289,0,0,0.125112106173711,0,0,0.874887893826289
"63",0,0,0.00777466318250214,0,0.973608185206572,0,0,0.0186171516109254,0,0,0.973608185206572
"64",0,0,0,0,0.948003402571147,0.0519965974288528,0,0,0,0,0.948003402571147
"65",0,0.204426509685899,0.00923273285743356,0,0.786340757456668,0,0,0,0,0,0.786340757456668
"66",0,0,0,0,1,0,0,0,0,0,1
"67",0,0,0,0,0,1,0,0,0,0,1
"68",0,0,0,0,1,0,0,0,0,0,1
"69",0,0,0,0,1,0,0,0,0,0,1
"70",0,0,0,0,0,1,0,0,0,0,1
"71",0,0,0,0,1,0,0,0,0,0,1
"72",0,0,0,0,1,0,0,0,0,0,1
"73",0,0,0,0,1,0,0,0,0,0,1
"74",0,0,0,0,0,1,0,0,0,0,1
"75",0.156488447020178,0,0,0,0.827251777001576,0.0162597759782457,0,0,0,0,0.827251777001576
"76",0,0,0,0,1,0,0,0,0,0,1
"77",0,0,0,0.617419330760763,0.382580669239237,0,0,0,0,0,0.617419330760763
"78",0.371473644455468,0,0,0,0.582324086362522,0.0462022691820099,0,0,0,0,0.582324086362522
"79",0,0,0,0,0,0.930971223098055,0.00448028740359054,0.0645484894983548,0,0,0.930971223098055
"80",0.345461482182876,0,0,0,0.645010144339359,0.0095283734777648,0,0,0,0,0.645010144339359
"81",0,0.260626607149651,0.571913704759046,0,0,0,0.167459688091303,0,0,0,0.571913704759046
"82",0,0,0,0,0,1,0,0,0,0,1
"83",0,0,0.000572575692254527,0.973487314411405,0,0.0259401098963407,0,0,0,0,0.973487314411405
"84",0.0824828942369703,0,0,0,0.917517105763029,0,0,0,0,0,0.917517105763029
"85",0,0,0,0,1,0,0,0,0,0,1
"86",0,0,0,0,1,0,0,0,0,0,1
"87",0,0,0,0,1,0,0,0,0,0,1
"88",0,0.265403350856468,0,0,0,0.734596649143532,0,0,0,0,0.734596649143532
"89",0,0,0,0,1,0,0,0,0,0,1
"90",0,0,0,0,0,0.601134083104038,0.00434997991589784,0.394515936980064,0,0,0.601134083104038
"91",0,0,0,0,0,1,0,0,0,0,1
"92",0,0,0,0,1,0,0,0,0,0,1
"93",0,0.488409967983833,0.20480694157798,0,0,0.158396264002599,0.148386826435588,0,0,0,0.488409967983833
"94",0,0,0,0,1,0,0,0,0,0,1
"95",0,0.636779227002704,0,0,0.190099868268137,0.137928581845853,0,0.0351923228833066,0,0,0.636779227002704
"96",0,0.616683051217732,0,0,0,0.165790327726168,0.018270189261595,0.199256431794504,0,0,0.616683051217732
"97",0,0.973769444912052,0,0,0.00160806811524283,0,0,0.0246224869727047,0,0,0.973769444912052
"98",0,0.040051144665362,0.049178484343763,0,0,0.0404886128449327,0.0507640191651772,0.819517738980765,0,0,0.819517738980765
"99",0.133766218779007,0,0,0,0.866233781220993,0,0,0,0,0,0.866233781220993
"100",0,0,0,0,1,0,0,0,0,0,1
"101",0,0.640437611160582,0.00677332161149603,0,0.352789067227922,0,0,0,0,0,0.640437611160582
"102",0,0,0,0,0,0.975960937561862,0,0.0240390624381378,0,0,0.975960937561862
"103",0,0,0,0.0109567220814719,0.00609044415772456,0.00088393379820892,0,0.00774653376892552,0.974322366193669,0,0.974322366193669
"104",0,0,0,0,0.997781026043651,0.00221897395634956,0,0,0,0,0.997781026043651
"105",0.0109715030450882,0,0,0,0.989028496954911,0,0,0,0,0,0.989028496954911
"106",0.204923604667675,0,0,0,0.745454595467199,0.0496217998651256,0,0,0,0,0.745454595467199
"107",0,0,0,0,0.85701967602282,0.14298032397718,0,0,0,0,0.85701967602282
"108",0,0,0.177753280469123,0,0.740135461123495,0.0090868641312133,0.0123071561488917,0.0246595272614088,0,0.036057710865868,0.740135461123495
"109",0.343519824935804,0,0,0,0.520880258431361,0.135599916632835,0,0,0,0,0.520880258431361
"110",0,0.000723638707777748,0.000668461610982112,0.994954693072704,0,0,0,0.00365320660853574,0,0,0.994954693072704
"111",0,0,0.0129797928486991,0,0,0.682170145664894,0.0898642225639877,0.214985838922419,0,0,0.682170145664894
"112",0.0398060902496666,0,0,0.922599201366761,0.0375947083835729,0,0,0,0,0,0.922599201366761
"113",0,0,0,0,0.968289847653037,0.0173594491714515,0,0.014350703175511,0,0,0.968289847653037
"114",0.037131167704101,0,0,0,0.954663028732873,0.00820580356302578,0,0,0,0,0.954663028732873
"115",0,0,0,0,0.725352198188751,0.274647801811249,0,0,0,0,0.725352198188751
"116",0.447287990351176,0,0,0,0.453196311458423,0.0995156981904011,0,0,0,0,0.453196311458423
"117",0,0,0,0,1,0,0,0,0,0,1
"118",0,0.822316910413498,0,0,0,0.156505163229875,0,0.0211779263566273,0,0,0.822316910413498
"119",0,0,0,0,0.999999999999999,0,0,0,0,0,0.999999999999999
"120",0,0,0,0,1,0,0,0,0,0,1
"121",0.487198211734197,0,0,0,0.353761907875201,0.159039880390602,0,0,0,0,0.487198211734197
"122",0,0,0,0,0.00518544474531867,0.994814555254681,0,0,0,0,0.994814555254681
"123",0,0,0,0,0.151545685562456,0,0,0,0.848454314437544,0,0.848454314437544
"124",0,0,0,0,1,0,0,0,0,0,1
"125",0.41981322779635,0,0,0.0247516232042893,0.531862637767587,0.0235725112317742,0,0,0,0,0.531862637767587
"126",0,0.256261537895449,0,0,0,0.743738462104551,0,0,0,0,0.743738462104551
"127",0,0,0,0,0,0.633256740260123,0.00520012622778437,0.361543133512092,0,0,0.633256740260123
"128",0.314828287143128,0,0,0.0289919892164997,0.63987508284302,0.0163046407973526,0,0,0,0,0.63987508284302
"129",0,0,0,0.736151543233888,0.263848456766112,0,0,0,0,0,0.736151543233888
"130",0,0,0,0,1,0,0,0,0,0,1
"131",0,0,0,0,1,0,0,0,0,0,1
"132",0,0.766724804638522,0,0,0,0.233275195361478,0,0,0,0,0.766724804638522
"133",0,0,0.0629619852712274,0,0.42682501086917,0.198160787361662,0.072077227605482,0.239974988892458,0,0,0.42682501086917
"134",0,0,0,0,1,0,0,0,0,0,1
"135",0,0,0,0,1,0,0,0,0,0,1
"136",0.0100129218744548,0,0,0,0.989987078125545,0,0,0,0,0,0.989987078125545
"137",0,0,0,0,0,1,0,0,0,0,1
"138",0,0.537981388866136,0,0,0,0,0,0.462018611133864,0,0,0.537981388866136
"139",0,0,0,0,1,0,0,0,0,0,1
"140",0,0,0.0438328656824864,0,0,0.891664822792772,0.0645023115247417,0,0,0,0.891664822792772
"141",0.136952627476428,0,0,0,0.863047372523572,0,0,0,0,0,0.863047372523572
"142",0,0,0,0,0,1,0,0,0,0,1
"143",0,0.15747352548076,0,0,0.396381042102888,0.423049528779841,0,0.023095903636511,0,0,0.423049528779841
"144",0,0.969378246251183,0,0,0.00196721737855175,0,0,0.0286545363702652,0,0,0.969378246251183
"145",0,0,0,0,1,0,0,0,0,0,1
"146",0,0,0,0,0.99890678593185,0.00109321406814978,0,0,0,0,0.99890678593185
"147",0,0,0,0,0,0.372848085128744,0.0164259071563715,0.610726007714885,0,0,0.610726007714885
"148",0,0.949516607343458,0,0,0,0.018165566392504,0,0.0323178262640385,0,0,0.949516607343458
"149",0,0,0,0,1,0,0,0,0,0,1
"150",0,0.122685879631471,0.691434944092796,0,0,0,0.185879176275732,0,0,0,0.691434944092796
"151",0,0,0,0,1,0,0,0,0,0,1
"152",0,0,0.0116815091865849,0,0,0.955790397914396,0.0325280928990194,0,0,0,0.955790397914396
"153",0,0.0850717758568423,0.617314485195976,0,0,0.0136635628150758,0.27392272671438,0.0100274494177257,0,0,0.617314485195976
"154",0,0,0,0,1,0,0,0,0,0,1
"155",0,0,0,0,0,0.983006917797993,0.0169930822020064,0,0,0,0.983006917797993
"156",0,0,0,0,0.773782524705761,0.226217475294239,0,0,0,0,0.773782524705761
"157",0,0,0.000386378979430333,0.980357910512761,0,0.019255710507809,0,0,0,0,0.980357910512761
"158",0,0,0,0,1,0,0,0,0,0,1
"159",0,0,0,0,1,0,0,0,0,0,1
"160",0,0,0,0,0,1,0,0,0,0,1
"161",0,0,0,0,0,1,0,0,0,0,1
"162",0,0,0,0,0.14925986043707,0.427336542090947,0.00341229377558074,0.419991303696403,0,0,0.427336542090947
"163",0,0,0,0,1,0,0,0,0,0,1
"164",0.170896958159993,0,0,0,0.774194531833155,0.054908510006852,0,0,0,0,0.774194531833155
"165",0.0854130630808859,0,0,0,0.914586936919114,0,0,0,0,0,0.914586936919114
"166",0,0,0.00048439180529831,0.981012625402301,0.0185029827924008,0,0,0,0,0,0.981012625402301
"167",0.0106943247654567,0,0,0,0.989305675234543,0,0,0,0,0,0.989305675234543
"168",0,0.0710305017267789,0.00439955897531411,0,0.896258172305255,0,0,0.0283117669926519,0,0,0.896258172305255
"169",0.0231393834130764,0.238305366914071,0.578647181825468,0,0,0,0.159908067847385,0,0,0,0.578647181825468
"170",0,0.154770141184334,0,0,0,0.845229858815666,0,0,0,0,0.845229858815666
"171",0,0.0866263455972686,0,0,0,0.200632126134469,0.00417909671654585,0.708562431551715,0,0,0.708562431551715
"172",0,0,0,0,0.129910069462748,0.870089930537252,0,0,0,0,0.870089930537252
"173",0,0.000476968188533789,0.000556425733162694,0.996496575257725,0,0.00247003082057911,0,0,0,0,0.996496575257725
"174",0,0,0,0,0,0.921264582648587,0,0.0787354173514125,0,0,0.921264582648587
"175",0,0,0,0,0,1,0,0,0,0,1
"176",0,0.0556486840940116,0.00326796975315378,0,0.89197566042976,0.0314111855668076,0,0.0176965001562676,0,0,0.89197566042976
"177",0,0.593741233869238,0,0,0,0,0,0.406258766130762,0,0,0.593741233869238
"178",0,0,0,0,1,0,0,0,0,0,1
"179",0.0626495381627237,0,0,0,0.937350461837276,0,0,0,0,0,0.937350461837276
"180",0,0.357187373645342,0,0,0,0.642812626354659,0,0,0,0,0.642812626354659
"181",0,0.236756273914915,0,0,0,0.763243726085086,0,0,0,0,0.763243726085086
"182",0,0,0,0,1,0,0,0,0,0,1
"183",0.322052220129878,0,0,0,0.548562581672167,0.129385198197956,0,0,0,0,0.548562581672167
"184",0,0,0,0.0239158589561883,0.00826214819196031,0,0,0,0.967821992851852,0,0.967821992851852
"185",0,0,0,0,1,0,0,0,0,0,1
