,F1-score,Precision,Recall
0.1,0.582000913659205,0.900990099009901,0.4298245614035088
0.2,0.5973878478137422,0.8679867986798679,0.45541125541125543
0.3,0.5783132530120482,0.6906474820143885,0.49740932642487046
0.01,0.6260162601626016,0.7498893315626384,0.5372660957817951
0.001,0.6305436337625179,0.7228372283722837,0.5591500158579131
