,F1-score,Precision,Recall
0.1,0.5596312656039946,0.7766524520255863,0.43740618432903033
0.2,0.5781336278299282,0.7664714494875549,0.4640957446808511
0.3,0.5437125748502993,0.5942408376963351,0.5011037527593819
0.01,0.4947999510583629,0.4454725710508923,0.5564116675839296
0.001,0.4614205975703185,0.3830637833908777,0.5800770500825536
