,F1-score,Precision,Recall
0.1,0.5785714285714285,0.8071512309495897,0.45088408644400785
0.2,0.587709497206704,0.7862481315396114,0.46922390722569135
0.3,0.5318146111547525,0.6050044682752458,0.4744218640504555
0.01,0.5805225653206652,0.6059504132231405,0.5571428571428572
0.001,0.575297619047619,0.5635568513119533,0.5875379939209726
