,F1-Score,Precision,Recall,F1-score
0.1,0,0.8963709677419355,0.44380115791575164,0.5936707170516758
0.2,0,0.8358278765201123,0.592899800928998,0.6937111801242235
0.3,0,0.7176220806794055,0.7469613259668508,0.7319978343259339
0.01,0,0.9993157714676703,0.369746835443038,0.5397764021066248
0.001,0,1.0,0.367375,0.5373434500411373
