"","prediction.score.Endothelial.Cell","prediction.score.Thick.Ascending.Limb","prediction.score.Distal.Convoluted.Tubule","prediction.score.Proximal.Tubule","prediction.score.Connecting.Tubule","prediction.score.Principal.Cells","prediction.score.Intercalated.Cells.Type.A","prediction.score.Intercalated.Cells.Type.B","prediction.score.Mesangial.Cells","prediction.score.Leukocyte","prediction.score.max"
"38",0,0.00652484799472356,0.00519002168860588,0.0153665816919797,0.00652484799472356,0.945143877995313,0.008122007585924,0.0131278150487307,0,0,0.945143877995313
"39",0.0508687513602847,0.0178204882648167,0,0,0,0.00716849255637093,0,0,0.924142267818527,0,0.924142267818527
"40",0,0.911113586679127,0,0.0888864133208726,0,0,0,0,0,0,0.911113586679127
"41",0.0447407924814287,0.143616033059506,0.275605800330913,0.0204021102674131,0,0,0,0,0.0363751609292268,0.479260102931513,0.479260102931513
"42",0,0.0376541199143915,0,0.0467209276290865,0,0.0591877533046425,0.47371924916228,0.382717949989599,0,0,0.47371924916228
"43",0,0.00853010211421823,0.0512942058915373,0.236462526779071,0.00853010211421823,0.69286059753651,0,0.00232246556444472,0,0,0.69286059753651
"44",0,0.0593054436076946,0,0.804823240150757,0,0.1070834699277,0,0.0060735025688798,0,0.0227143437449686,0.804823240150757
"45",0.775479149418123,0.0384965905396269,0,0.0941129296791056,0.0139248725163385,0,0.00939926768647814,0.0147010505711229,0.0149248825714069,0.0389612570177987,0.775479149418123
"46",0,0.0110188002498057,0,0.546486016180326,0.291647108730645,0.150848074839224,0,0,0,0,0.546486016180326
"47",0,0.963524081693345,0,0,0.036475918306655,0,0,0,0,0,0.963524081693345
