"","prediction.score.Endothelial.Cell","prediction.score.Thick.Ascending.Limb","prediction.score.Distal.Convoluted.Tubule","prediction.score.Proximal.Tubule","prediction.score.Connecting.Tubule","prediction.score.Principal.Cells","prediction.score.Intercalated.Cells.Type.A","prediction.score.Intercalated.Cells.Type.B","prediction.score.Mesangial.Cells","prediction.score.Leukocyte","prediction.score.max"
"48",0.046935850925476,0.86671820586316,0.00523549993855857,0.081110443272806,0,0,0,0,0,0,0.86671820586316
"49",0,0.0182975302939368,0,0.150771554514596,0.0182975302939368,0.81263338489753,0,0,0,0,0.81263338489753
"50",0,0.562719244164268,0,0,0.0960894216890971,0.341191334146635,0,0,0,0,0.562719244164268
"51",0,0.302789398310752,0.0226791978303643,0.476089828052767,0.0968342782224991,0.0125266121142617,0,0.0385117648511189,0,0.0505689206182366,0.476089828052767
"52",0,0.0326620819470903,0,0.350868942454991,0.0111845009034328,0.580511264093401,0,0,0,0.0247732106010844,0.580511264093401
"53",0,0,0,0,0,1,0,0,0,0,1
"54",0,0.262972145753482,0.114610840119774,0.0920960872266158,0.209020354342348,0.321300572557781,0,0,0,0,0.321300572557781
"55",0,0.00985952148048852,0.00196594073993264,0.810076392317435,0.00985952148048852,0.146593083391453,0,0.0216455405902021,0,0,0.810076392317435
"56",0,0.201655081513019,0,0.78313539868824,0,0.0152095197987409,0,0,0,0,0.78313539868824
"57",0.00430593129517215,0.330193159226398,0.0305498707103383,0.587824015805232,0,0,0,0,0.0464080162122266,0.000719006750633053,0.587824015805232
"58",0,0.083188889082131,0,0.084593534025795,0.111252620762304,0.696043280102891,0,0,0,0.024921676026879,0.696043280102891
"59",0,0.10674635144902,0.0397205865339718,0.135493026910432,0.0253208193127807,0.635196843495831,0,0.0407832112667804,0,0.0167391610311843,0.635196843495831
"60",0,0,0,0,0.00154124368484679,0.0150894587161316,0.983369297599021,0,0,0,0.983369297599021
"61",0.00561885622826637,0.0491656667466682,0.308096090669487,0.627290225583161,0,0.0076466764321058,0,0,0,0.00218248434031214,0.627290225583161
"62",0,0.349970178493184,0.0062417646924158,0.6437880568144,0,0,0,0,0,0,0.6437880568144
"63",0,0.860289156771089,0.135396317512304,0.00431452571660702,0,0,0,0,0,0,0.860289156771089
"64",0,0.501935194870575,0.348373933482549,0.149690871646876,0,0,0,0,0,0,0.501935194870575
"65",0,0,0,0,0,0.802459516462123,0.182831641460389,0.0147088420774884,0,0,0.802459516462123
"66",0,0.00280512398802309,0.00487092989478056,0.809288982537577,0,0.171368131496242,0,0,0,0.0116668320833772,0.809288982537577
"67",0,0.771072879277592,0,0.228927120722408,0,0,0,0,0,0,0.771072879277592
"68",0,0.00391623555586233,0,0.106716666730201,0,0.54271805232547,0,0,0,0.346649045388467,0.54271805232547
"69",0,0.0502781016813793,0,0.903986623414328,0,0.036974977443634,0,0.00876029746065848,0,0,0.903986623414328
"70",0,0.0127675804690581,0,0,0.0127675804690581,0.974464839061884,0,0,0,0,0.974464839061884
"71",0.529910947009787,0.0390448506277777,0,0.0113559540369091,0,0,0.359677002719989,0.032082815218552,0,0.0279284303869859,0.529910947009787
"72",0,0,0,0,0,1,0,0,0,0,1
"73",0,0.541547551357296,0.176552629477297,0.182296160670722,0.0531706927195473,0,0,0,0,0.0464329657751379,0.541547551357296
"74",0.239249105963096,0.561068064044773,0,0.199682829992131,0,0,0,0,0,0,0.561068064044773
"75",0.979667854400535,0,0.014874926958783,0,0,0,0,0,0,0.00545721864068173,0.979667854400535
"76",0.0166373893378708,0.0503579729813271,0,0.207387796066577,0.00741634492611627,0.141578757329644,0.016764065718583,0.029421863843396,0,0.530435809796486,0.530435809796486
"77",0,0.145072208543714,0.0274876383390366,0.732432517298264,0.090131218469385,0.00487641734960026,0,0,0,0,0.732432517298264
"78",0,0.986082853471202,0,0,0.0139171465287981,0,0,0,0,0,0.986082853471202
"79",0.0951537467964765,0.698702229092626,0,0.0184891644342246,0.0789643100965213,0.108690549580152,0,0,0,0,0.698702229092626
"80",0,0.0640116084840921,0.0701382195682585,0,0,0.845301080548164,0,0.0205490913994853,0,0,0.845301080548164
"81",0.0295264497870039,0.183548683601218,0.00291746102217158,0.423868748755708,0,0,0,0,0.359109765149046,0.00102889168485213,0.423868748755708
"82",0,0.0257959502838051,0.362109831206336,0.114333420082286,0.497760798427572,0,0,0,0,0,0.497760798427572
"83",0,0.930094572457242,0,0.0699054275427583,0,0,0,0,0,0,0.930094572457242
"84",0.939423108114554,0.0146012345172036,0,0,0,0,0,0,0.0406317329671375,0.0053439244011052,0.939423108114554
"85",0,0.138653291972773,0.0241079718968714,0.594047094219649,0,0.00497769128922558,0.0185369424465237,0.219677008174957,0,0,0.594047094219649
"86",0,0.991636854822236,0,0.00836314517776419,0,0,0,0,0,0,0.991636854822236
"87",0,0.161449817846122,0,0.838550182153878,0,0,0,0,0,0,0.838550182153878
"88",0,0.218554044890823,0,0.590018368008367,0,0,0,0,0.0412607524576108,0.150166834643199,0.590018368008367
"89",0,0.0377422887944313,0,0.751019085468568,0.168256903396146,0.0312171180457753,0.0117646042950789,0,0,0,0.751019085468568
"90",0,0.57404363035058,0.401734162027349,0.0242222076220701,0,0,0,0,0,0,0.57404363035058
"91",0,0,0,0.0150125877536828,0,0.984987412246317,0,0,0,0,0.984987412246317
"92",0,0,0,0,0,0.991645944099358,0.00835405590064181,0,0,0,0.991645944099358
"93",0,0.0709188470134826,0.0481766859127038,0.456112832404187,0.275676477429809,0.0350197379901127,0.0795784222808311,0.0345169969688733,0,0,0.456112832404187
"94",0,0.0353215070841625,0.964678492915838,0,0,0,0,0,0,0,0.964678492915838
"95",0.17363997394179,0.795632174779628,0,0.0307278512785818,0,0,0,0,0,0,0.795632174779628
"96",0,0.392769516004245,0.0420611923700951,0.494112576648877,0,0,0.0470813074526976,0,0,0.0239754075240849,0.494112576648877
"97",0.980531339419534,0.00696013794101247,0,0,0,0.00338149759002156,0.00278388938858826,0,0,0.00634313566084395,0.980531339419534
"98",0,0.149978666138566,0.0738038536423339,0.533547203236556,0.0137127647858765,0.0337834620022936,0,0.0168338821507463,0,0.178340168043628,0.533547203236556
"99",0,0,0,0.657593847617363,0,0.338926646190282,0,0.00347950619235526,0,0,0.657593847617363
"100",0,0.0233928739155623,0.00161936418382548,0.0842828725873305,0,0.860468928931394,0,0.0302359603818875,0,0,0.860468928931394
"101",0,0.974100940942912,0,0.0258990590570882,0,0,0,0,0,0,0.974100940942912
"102",0.101958970462546,0,0,0.0245677211560006,0,0.00131242291681871,0,0,0.872160885464635,0,0.872160885464635
"103",0,0.00204051316605111,0,0.392139940524425,0,0.570938741683364,0,0,0.0348808046261596,0,0.570938741683364
"104",0.000637832332960325,0.2540791079748,0.011672890673839,0.123534268803704,0.00460916979296623,0.12953482946596,0.407450628416632,0.0188779951267183,0,0.0496032774124198,0.407450628416632
"105",0,0.23452451542466,0.0213644393628907,0.612024270266883,0.00517844761376586,0,0,0,0,0.126908327331801,0.612024270266883
"106",0,0,0,0,0,0.0071403960662916,0.992859603933708,0,0,0,0.992859603933708
"107",1,0,0,0,0,0,0,0,0,0,1
"108",0.0140521526950007,0.305251091881799,0,0.401030010383914,0.0127812281253635,0.0159990082516836,0,0,0.0546693449591598,0.19621716370308,0.401030010383914
"109",0,1,0,0,0,0,0,0,0,0,1
"110",0.000842991919209026,0,0,0.00094163725491404,0.00379028641074309,0.0722075446652821,0.922217539749852,0,0,0,0.922217539749852
"111",0.0170240055192848,0.0894482190951447,0,0.890732738929337,0,0.00279503645623353,0,0,0,0,0.890732738929337
"112",0.181649195529729,0.0574462888583205,0,0.0365070059504581,0,0.00256772478110734,0,0,0.721829784880385,0,0.721829784880385
"113",0,0.017721599727271,0,0.931193703081142,0,0,0.00668112736705578,0,0.0444035698245315,0,0.931193703081142
"114",0,0.0644942363247192,0.0305924477944288,0.395050653404147,0.0162226399287588,0.379261663289717,0,0.0213440049984426,0,0.0930343542597856,0.395050653404147
"115",0,0,0,0.985763513397884,0,0.0142364866021151,0,0,0,0,0.985763513397884
"116",0,0.000692706303964466,0,0,0,0.0594917734777,0.827420432889042,0.112395087329294,0,0,0.827420432889042
"117",0,0,0,1,0,0,0,0,0,0,1
"118",0.132128239394611,0,0,0.0506679660347762,0,0.771522062491559,0.0170747219943541,0.0197873477815846,0,0.00881966230311489,0.771522062491559
"119",0,0.208165013832284,0.0493942891051411,0.258824428786826,0.0324364191518111,0.451179849123938,0,0,0,0,0.451179849123938
"120",0,0,0,1,0,0,0,0,0,0,1
"121",0.190700198217513,0.0172168866088246,0,0.00805721093822854,0,0,0.751687159257141,0.0311600822587296,0,0.00117846271956282,0.751687159257141
"122",0.350784512624796,0.0125430652266757,0.169134201465886,0.359330984837401,0,0.0348074603546062,0,0.04920148897034,0,0.0241982865202951,0.359330984837401
"123",0.968997798345291,0,0,0.0310022016547085,0,0,0,0,0,0,0.968997798345291
"124",0,0.920924085679059,0,0.0208180167101712,0.0582578976107699,0,0,0,0,0,0.920924085679059
"125",0,0.703815187473799,0,0.296184812526201,0,0,0,0,0,0,0.703815187473799
"126",0,0.603450473656295,0,0.216070745157641,0.0493951586169167,0.0410267790660161,0,0,0,0.0900568435031322,0.603450473656295
"127",0.282070526908574,0.577664271648107,0,0.0735216535912575,0,0.0596227882669916,0,0,0,0.00712075958507066,0.577664271648107
"128",0.123820811829906,0.0127363057404826,0.0312114725299055,0.052591535702948,0.514381560224557,0.169300473071101,0,0,0,0.0959578409010992,0.514381560224557
"129",0,0.086063998386972,0,0.841302271622826,0.00870434959589842,0.0405165655982411,0,0.00443580156191668,0,0.0189770132341454,0.841302271622826
"130",0,0.0256396170993847,0,0,0.0186228436931297,0.955737539207485,0,0,0,0,0.955737539207485
"131",0,0.0208215548222268,0,0.451630046118769,0.0208215548222268,0.506726844236777,0,0,0,0,0.506726844236777
"132",0.559744583996878,0.292917100499258,0,0.139046483061061,0,0,0,0,0,0.00829183244280363,0.559744583996878
"133",0.0318958180169291,0.968104181983071,0,0,0,0,0,0,0,0,0.968104181983071
"134",0,0.968083086126499,0,0,0.0319169138735015,0,0,0,0,0,0.968083086126499
"135",0.218261258425076,0.104876296607481,0.0122118441339875,0.159056984966644,0.00636870622835718,0.0870380321395129,0.0727122001231833,0.339474677375758,0,0,0.339474677375758
"136",0,0.258297512750989,0.0311012900351205,0.538179989285145,0.0794688827152192,0.0111195818007484,0,0,0,0.0818327434127779,0.538179989285145
"137",0.0242690931646926,0.112928993308231,0.00549031211793258,0.243450886967441,0.0505294387644769,0.563331275677226,0,0,0,0,0.563331275677226
"138",0,0,0,0,0,1,0,0,0,0,1
"139",0,0.092097576891937,0.0995974241773327,0,0,0.775828197543579,0,0,0,0.0324768013871511,0.775828197543579
"140",0,1,0,0,0,0,0,0,0,0,1
"141",0.00883791837473607,0.850823276250584,0,0.14033880537468,0,0,0,0,0,0,0.850823276250584
"142",0.0805409114044323,0.00252055846793338,0,0.684989924397513,0,0.0063236348352198,0,0,0.225624970894901,0,0.684989924397513
"143",0,0.982520846852862,0,0.00139310741917942,0.0160860457279585,0,0,0,0,0,0.982520846852862
"144",0,0.643801615571151,0,0.0301324775560147,0.0565625999166417,0.269503306956192,0,0,0,0,0.643801615571151
"145",0.233396171833266,0.0192830677777827,0,0.411293420914286,0.155572756996717,0.0759142504352465,0.00396983712455925,0,0.0749787526996272,0.0255917422185153,0.411293420914286
"146",0,0.645881826906312,0.0411670777737614,0.0163115247578888,0.0165677867896071,0.0220615243856457,0,0,0,0.258010259386785,0.645881826906312
"147",0,0,0,0.0621191075164293,0,0.931183716676045,0,0.00669717580752525,0,0,0.931183716676045
"148",0.010120754785571,0.0842989656063722,0,0,0.0268806688137949,0.878699610794262,0,0,0,0,0.878699610794262
"149",0,0.412400032998229,0,0.443752375823428,0.024917082542923,0.11893050863542,0,0,0,0,0.443752375823428
"150",0.0103775645453776,0.190386443603541,0.0752469815605021,0.620252122756613,0.00879854622324889,0.0226915153615598,0,0.0415603607608688,0,0.0306864651882891,0.620252122756613
"151",0.475915909200742,0,0,0.513854308688218,0,0.00278777682963856,0,0,0,0.00744200528140128,0.513854308688218
"152",0,0.0627267721381101,0.0262642305843209,0.0503085179736016,0.0109259252251775,0.84977455407879,0,0,0,0,0.84977455407879
"153",0,0,0.00100895732137977,0.0111803987061696,0,0.92529363534597,0.0625170086264808,0,0,0,0.92529363534597
"154",0.00689706473301011,0.16781532232324,0.04034337849988,0.55264654236247,0.00360547603477866,0.0192494303454174,0.0555116072129708,0.152779458453118,0,0.00115172003511568,0.55264654236247
"155",0.805400243116321,0.0765118640849219,0,0.0509566502606716,0.00613501778481771,0.00350471554825974,0.0149773089913815,0.0347073400508804,0,0.00780686016274622,0.805400243116321
"156",0,1,0,0,0,0,0,0,0,0,1
"157",0.792442105713328,0.0999121009565187,0.00407968504777722,0.0508111301866043,0,0.00554156647375382,0.0118843963252557,0.0341542428907356,0,0.00117477240602665,0.792442105713328
"158",0,0.00845554355709384,0,0.0562855701279284,0.0158205046332765,0.905023483502992,0,0.0144148981787095,0,0,0.905023483502992
"159",0.208184951185099,0.0572426170616624,0.10435392175351,0.309300800238115,0.0129276044092284,0.114676807543619,0,0.0878292270654272,0.0356133870876095,0.0698706836557295,0.309300800238115
"160",0.315391879781303,0.000996421780682139,0,0,0,0.683611698438015,0,0,0,0,0.683611698438015
"161",0,0.645711633866609,0,0.354288366133391,0,0,0,0,0,0,0.645711633866609
"162",0,0.0345475395540056,0,0.962773340853795,0,0.00267911959220006,0,0,0,0,0.962773340853795
"163",0.0382718335522358,0.0070874080193202,0,0.190254863670313,0.0070874080193202,0.74387239807566,0,0.0134260886631513,0,0,0.74387239807566
"164",0.0239144009710287,0.960197273042196,0,0,0.0158883259867758,0,0,0,0,0,0.960197273042196
"165",0,0,0,0.973704489532111,0,0,0,0.00723353874602834,0,0.0190619717218607,0.973704489532111
"166",0,0,0,0.989400503085407,0,0.00325177608347576,0,0,0,0.00734772083111713,0.989400503085407
"167",0.336169375012923,0.270680097066088,0.324523627166562,0.00893585603809068,0,0,0,0,0,0.0596910447163367,0.336169375012923
"168",0,0,0,1,0,0,0,0,0,0,1
"169",0,0.994954817627817,0,0.00504518237218257,0,0,0,0,0,0,0.994954817627817
"170",0,0.996037458894952,0,0.00396254110504825,0,0,0,0,0,0,0.996037458894952
"171",0,0.135485166870588,0.0145997432746202,0.738538629929628,0.030697322954504,0.0427189274178173,0,0.0379602095528426,0,0,0.738538629929628
"172",0,0.99609861615088,0,0.0039013838491207,0,0,0,0,0,0,0.99609861615088
"173",0,0.0113456576207148,0,0.571029973501896,0,0.0161800432578595,0.0454676701975981,0.355976655421932,0,0,0.571029973501896
"174",0,0.161839116904725,0,0.786608150611423,0.0241595592390886,0.0273931732447633,0,0,0,0,0.786608150611423
"175",0,0.0157672295613824,0,0.953981513232814,0.00730714499989237,0.0147708126630101,0,0.00161870857082825,0,0.00655459097207292,0.953981513232814
"176",0,0.104613211002384,0,0.895386788997616,0,0,0,0,0,0,0.895386788997616
"177",0,0.00649497348535946,0,0.0678268714428823,0.00509558340008051,0.920582571671678,0,0,0,0,0.920582571671678
"178",0.91425546217648,0.00805143521349572,0.0694371274931479,0,0,0,0,0,0,0.00825597511687608,0.91425546217648
"179",0.609800497611089,0.0133910172163929,0,0.322900476441088,0,0,0,0.0426055529296127,0,0.0113024558018168,0.609800497611089
"180",0,0,0,0,0,1,0,0,0,0,1
"181",0,0.279115545035696,0,0.720884454964305,0,0,0,0,0,0,0.720884454964305
"182",0.36516200241809,0.0131039582656308,0.0374550997024182,0,0.286648814024079,0.2825099619534,0.00919698354400969,0,0,0.00592318009237228,0.36516200241809
"183",0.932178572161347,0.0234026295416501,0,0,0,0,0,0,0.0444187982970028,0,0.932178572161347
"184",0,0.127554848315397,0.0114265084997599,0.342577047273359,0.0217732925834022,0.429878178290554,0,0.0667901250375274,0,0,0.429878178290554
"185",0.697877045993012,0.194354177984727,0,0.060893873168336,0,0.0033128358870072,0,0,0,0.0435620669669182,0.697877045993012
"186",0,0,0,0.866897352302835,0,0.110660680709304,0,0,0,0.0224419669878604,0.866897352302835
"187",0,0.0325041406770251,0,0.0786084256425118,0.0343534891589367,0.854533944521527,0,0,0,0,0.854533944521527
"188",0,0.938680403206382,0,0.0613195967936182,0,0,0,0,0,0,0.938680403206382
"189",0.780842405376376,0,0,0.219157594623623,0,0,0,0,0,0,0.780842405376376
"190",0,0.0716166459555131,0,0.157032672238818,0.0845560465226766,0.684372146572884,0,0.00242248871010759,0,0,0.684372146572884
"191",0.0350135436362971,0.0186194125747072,0,0.89976356509388,0,0.0163126221392107,0.0167816262313184,0.0135092303245866,0,0,0.89976356509388
"192",0,0.543076223242879,0,0.0955635992226419,0.153239784469392,0.15878313985434,0,0.0493372532107473,0,0,0.543076223242879
"193",0.978551045276921,0,0,0.00979352395566659,0,0.00582771538370613,0.00582771538370613,0,0,0,0.978551045276921
"194",0,0.100086715897524,0,0.478967888209432,0.00693229504015251,0.0412276835021698,0,0,0,0.372785417350722,0.478967888209432
"195",0,0,0,0.0499470804791752,0.0921742374868691,0.0147096619207181,0.0476808560951846,0.795488164018053,0,0,0.795488164018053
"196",0.000739852498653845,0.0267434118182551,0,0.00730244687644676,0,0.013878565916645,0.940307000520242,0.0110287223697573,0,0,0.940307000520242
"197",0.00686116974272498,0.0341205419147366,0,0.882351055917807,0,0.0134822237652217,0,0,0,0.0631850086595098,0.882351055917807
"198",0,0.00820688613521839,0.00173679843073468,0.0374863351080508,0.00741377806264017,0.901977176784037,0.0231805777697916,0.0199984477095276,0,0,0.901977176784037
"199",0,0.42012917593871,0.0252556029403491,0.501501054412163,0.0148349833357994,0,0,0,0.0382791833729783,0,0.501501054412163
"200",0,0.516075741376785,0,0.483924258623215,0,0,0,0,0,0,0.516075741376785
"201",0.0439809176699638,0.175944477246364,0,0.239190165048149,0.0254618516086473,0.0101629759925905,0.097445100987585,0.362161787972264,0,0.0456527234744365,0.362161787972264
"202",0,0.999999999999999,0,0,0,0,0,0,0,0,0.999999999999999
"203",0.228338367894296,0.432884639923823,0,0.238804939114074,0.0200955541850525,0.00563850585298677,0.0742379930297679,0,0,0,0.432884639923823
"204",0,0.51454158461133,0.0480788769017435,0.388612535098356,0,0.0314293948300311,0,0.0173376085585391,0,0,0.51454158461133
"205",0,0.0502121877567658,0,0.0380176375812045,0.00925909017420087,0.266904299470048,0,0,0.627373899992117,0.00823288502566388,0.627373899992117
"206",0,0.4018173729434,0,0.5981826270566,0,0,0,0,0,0,0.5981826270566
"207",0,0.230774024011176,0.0133933917409323,0.103618774843744,0.0140248822928001,0.380135448946694,0.199109356223645,0.0589441219410075,0,0,0.380135448946694
"208",0.0142440348730934,0.176391033601339,0,0.511103345059286,0.133119792001954,0.0980956517017081,0,0.0649560372616045,0,0.00209010550101637,0.511103345059286
"209",0,0.979985135592743,0,0,0.0200148644072576,0,0,0,0,0,0.979985135592743
"210",0,0.0494023157298777,0.00176795196872433,0.647617355663086,0.0231347149933542,0.249551412842657,0,0.0285262488023015,0,0,0.647617355663086
"211",0.0439160707093914,0.110668488371304,0.0974091005395648,0.686013647595725,0,0,0,0,0,0.0619926927840143,0.686013647595725
"212",0,0.236682563391588,0,0.75081453026146,0,0.0125029063469523,0,0,0,0,0.75081453026146
"213",0,0.29235835301352,0.0279764573335566,0.676555790119294,0.00310939953362895,0,0,0,0,0,0.676555790119294
"214",0,0.0953596566486716,0,0.840024667849303,0,0.0192654164125157,0.0337402456673388,0.011610013422171,0,0,0.840024667849303
"215",0,0,0.0459154902949079,0.056242073216226,0,0.897842436488866,0,0,0,0,0.897842436488866
"216",0,0.0144482539278503,0,0.22392984240122,0.0144482539278503,0.74338888207917,0,0.0037847676639092,0,0,0.74338888207917
"217",0,0,0.0104265988844307,0.551045723045009,0.00809574263891241,0.0103327895784774,0.292512783670938,0.127586362182232,0,0,0.551045723045009
"218",0.991867765757809,0,0,0,0,0,0,0,0,0.00813223424219087,0.991867765757809
"219",0,1,0,0,0,0,0,0,0,0,1
"220",0,0.017274808146895,0,0.91832837325332,0,0.0503787725116345,0,0,0,0.0140180460881509,0.91832837325332
"221",0,0,0,1,0,0,0,0,0,0,1
"222",0,0,0,0,0,0.419571075651431,0.5744787501172,0.00595017423136894,0,0,0.5744787501172
"223",0.0842399682507587,0.0543229852842209,0.224661069464195,0.251812915930251,0,0.21684689694309,0.0386927763801719,0.0703915147684891,0.0590318729788235,0,0.251812915930251
"224",0,0.376918966418785,0.14178083508921,0.146356052420462,0.0555200521594325,0.279424093912109,0,0,0,0,0.376918966418785
"225",0,0.0633570756973958,0,0.818342488580983,0.118300435721621,0,0,0,0,0,0.818342488580983
"226",0,0.62450273931805,0,0.37549726068195,0,0,0,0,0,0,0.62450273931805
"227",0.0655093352277803,0.0754817544650731,0.831901592329635,0,0.0185813569263466,0,0,0,0,0.00852596105116449,0.831901592329635
"228",0.0674871595686283,0.597110150093907,0,0.00310442187323087,0.084759016311906,0.247539252152328,0,0,0,0,0.597110150093907
"229",0,0.0469385164236623,0,0.879244518609001,0.00800800159138097,0.0177876681899069,0.0328457400731718,0.015175555112877,0,0,0.879244518609001
"230",0,0.116569602730717,0.856693528230747,0.0162870692421269,0,0.00961900306058914,0,0,0,0.000830796735819556,0.856693528230747
"231",0,0.0100710808357665,0,0,0,0.989928919164234,0,0,0,0,0.989928919164234
"232",0,0.936201151203561,0,0.00850412176714318,0.0552947270292961,0,0,0,0,0,0.936201151203561
"233",0,0.0941105302902958,0,0.704802201992869,0,0.180237326307177,0,0,0,0.0208499414096586,0.704802201992869
"234",0,0.260783961468914,0.493103406135613,0.138261933328617,0,0.0111281730351979,0,0,0,0.0967225260316588,0.493103406135613
"235",0,0.525548822778577,0,0.463082333643409,0,0.011368843578013,0,0,0,0,0.525548822778577
"236",0,0,0,1,0,0,0,0,0,0,1
"237",0,0,0,0,0,1,0,0,0,0,1
"238",0,0.321790019844644,0,0.398796201985541,0,0,0,0,0,0.279413778169815,0.398796201985541
"239",0,0.114790572738041,0.00748821515910863,0.0767693668910956,0.0070359320632925,0.00860167324117839,0.0130250251763118,0,0.772289214730972,0,0.772289214730972
"240",0.0805797056334973,0.0836701387832839,0.0260988572178272,0.113016188409877,0.643536970219025,0.0267156715190299,0.0156925222776746,0.0106899459397847,0,0,0.643536970219025
"241",0,0.03181011667766,0.172453901704222,0.0231229927533611,0.772612988864757,0,0,0,0,0,0.772612988864757
"242",0,0.0672052015321777,0,0.712606953640194,0.0141868602883563,0.0558192567409777,0,0,0,0.150181727798295,0.712606953640194
"243",0.0149585353902819,0.103487490579234,0.154416398162148,0.596579008427662,0.0119773643031826,0,0.0393654811267835,0.0504126775919546,0,0.0288030444187533,0.596579008427662
"244",0,0,0.031439049901792,0.0129281890660626,0,0.936458887662374,0.00675916052332791,0.0124147128464433,0,0,0.936458887662374
"245",0,0.0919262545638329,0.0103192740668572,0.775480090670359,0,0.122274380698951,0,0,0,0,0.775480090670359
"246",0.727386550271171,0.0191926026333242,0,0.244192500994962,0,0,0,0,0,0.00922834610054283,0.727386550271171
"247",0.198806564686249,0,0,0.476144380624902,0,0,0,0,0.0633822843728573,0.261666770315992,0.476144380624902
"248",0,0.0375471257057707,0,0.928834428664927,0,0.0336184456293024,0,0,0,0,0.928834428664927
"249",0,0.0370681153391862,0,0,0,0.962931884660814,0,0,0,0,0.962931884660814
"250",0,0.231871084107214,0.00901819129818163,0.665422086429498,0,0,0,0,0,0.0936886381651061,0.665422086429498
"251",0,0.0078923943890079,0.446032405516618,0,0.546075200094374,0,0,0,0,0,0.546075200094374
"252",0,0.136420686073173,0,0.00646915118493365,0.00473607158526825,0.0230420741292128,0.829332017027412,0,0,0,0.829332017027412
"253",0.728974187579552,0.0892426893598273,0.0523406210872558,0.0418807624269672,0.00931022583601257,0.00531837791374233,0,0.0322972713664704,0,0.0406358644301728,0.728974187579552
"254",0.000909180501893165,0.216344122454892,0.00900268612157427,0.411373370055557,0.161328741401274,0.0511976817311798,0.0337744288718693,0.0566956214692879,0,0.0593741673924729,0.411373370055557
"255",0,0.958522314865358,0,0.0414776851346418,0,0,0,0,0,0,0.958522314865358
"256",0,0.995546667491711,0,0.00445333250828885,0,0,0,0,0,0,0.995546667491711
"257",0.000772685766484462,0.251956336505477,0.00920954866221263,0.378259517834246,0.270072945621656,0.0504876114048231,0,0,0,0.0392413542051006,0.378259517834246
"258",0,0.0444744866439214,0.145562122838358,0.54846192942796,0.22360313703438,0.0378983240553798,0,0,0,0,0.54846192942796
"259",0,0,0,0,0,1,0,0,0,0,1
"260",0,0.0525158333894271,0,0.882519013519649,0,0.0649651530909241,0,0,0,0,0.882519013519649
"261",0,0.723245221506217,0.276754778493783,0,0,0,0,0,0,0,0.723245221506217
"262",0,0,0,0.999999999999999,0,0,0,0,0,0,0.999999999999999
"263",0.00083364837886199,0.190643460936675,0.00595907175607417,0.64856030359608,0.0166268114744729,0.0679331135297791,0,0.052210920813195,0,0.0172326695148618,0.64856030359608
"264",0,1,0,0,0,0,0,0,0,0,1
"265",0.378862222976363,0.603134851204593,0.00540374770165004,0,0,0,0,0,0,0.0125991781173948,0.603134851204593
"266",0.00111562978027263,0.118787831699693,0,0.0310579554927954,0.0083997293831847,0.408297507343654,0.318534069030806,0.0784557505267671,0,0.0353515267428269,0.408297507343654
"267",0,0,0,0.99662296814747,0,0.00337703185253057,0,0,0,0,0.99662296814747
"268",0,1,0,0,0,0,0,0,0,0,1
"269",0,0.219817322190725,0,0.780182677809275,0,0,0,0,0,0,0.780182677809275
"270",0,0,0,0.997361150264437,0,0.00263884973556282,0,0,0,0,0.997361150264437
"271",0,0.00803537919413285,0.0180913687930453,0.562388844429695,0.359466817129324,0.0102467756178903,0.0107691780158383,0.0310016368200746,0,0,0.562388844429695
"272",0,0.0152985149510195,0,0.600077071665852,0.0100092338352435,0.338472980029549,0,0.00849858630118679,0.0276436132171486,0,0.600077071665852
"273",0,0.000698471119809827,0.0220383658421921,0.0172224169660583,0.944277546718112,0.00536477961446314,0,0.0103984197393645,0,0,0.944277546718112
"274",0,0.688008474292558,0,0.0578013092589414,0.0983156919207595,0.155874524527741,0,0,0,0,0.688008474292558
"275",0.246102455929942,0,0,0,0,0.732073266669046,0.00732680786318259,0,0,0.014497469537829,0.732073266669046
"276",0,0,0,0.000570089981091296,0,0,0.999429910018909,0,0,0,0.999429910018909
"277",0,1,0,0,0,0,0,0,0,0,1
"278",0,0.0735576967673615,0.0470747788522252,0.105142250174567,0.0107435497739326,0.129618899742309,0,0,0.633862824689605,0,0.633862824689605
"279",0,1,0,0,0,0,0,0,0,0,1
"280",0,0.813249504121683,0,0.167726153894704,0,0,0,0,0.0190243419836132,0,0.813249504121683
"281",0,0.0114130503174231,0,0.111448552759258,0.0114130503174231,0.865725346605895,0,0,0,0,0.865725346605895
"282",0,0.117866762573558,0.078487889391104,0.0319271558855454,0,0.326382567332891,0,0.0540210481240053,0,0.391314576692897,0.391314576692897
"283",0,0.0337149724627008,0,0.962181481560846,0,0.00410354597645284,0,0,0,0,0.962181481560846
"284",0.71328700361195,0.14151693607123,0.00331959375592289,0,0,0,0,0,0.14102510827926,0.000851358281637565,0.71328700361195
"285",0,0,0,1,0,0,0,0,0,0,1
"286",0.00832781601968976,0.0513902648009211,0,0,0,0.0171119714396042,0.00173950927972359,0,0.921430438460062,0,0.921430438460062
"287",0.124580318532463,0.0997560906602867,0.0319892782163614,0.032207970473949,0,0.554930740026843,0.0160141129637244,0.111691694879423,0,0.0288297942469488,0.554930740026843
"288",1,0,0,0,0,0,0,0,0,0,1
"289",0,0.0319045294369143,0,0.939939909528795,0,0.0226799718069664,0,0.00547558922732406,0,0,0.939939909528795
