,0
0,-0.06453908902713221
1,0.698274366501107
2,0.6097877610288939
3,-0.02214815289643918
4,0.19475775093141573
5,0.6316528998703703
6,0.09262300266454215
7,0.03092158702868965
8,0.2578307875043666
9,0.6492683142601795
10,0.5951374175846026
11,0.8100343430860426
12,
13,0.3486095595733889
14,-0.08437014420097798
15,0.6882792912829223
16,0.5705694703853579
17,-0.007604445302286276
18,-0.06267167363058596
19,0.3449461164774689
20,0.011090062125739819
21,0.728083303715519
22,0.6492881901090667
23,0.3002823206400138
24,0.8708602826980658
25,0.029183471945510804
26,0.28730711739151255
27,0.2356443707985741
28,0.018873586785991044
29,-0.015611695141374076
30,
31,0.6606813168678533
32,-0.029328574237721988
33,0.004788918915566883
34,0.5315044245020889
35,0.633366765314857
36,0.7899516374977636
37,0.8342704783737117
38,-0.009989631237209895
39,0.7922464594643538
40,0.48634946553607655
41,0.30121263672651694
42,0.010790085211881417
43,0.45870989925428257
44,0.13440597194681406
45,0.24306919075242403
46,
47,
48,-0.102154567362768
