,F1-score,Precision,Recall
0.1,0.07212622088655148,0.07373271889400922,0.07058823529411765
0.2,0.032917139614074914,0.044173648134044174,0.026232473993668022
0.3,0.008519701810436634,0.013468013468013467,0.006230529595015576
0.01,0.09947859495060374,0.06715450166728418,0.1917989417989418
0.001,0.10562999459232109,0.0683355360335847,0.23253968253968255
