,F1-score,Precision,Recall
0.1,0.6555459272097055,0.8317757009345794,0.5409367179120487
0.2,0.6536748329621381,0.8550619082301529,0.5290671473636773
0.3,0.6413407821229051,0.7532808398950132,0.5583657587548638
0.01,0.6527375324081135,0.5875892366831411,0.7341337907375644
0.001,0.6340715977155592,0.5337711069418386,0.7807890222984563
