,0,1,2,3,4
262,0.15816735,0.46090263,0.20120619,0.1644473,0.015276548
263,0.19690113,0.40174618,0.25337008,0.124535054,0.023447586
264,0.2987918,0.4181709,0.20770083,0.0719533,0.0033831429
265,0.16411702,0.43713483,0.2988558,0.090813704,0.009078601
266,0.024126684,0.5152104,0.33111784,0.10249096,0.027054157
267,0.07156193,0.42684147,0.37913334,0.096024126,0.026439155
268,0.07794789,0.43004912,0.3766427,0.05217255,0.06318775
269,0.05050222,0.48382187,0.36145008,0.09134475,0.012881024
270,0.07027761,0.49816677,0.27560857,0.14940631,0.0065407264
271,0.123933405,0.33030948,0.28049332,0.16380529,0.1014585
272,0.1359849,0.20227458,0.36730367,0.2612009,0.033235982
273,0.18839104,0.121687055,0.30151242,0.33059612,0.057813346
274,0.3544004,0.14324445,0.2292889,0.22898957,0.044076677
275,0.4112883,0.11603802,0.30896732,0.12815759,0.035548806
276,0.48974267,0.01702753,0.36836112,0.07403889,0.050829872
277,0.4651182,0.042875387,0.41797858,0.060925763,0.013102067
278,0.49390855,0.08163484,0.3887793,0.035674505,2.741112e-06
279,0.42059794,0.015347792,0.5071011,0.042972736,0.013980452
280,0.14978674,0.26945564,0.4931174,0.035779215,0.051861037
281,0.059750687,0.3129686,0.49594635,0.048523866,0.08281048
282,0.077863865,0.41398486,0.46706608,0.027136937,0.01394819
283,0.04290502,0.35729277,0.5219965,0.07769391,0.000111664056
284,0.014633594,0.44896686,0.51605964,0.015100956,0.0052388874
285,7.556249e-09,0.40034914,0.5514504,0.036611985,0.011588428
286,0.023656402,0.3725167,0.5579659,0.04565218,0.00020889837
287,7.1933477e-09,0.36457485,0.55167174,0.044829234,0.038924128
288,3.3938132e-08,0.37544504,0.57636255,0.04796477,0.00022751214
289,6.9440254e-09,0.4238419,0.56201386,0.0057062805,0.008437897
290,0.036983088,0.34455344,0.5889804,0.029433677,4.9407798e-05
291,2.8760969e-08,0.4682101,0.5306783,1.4069508e-08,0.0011115774
292,7.567091e-09,0.43710026,0.545975,0.016792526,0.00013215422
293,6.803973e-09,0.42876095,0.5543655,0.010860087,0.006013475
294,7.4353608e-09,0.4601475,0.51751775,0.022101339,0.0002334674
295,0.012618354,0.4146543,0.51984364,0.051364012,0.0015196147
296,6.6852245e-08,0.3881184,0.52665377,0.013637284,0.07159054
297,7.138094e-09,0.3621996,0.5063894,0.059606828,0.0718042
298,1.01089e-07,0.4390237,0.443205,0.03465274,0.08311847
299,0.018203508,0.4931583,0.356088,0.062081054,0.070469074
300,0.13314144,0.5105963,0.22241099,0.07553201,0.058319256
301,0.18658997,0.50117594,0.21864778,0.081114866,0.01247135
302,0.26892048,0.50207555,0.16134669,0.058477994,0.009179293
303,0.3930242,0.29695103,0.14713977,0.16284811,3.686153e-05
304,0.26205117,0.48743394,0.13527422,0.091764815,0.023475828
305,0.23655553,0.53445065,0.16576844,0.06319859,2.6786227e-05
306,0.23188381,0.40236482,0.30598444,0.059760943,5.994284e-06
307,0.14838958,0.4191219,0.3301327,0.1023219,3.406233e-05
308,0.066071324,0.52508724,0.3363455,0.05315863,0.019337386
309,0.06894605,0.51431805,0.2449577,0.13423136,0.037546773
310,0.07025631,0.4022472,0.29548964,0.21150143,0.020505426
311,0.0747104,0.400338,0.28168473,0.19825397,0.045012973
312,0.09287267,0.33970448,0.2632517,0.24756832,0.056602806
313,0.14733528,0.09110575,0.37660366,0.3436734,0.04128192
314,0.2430353,0.04328027,0.31321648,0.3230967,0.07737128
315,0.3754033,0.11747978,0.22952625,0.19084556,0.086745024
316,0.532621,0.08349319,0.26524323,0.066543,0.052099627
317,0.4504717,0.041634683,0.34826428,0.09006454,0.06956483
318,0.4953095,1.1773303e-05,0.4521373,0.017051907,0.035489514
319,0.47273874,0.0026641248,0.46195033,0.029183311,0.03346354
320,0.20604098,0.3458088,0.32832262,0.08482571,0.035001945
321,0.103998594,0.3323468,0.5072556,0.036798783,0.019600123
322,0.07534109,0.32982004,0.52532023,0.06948271,3.6021982e-05
323,0.022138355,0.33452958,0.5445173,0.098686144,0.0001286289
324,0.012572816,0.3337434,0.55465436,0.0712859,0.027743531
325,0.029093498,0.35545212,0.57095855,0.044178598,0.0003172385
326,6.9417063e-09,0.40515748,0.55736786,0.036954913,0.00051961606
327,4.8716664e-08,0.40420392,0.5757409,0.019958364,9.673823e-05
328,7.820996e-09,0.37171134,0.5754749,0.045011308,0.007802422
329,2.1811568e-08,0.36757958,0.57711643,0.05523085,7.308421e-05
330,0.0168787,0.378159,0.59042823,0.01450905,2.5009087e-05
331,7.32694e-09,0.41656572,0.5622451,0.021064965,0.00012425608
332,7.570538e-09,0.41305366,0.5651884,0.021521874,0.0002361429
333,6.507882e-08,0.4058872,0.5653748,0.02779147,0.00094649615
334,3.3056412e-07,0.3534267,0.58906657,0.019874088,0.037632313
335,6.7902004e-09,0.48627514,0.50758,0.003435751,0.002709108
336,1.2362207e-07,0.4118227,0.5046386,0.011990757,0.07154782
337,0.00011832224,0.35332692,0.5011114,0.035709094,0.109734274
338,6.7445844e-09,0.49644086,0.42734885,0.019399045,0.056811303
339,0.026018756,0.49954826,0.39382643,0.034981187,0.045625314
340,0.1294759,0.48092076,0.22857916,0.09502752,0.06599668
341,0.18507211,0.45790696,0.24251977,0.09493642,0.019564709
342,0.41673255,0.34082675,0.12090896,0.073497914,0.048033845
343,0.46867168,0.4049062,0.042745348,0.083661094,1.5677486e-05
344,0.35473642,0.4886373,0.09966827,0.03952655,0.01743148
345,0.28823972,0.5148607,0.14971839,0.03933268,0.007848592
346,0.27459896,0.51399475,0.1599997,0.051400058,6.51377e-06
347,0.20178497,0.5041469,0.2545611,0.039482407,2.4643881e-05
348,0.12834418,0.5138785,0.26026025,0.080314256,0.017202836
349,0.10111894,0.5278877,0.2269923,0.11548097,0.028520163
350,0.103166014,0.5206585,0.1681554,0.20763783,0.000382225
351,0.06458527,0.41904438,0.16525558,0.29238993,0.05872493
352,0.15193123,0.3247459,0.17490858,0.32177982,0.02663454
353,0.13717313,0.2900318,0.1561723,0.39930567,0.017317157
354,0.20863338,0.20505002,0.06875608,0.3939085,0.12365202
355,0.34557492,0.12468824,0.16767628,0.26384443,0.0982161
356,0.4199012,0.084762655,0.26736674,0.13128525,0.0966842
357,0.41174284,0.12946303,0.3750653,0.07280614,0.010922769
358,0.44762707,0.007366899,0.45320302,0.046338838,0.045464143
359,0.4441051,0.028517641,0.4293463,0.031050261,0.06698071
360,0.12680952,0.19375551,0.4066667,0.08275507,0.19001323
361,0.19726868,0.28909546,0.4104751,0.038406536,0.0647542
362,0.02553443,0.31042528,0.5273977,0.080359675,0.05628292
363,0.034883197,0.291992,0.5507952,0.054883264,0.06744626
364,0.022575032,0.32996476,0.5944974,0.036640696,0.0163222
365,2.7819366e-08,0.31619874,0.60049206,0.083238624,7.053475e-05
366,8.12783e-08,0.32509327,0.58518344,0.05747339,0.03224983
367,0.013499996,0.35306886,0.5601852,0.0717162,0.0015297745
368,0.02934094,0.32848686,0.59888864,0.04324283,4.0699644e-05
369,4.2519563e-08,0.40623236,0.57640743,0.017197235,0.00016301582
370,7.783839e-09,0.4045378,0.5930076,0.0023683019,8.623591e-05
371,7.47196e-09,0.41452616,0.5666184,0.005209318,0.013646136
372,7.66435e-09,0.41827428,0.56742615,0.006056427,0.008243049
373,7.3478184e-09,0.42172703,0.5668535,0.011342599,7.692523e-05
374,8.928805e-08,0.3784762,0.5740308,0.02287834,0.024614524
375,6.341181e-09,0.45293635,0.5063566,0.012788502,0.027918516
376,1.2641549e-07,0.4725557,0.51962256,1.4180861e-08,0.0078215785
377,1.748789e-07,0.49370086,0.46843064,0.024546722,0.013321648
378,6.7150445e-09,0.503436,0.34956878,0.010855739,0.13613945
379,0.04869051,0.4963294,0.38981482,0.018825503,0.04633978
380,0.22149071,0.51132524,0.19111969,0.055245336,0.020818995
381,0.28515083,0.49516362,0.1424153,0.044020455,0.03324977
382,0.39386344,0.44538352,0.05915277,0.07516375,0.026436485
383,0.505596,0.4525838,0.018750396,0.02304587,2.3877772e-05
384,0.53773826,0.36499614,0.03012427,0.04989446,0.017246937
385,0.39526263,0.49455455,0.057264116,0.036070332,0.016848307
386,0.32262486,0.53239673,0.057746097,0.06398603,0.023246206
387,0.21995153,0.55052227,0.15295036,0.06974184,0.006833973
388,0.17569067,0.52898943,0.21952806,0.04848958,0.027302224
389,0.1757392,0.54412186,0.07669827,0.16238014,0.04106051
390,0.044019993,0.47074133,0.25321752,0.23183122,0.00018986817
391,0.08086625,0.38322002,0.09640557,0.37375987,0.0657482
392,0.11188174,0.2528568,0.0643378,0.52711105,0.043812636
393,0.14126238,0.15239856,0.08297533,0.45988292,0.16348076
394,0.17661971,0.15061375,0.10954976,0.41698354,0.14623323
395,0.276259,0.09886534,0.17239603,0.29490408,0.15757559
396,0.3497139,0.09199241,0.18191445,0.19969927,0.17667998
397,0.5334071,0.14350648,0.13272831,0.09657127,0.09378689
398,0.57751894,0.00021477613,0.2558024,0.054762945,0.1117009
399,0.4066672,1.1813386e-05,0.33718163,0.13895181,0.11718757
400,0.23952271,0.19103004,0.3239694,0.08270632,0.16277154
401,0.16265635,0.15827177,0.5111436,0.096692346,0.07123585
402,0.09233256,0.16905828,0.54643244,0.12344573,0.068731
403,0.059923943,0.2774475,0.5187845,0.14379254,5.1521765e-05
404,1.4043349e-07,0.32734394,0.5936826,0.0788658,0.00010753823
405,7.755245e-08,0.30717227,0.58398694,0.108566545,0.00027419257
406,0.01363778,0.34963024,0.5582971,0.07808857,0.0003462148
407,8.07594e-09,0.31540316,0.58393466,0.086021945,0.014640258
408,0.014251741,0.27128214,0.5982915,0.068678476,0.0474961
409,0.015375398,0.39712974,0.56158215,0.019388521,0.0065243263
410,0.016298287,0.36877257,0.6052084,0.009651809,6.897446e-05
411,4.043329e-08,0.4110801,0.57236236,0.004885178,0.011672283
412,6.8033787e-09,0.43642628,0.56332916,1.1848889e-08,0.0002445697
413,6.8993753e-09,0.40979013,0.5588898,0.011511457,0.01980865
