,0
0,0.4653568808495908
1,0.4703666247618181
2,0.8125533663901886
3,0.7838840381844993
4,0.32820326280804524
5,0.28401019242778097
6,0.7742287367584405
7,0.4068151694680734
8,0.7066077934592103
9,0.43795677924786347
10,0.3129734324400197
11,0.7099449430660725
12,0.5807617917610209
13,0.3626728132406211
14,0.6806677886375375
15,0.15962177297208735
16,0.2875408068712396
17,0.3893097120029228
18,0.6532755214545081
19,0.28836528928631494
20,0.29748499331514167
21,0.4495394772765474
22,0.30223343641093475
23,0.41283154141890716
24,0.5007909133635444
25,0.3504772382580799
26,0.23382583408434604
27,0.2965769402508533
28,0.30666094952945594
29,0.5489889900677332
30,0.3187246542673472
31,0.8106705358599221
32,0.2669253432214397
33,0.2461333886559889
34,0.7851175560749519
35,0.4095036583777507
36,0.4261227424106719
37,0.3577870516164621
38,0.8281141770606789
39,0.43108187225202554
40,0.19563410688429492
41,0.774847041379629
42,0.27757730655192175
43,0.3095922240508907
44,0.3797139451486591
45,0.6051480465438158
46,0.34229462303349684
47,0.4991413023182088
48,0.7305209963504967
49,0.3942356663369105
50,0.10180392959999482
51,0.385665936507414
52,0.39475336760850477
53,0.5246076437683005
54,0.5255542510257046
55,0.5399939634830977
56,0.5464102984166701
57,0.19526024677862383
58,0.36451110872905484
59,0.5486643068333268
60,0.4962031789437546
61,0.4466596212195563
62,0.7881870200464705
63,
64,0.5185548424483252
65,0.5051184537462392
66,0.265989066711678
67,0.6456430105243045
68,0.5141808303777773
69,0.4508036373379904
70,0.2031987330311927
71,0.4365916691598004
72,0.3738113793645968
73,0.3438004996642558
74,0.3655136513518776
75,0.65772481688307
76,0.5865266012941226
77,0.64908587354885
78,0.5393259498193994
79,0.7758575154261538
80,0.5341403222105334
81,0.4319067092701589
82,0.7341041244303644
83,0.4187202392554759
84,0.5865744546106341
85,0.5284106790869154
86,0.3906910266702335
87,0.7058563058099436
88,0.4284131380672468
89,0.4165324714215643
90,0.6341789163634473
91,0.4331754406707931
92,0.5774325229078513
93,0.6828394756466009
94,0.27359400934606476
95,0.5442546827520544
96,0.5737141056323356
97,0.5872093869749141
98,0.44309092165449193
99,0.4549695140971658
100,0.651965949427133
101,0.4795955931141832
102,0.45762734636944197
103,0.6132382835969348
104,0.5687521365363633
105,0.580381312467579
106,0.37730153044347187
107,0.43748600790100467
108,0.5978519787961474
109,0.47046964109795836
110,0.49663662847021356
111,0.4908181551364204
112,0.24964736862694287
113,0.42972826351236404
114,0.6697513042357368
115,0.36040508607635907
116,0.44617115429779997
117,0.5874949372821923
118,0.45789951210721747
119,0.4417886580049798
120,0.9136562265089184
121,0.8423264769214794
122,0.8072600635173622
123,0.023706156391603322
124,0.4896293681134835
125,0.04406160330844089
126,-0.005498574930524202
127,0.3019854210496384
