,F1-score,Precision,Recall
0.1,0.3888307155322862,0.4781115879828326,0.3276470588235294
0.2,0.019572953736654804,0.5945945945945946,0.009950248756218905
0.3,0.0,0.0,0.0
0.01,0.25958335184115844,0.15598142315699567,0.773015873015873
0.001,0.18438903795712866,0.10405253666337745,0.808994708994709
