,endothelial cell,mast cell,pancreatic A cell,pancreatic D cell,pancreatic PP cell,pancreatic acinar cell,pancreatic ductal cell,pancreatic epsilon cell,pancreatic stellate cell,type B pancreatic cell
0,0.0019321898,0.010856005,3.537127e-05,0.29255646,0.22800893,0.29656985,9.456958e-06,2.2310908e-07,4.862028e-07,0.17003109
1,0.00016659254,1.9839824e-06,2.449681e-05,0.3109788,0.23515838,1.9286358e-06,0.32024264,2.9125366e-07,5.1650403e-07,0.13342439
2,0.06094163,1.4888305e-06,0.014829279,0.23102036,0.32935506,0.043048196,0.21760836,2.492896e-07,0.103166856,2.8472516e-05
3,0.0020077755,9.392607e-07,0.18382493,0.14285895,0.21360767,0.20137544,0.06934733,1.6131433e-07,1.820975e-06,0.18697503
4,0.002054945,0.006571541,8.008861e-05,0.26206505,0.35639393,0.03543634,0.011523769,2.9362104e-07,1.446332e-07,0.3258738
5,0.008056609,2.542561e-06,0.29968303,0.26313967,0.27915606,0.12359484,0.01429734,2.2025051e-07,0.012058169,1.1582088e-05
6,3.1666556e-07,9.3898984e-07,0.21348102,0.24465002,0.25652543,4.325852e-07,7.2869983e-07,1.8134511e-07,1.5050301e-07,0.28534076
7,0.0023325274,0.015719175,0.19980346,0.17679593,0.20788392,5.3435383e-07,0.020282961,0.16755648,0.1384972,0.071127824
8,0.036896285,0.03838129,8.902102e-05,0.1945205,0.38326558,2.5381776e-06,0.34673047,2.892068e-07,2.0279278e-05,9.377654e-05
9,1.1994786e-05,1.782247e-05,4.8266982e-05,0.18669836,0.29974976,0.018424353,0.25943044,2.5012568e-07,0.00022437837,0.23539445
10,8.809689e-06,0.017954573,1.6316628e-05,0.22209214,0.25449067,0.19063975,0.3122848,3.060105e-07,0.0024925948,1.9871717e-05
11,0.0035886068,1.8688836e-06,0.00043476027,0.30148482,0.31840375,0.27876034,1.129284e-05,2.5421076e-07,4.9852474e-07,0.097313814
12,0.0006656475,1.2291392e-06,0.2465834,0.2129947,0.27177894,0.024931483,0.012882435,1.7164035e-07,7.990097e-07,0.23016115
13,9.0044494e-05,0.008206723,0.29267555,0.23898427,0.3461598,9.1752247e-07,0.113872685,3.0091985e-07,2.6402583e-07,9.46932e-06
14,0.014593734,0.0025473204,0.00010423455,0.23062629,0.24076745,3.5052383e-06,0.22330365,1.7525011e-07,0.15658328,0.13147032
15,2.4659542e-07,1.5602328e-06,0.34216747,0.33568907,0.32208747,1.1168798e-06,8.198485e-06,3.614499e-07,2.6231746e-07,4.4222066e-05
16,3.462473e-07,1.0878431e-06,0.22621955,0.25210217,0.27213502,5.9559886e-07,0.0025885203,2.0516731e-07,0.0010230854,0.24592943
17,7.887732e-05,0.010491979,1.1757815e-05,0.23218358,0.2492155,0.23920879,0.22979634,3.4314763e-07,2.3828634e-06,0.039010502
18,0.091809176,4.831451e-06,3.8167906e-05,0.2825313,0.2804181,0.15513362,1.5154627e-05,3.4958805e-07,0.009157717,0.18089165
19,0.018685838,1.7722678e-06,0.20534766,0.22121006,0.25704655,0.29565609,2.079734e-06,2.7020974e-07,0.0020418267,8.002314e-06
20,0.00022093752,2.0199818e-06,0.27802125,0.2713421,0.28877965,0.09374726,0.0062989513,1.9891606e-07,2.4253066e-07,0.061587337
21,1.2628765e-06,2.8106115e-06,0.393003,0.099123515,0.35912716,0.012804148,0.13592698,2.8137285e-07,1.5488874e-07,1.084964e-05
22,9.072022e-05,1.3689291e-06,0.13540493,0.12628163,0.26181018,0.07832203,0.23959135,1.768783e-06,0.0015247948,0.1569712
23,2.0652862e-05,0.00069194817,5.2812982e-05,0.21051839,0.36863044,8.316418e-06,0.3587713,2.2232688e-07,1.2427803e-06,0.06130465
24,1.3418397e-06,2.208855e-06,0.26243982,1.1824199e-05,0.4291651,0.17024751,0.13810958,2.8693532e-07,1.178863e-06,2.1185102e-05
25,7.860566e-07,1.5992553e-05,0.43336976,0.13106541,0.01183484,0.42368075,1.505486e-05,3.4390868e-07,7.025067e-06,1.0171961e-05
26,4.8986476e-06,5.255521e-06,8.757338e-06,0.2124014,0.09936141,0.3519948,0.33621714,2.8938604e-07,1.8288038e-06,4.2085067e-06
27,0.07647411,0.027637124,5.8019446e-06,0.23511982,0.22560632,0.22177312,0.10752643,2.9804417e-07,0.06519262,0.040664293
28,0.002424156,5.056658e-06,0.15418784,0.26868984,0.2980942,0.009314187,0.26724026,2.9540183e-07,1.8458145e-06,4.232413e-05
29,0.15649624,0.04120688,0.053042095,0.18288857,0.08075599,0.122100756,0.17063116,2.3235683e-07,5.8937465e-05,0.19281924
30,4.8633956e-05,0.0052008964,0.0014269904,0.22385946,0.20758334,0.23433962,0.20597969,1.8071326e-07,2.825199e-06,0.12155839
31,4.402481e-07,1.6480948e-06,0.21862787,0.24009725,0.33681214,0.08597003,0.019859139,1.7435396e-07,2.8665548e-07,0.09863096
32,0.0004357056,0.02126748,0.1906449,0.24933976,0.27250877,0.008846976,0.25485286,4.894934e-07,0.0020984279,4.610229e-06
33,0.011354106,1.1524902e-06,0.2601852,0.25318876,0.23704483,8.7350577e-07,0.014923222,7.4823515e-07,0.0020722977,0.22122881
34,4.4117263e-07,1.6599276e-06,0.3846151,0.23145758,0.37263662,1.4537766e-06,0.010536131,2.577833e-07,0.0006770896,7.3720425e-05
35,7.9294887e-07,2.077723e-06,0.32520354,0.31062192,0.33202973,8.963972e-07,0.032046385,2.9512594e-07,2.9579937e-07,9.403873e-05
36,0.0009355821,0.017560968,0.34077334,0.18284407,0.16786183,0.0052848235,0.2245633,0.0014034138,0.0011914012,0.057581186
37,0.03483569,0.006685066,0.12309301,0.2678361,0.22941881,0.23736587,0.0029060056,1.9681008e-07,0.0008122848,0.09704696
38,2.300749e-07,8.8991095e-07,0.26331118,0.23630698,0.27338246,4.1269507e-07,9.025079e-07,1.6234303e-07,1.452615e-07,0.22699662
39,3.4676466e-07,1.2568138e-06,0.09888999,0.2534245,0.25077128,0.16950329,2.1016816e-05,1.6167316e-07,1.5425749e-07,0.227388
40,0.07667493,1.5744355e-06,0.3011685,0.23554048,0.30817002,0.07796667,0.00046228006,2.2128582e-07,1.3673395e-06,1.3993772e-05
41,3.547542e-06,3.5176695e-06,7.727519e-05,0.2814506,0.3119917,0.22338298,0.18307754,1.8677208e-07,7.3794575e-07,1.1919366e-05
42,1.8535722e-05,0.008637182,0.00028091524,0.26226437,0.2889895,0.27637354,0.0442237,4.1135777e-07,0.11915866,5.3290587e-05
43,1.9673891e-07,1.0390772e-06,0.26451302,0.24507032,0.2697907,0.0025223622,9.297094e-07,5.0392623e-07,0.0008635741,0.21723741
44,0.0037637886,1.4194604e-06,0.3101063,0.18039407,0.23622948,0.0035725583,1.0876454e-06,2.1707618e-07,2.9340904e-07,0.26593074
45,0.008394355,0.02859225,0.2818704,0.2114975,0.10925558,0.26490557,0.06817105,2.9439218e-07,0.027306993,6.007955e-06
46,0.02413637,0.02362948,3.386077e-05,0.20152332,0.25526047,3.87854e-06,0.26149756,3.087321e-07,0.19656913,0.037345566
47,0.0008236845,0.0017084831,0.26407364,0.23596244,0.24102825,0.025464721,9.146368e-07,2.5227703e-07,0.0011364714,0.22980112
48,0.0015373813,1.7662125e-05,0.1478537,0.2019863,0.24418488,0.23893146,0.16548114,1.7227487e-07,7.113363e-07,6.6900348e-06
49,0.003679386,2.1463609e-06,0.29097548,0.21855177,0.34693778,0.030322297,0.10952209,2.6155988e-07,6.750986e-07,8.024829e-06
50,9.332116e-07,2.2352926e-06,0.17631532,0.1936083,0.24824677,0.21354392,0.10536409,1.762722e-07,0.0007263902,0.062191773
51,0.0032795013,2.0596176e-06,0.1278013,0.26147944,0.27902624,1.1001513e-06,0.22105174,1.9173336e-07,6.6575313e-07,0.10735781
52,2.9023226e-07,0.011185096,0.26505595,0.24335092,0.25168115,0.0038288422,2.8809136e-06,1.54684e-07,1.6978065e-07,0.22489452
53,0.01532035,5.547831e-06,0.27494487,0.26335523,0.26952964,0.0056661773,0.0008444577,2.0858369e-07,0.041594412,0.12873903
54,2.774704e-07,1.3998188e-06,0.24930207,0.24008118,0.25580686,6.205954e-07,5.9018953e-07,1.858458e-07,1.4378128e-07,0.25480667
55,1.0831064e-06,0.0005677854,3.5512894e-05,0.30931076,0.30857697,2.3969978e-06,0.2736429,3.4811669e-07,0.0041648927,0.10369732
56,5.5603175e-07,0.0041658273,0.20937671,0.16108121,0.28514537,1.5208298e-06,0.16764377,1.721804e-07,4.2719577e-07,0.17258443
57,0.0011810944,1.2905222e-06,0.16553795,0.1970551,0.29844964,0.09121027,5.207217e-06,1.667733e-07,1.1777404e-06,0.24655806
