,Alveolar_Type_1,Alveolar_Type_2,B_cells,Basal,CD4_T,CD8_T,Ciliated,Club cell,DC,Endothelial,Fibroblast,Macrophage,Mast,Monocytes,Muscle_cells,NK,Plasma,Proliferating_Macrophage,Proliferating_NK_T
0,9.480972e-08,7.844643e-08,5.0529417e-07,1.5686688e-07,4.2619487e-07,1.1566022e-07,8.050601e-08,1.01937175e-07,1.4254109e-05,0.06611524,0.11953349,0.72909397,6.1888734e-08,0.06461993,0.020613268,1.3635669e-07,6.261843e-08,7.764456e-06,1.677274e-07
1,9.1010554e-07,0.47632897,0.001548315,1.42684075e-05,6.847826e-07,2.5023112e-07,0.0007146333,0.009523342,7.159377e-07,8.471787e-08,8.927155e-08,0.45772192,3.6814555e-08,0.045117162,4.74409e-07,0.0023424844,4.7941104e-08,0.006685338,2.7510688e-07
2,2.7873608e-07,0.11042743,0.0072834375,1.6893131e-07,9.717518e-07,0.0054853754,8.989195e-08,0.020796575,0.00472817,0.035857376,2.0123115e-07,0.59293187,8.67636e-08,0.18606128,1.2754148e-07,0.034156147,0.0022678906,1.7624861e-06,7.902738e-07
3,1.72129e-07,1.3908941e-07,0.18235275,1.4696253e-05,0.025388813,2.5706381e-06,1.5988881e-07,0.008998977,2.0830132e-07,0.67167944,0.08671605,1.3775022e-07,1.3501801e-07,2.2408538e-07,0.013782214,2.970405e-07,0.011062621,1.4398039e-07,2.5045117e-07
4,0.055951726,4.381942e-07,0.0021797083,0.5571166,1.359823e-06,1.7649621e-07,0.015326445,0.14998183,1.9393549e-07,0.15093671,0.006580975,8.5384144e-08,0.06192271,1.6491964e-07,2.1478276e-07,1.181672e-07,9.5454176e-08,9.026457e-08,2.7879304e-07
5,2.8587834e-07,2.5682078e-07,1.1101332e-06,3.142005e-07,0.34833524,8.7174675e-07,3.2048857e-07,0.0034324282,0.0076469844,0.64057523,4.772589e-07,3.3004164e-07,2.2852583e-07,1.5545014e-06,6.0805655e-07,4.801611e-07,1.9544397e-07,2.6632802e-07,2.835021e-06
6,1.4685233e-07,2.0976357e-07,8.225807e-06,1.2075371e-07,6.317397e-07,4.0165687e-06,7.717393e-08,0.3724233,0.017762553,0.23382139,1.5506194e-07,0.30626246,0.00021424213,5.1227056e-07,0.0011092278,0.058602195,5.442779e-08,0.009789747,7.18308e-07
7,1.8051065e-07,1.2238552e-07,1.7975096e-06,2.6145756e-07,9.0883583e-07,2.3277521e-07,2.0507613e-07,2.2921621e-07,1.0362112e-06,0.4868008,3.1692207e-07,0.5115702,1.06501645e-07,2.4701747e-05,0.0015955678,3.6730185e-07,1.0568996e-07,2.2774198e-06,4.3239586e-07
8,1.023642e-07,1.10785955e-07,2.2288084e-07,1.2117901e-07,3.6287415e-07,3.5545267e-07,7.882516e-08,0.0012838604,8.974844e-07,2.0089287e-07,3.3364634e-07,0.8440363,7.184551e-08,0.04129397,0.07119842,0.020519514,6.755606e-08,0.02166458,4.1779757e-07
9,9.138809e-07,0.061486594,6.706394e-07,0.05343584,0.05600953,3.6331942e-06,3.3286221e-07,0.5790303,4.7532768e-07,3.030131e-07,3.0035872e-07,2.5876766e-06,1.3762012e-07,2.2954313e-05,3.5110115e-06,0.2397019,1.3989909e-07,0.010299038,8.7624244e-07
10,7.4779854e-07,0.6905667,4.2934503e-06,5.2513906e-07,0.019174408,4.3759516e-07,1.6553327e-07,0.011191241,0.025923377,1.8261063e-07,2.6090996e-07,0.18689275,8.417959e-08,0.066240676,1.4258826e-07,3.3642735e-07,1.1180126e-07,3.5296684e-06,2.6238843e-07
11,3.0627675e-07,2.2199968e-07,5.9478305e-07,2.4252e-07,0.10821717,0.22108066,1.1977582e-07,0.0051220525,0.005682016,0.6554832,2.076417e-06,1.8910653e-07,1.504494e-07,0.0044011786,2.5273666e-06,1.8091442e-06,1.7052126e-07,1.7780206e-07,5.1258826e-06
12,7.751305e-07,0.6349224,0.0010950374,5.6193044e-06,9.248476e-06,2.4384227e-07,1.7383036e-07,0.012720849,0.001833662,0.344961,5.6330606e-07,1.12653964e-07,9.007583e-08,2.9833595e-07,0.0033139507,1.5071852e-07,0.001135555,9.8876285e-08,2.2947016e-07
13,2.5251525e-06,4.268819e-07,0.018449945,3.186552e-07,0.006877739,4.0981502e-07,2.3551306e-07,0.0062477025,7.26746e-07,0.26850867,0.06330584,2.4534128e-07,0.1901972,0.44640625,4.8974584e-07,4.085522e-07,1.0285325e-07,2.0385822e-07,5.575765e-07
14,2.7955863e-07,1.6145671e-07,3.5793957e-07,0.0055789887,1.9572155e-07,8.219598e-08,5.297374e-08,0.01025582,1.4550163e-06,0.0482206,1.1794942e-07,0.86289674,5.2283486e-08,3.0509148e-06,2.0017211e-07,9.751989e-08,5.0051998e-08,0.07304152,1.1690425e-07
15,9.051636e-08,8.811205e-08,0.0015070093,1.0277532e-07,1.2134034e-06,1.5538913e-07,7.3185845e-08,0.006367557,7.494334e-07,0.24346185,3.4985138e-07,0.7475091,7.831696e-08,1.201038e-06,4.257445e-07,1.1653541e-07,0.0011462979,3.3912302e-06,1.9849838e-07
16,2.9348774e-07,2.6927415e-07,7.688424e-07,3.4893083e-07,3.8202487e-07,4.6839295e-07,1.561825e-07,0.0064757806,2.7838777e-07,0.9864724,7.7819385e-07,2.844345e-07,1.8609258e-07,2.6085883e-07,1.165954e-06,2.6534403e-07,0.0070451894,2.5243315e-07,3.3680203e-07
17,3.614791e-07,0.4602808,0.07254173,0.0037647604,2.563545e-07,1.13625866e-07,1.2285727e-07,0.00631506,6.0238194e-06,8.709383e-08,2.3534443e-07,0.3587748,5.637341e-08,5.308606e-07,0.0013124357,9.859808e-08,0.0044748783,0.092527375,1.8755928e-07
18,0.10301269,3.2518605e-07,0.00082829036,0.65238816,0.030907882,0.020567529,0.0042909295,0.044717588,1.9806824e-07,0.13233633,5.0044343e-07,8.54532e-08,2.749288e-07,7.261761e-07,4.717297e-07,2.2567029e-07,8.719007e-08,9.690538e-08,0.010947582
19,8.691611e-07,0.4001616,3.9732694e-07,5.231603e-07,2.6292895e-07,2.3524751e-07,1.6667791e-06,0.0024111394,7.3772014e-07,0.25229612,2.2645712e-07,0.3451177,5.2562807e-08,7.15667e-07,1.8021905e-07,1.2991005e-07,1.2196571e-07,7.0949254e-06,2.0022722e-07
20,3.8836586e-07,0.004627535,6.843816e-07,2.3998814e-07,0.019851968,3.251621e-06,0.0013352039,1.7824016e-07,2.3674902e-06,0.16550022,3.6511312e-07,0.55234027,1.6433667e-07,4.110445e-06,4.7864927e-07,0.25632322,1.6891671e-07,7.1649442e-06,1.9436861e-06
21,1.1572978e-06,0.5601016,6.3645325e-06,8.287184e-07,0.059456173,0.0102498,0.0026693593,0.026633436,4.576836e-07,0.33947277,0.0014059626,1.1981173e-07,1.15414934e-07,3.0165828e-07,9.910977e-07,2.1057643e-07,9.484105e-08,1.0828737e-07,2.1243557e-07
22,0.28198484,0.5706125,0.001578399,2.0486673e-06,0.028294845,8.125318e-07,2.6116328e-07,0.0134428665,3.3229605e-06,9.3226464e-07,0.0017573795,1.4039465e-07,6.2884425e-08,0.09234706,0.00996162,1.2342036e-05,6.1966084e-08,1.112771e-07,3.9970618e-07
23,0.0016860461,3.5863337e-07,1.3987654e-06,1.5924002e-07,0.015426299,5.154691e-07,8.236813e-08,0.0072112936,0.019316198,0.114086166,2.7241228e-07,0.7112683,1.1654322e-07,0.092561476,1.2734954e-07,0.007189836,8.37187e-08,2.6465138e-06,0.031248586
24,7.237673e-08,7.355141e-08,2.25894e-07,8.445099e-08,3.4908695e-07,0.0050089383,4.727843e-08,0.0009607508,2.7840692e-06,7.6763854e-08,9.865709e-08,0.92160726,4.6513367e-08,4.387778e-07,1.7992956e-07,0.045130517,0.00062209787,0.026664108,1.8791328e-06
25,0.16430157,0.5412214,0.027193192,4.3597483e-06,0.026372237,2.2676109e-07,1.4469059e-07,0.020707073,5.1411496e-07,0.14087091,3.0155863e-07,0.037115697,0.005378082,0.025705202,0.0074748606,1.8348878e-07,7.4311046e-08,0.0036537778,2.587922e-07
26,1.5629702e-06,0.68747675,3.210935e-05,0.00030057877,0.0068914373,0.091338135,8.4425416e-08,0.053935483,5.3036973e-07,0.16002105,2.4381663e-07,1.327178e-07,1.4293079e-07,5.994996e-07,2.3906045e-07,5.329017e-07,7.180391e-08,1.1387864e-07,2.4099307e-07
27,0.015458271,0.58352685,1.2891653e-06,2.05238e-06,0.088112496,3.193778e-07,0.17792325,2.2168057e-07,1.7209549e-06,1.2029089e-05,1.622455e-07,3.9434585e-07,0.13363963,3.6168765e-07,1.9016146e-07,1.4960922e-07,0.0013197392,3.051341e-07,4.4281256e-07
28,2.2145711e-07,3.1154306e-07,5.37129e-06,2.5676792e-07,1.2523165e-06,2.6130036e-07,2.541056e-07,0.025416452,2.3695982e-06,0.37493786,3.389409e-07,2.1122017e-07,0.5996324,7.497633e-07,6.150525e-07,1.9478756e-07,1.1963554e-07,1.9081558e-07,5.3229456e-07
29,1.7275852e-07,2.2772025e-07,2.683686e-06,1.2702768e-07,0.0032436538,8.0893403e-07,0.00065807253,0.0024834098,0.3671725,2.542984e-07,1.8770336e-07,4.259329e-07,0.16579416,0.35508248,1.3964008e-07,0.102684155,1.0067143e-07,2.458248e-07,0.0028762228
30,1.528688e-06,2.9994496e-06,4.2566822e-07,0.0022222323,8.8586677e-07,1.683176e-07,2.2392904e-07,2.9810158e-07,5.943401e-06,0.087250724,1.7872152e-07,0.5898955,0.18896794,0.11694244,2.7963029e-07,1.3969758e-07,7.9753384e-08,0.014707595,2.686785e-07
31,1.4960894e-07,1.297843e-07,0.055689476,0.00079942617,2.2952682e-07,0.004252042,7.6792745e-08,0.001512057,5.553547e-07,4.612332e-07,0.0049651666,0.09942103,6.946163e-08,5.494131e-07,0.7664523,1.6079551e-07,0.0071376185,0.05976839,1.3001087e-07
32,3.1350944e-06,0.56639886,0.0069522294,4.226705e-06,9.542099e-06,0.13087854,2.4191374e-07,3.160306e-07,2.0298332e-06,0.29569262,6.5162646e-07,2.3589926e-05,2.8763753e-07,2.4734225e-05,5.9762897e-07,2.7630244e-06,2.0658622e-07,4.6229798e-06,7.033339e-07
33,4.4986538e-07,1.8982517e-07,6.0674637e-07,0.0053825183,4.168111e-07,5.1617644e-07,2.0823391e-07,0.0022930952,1.6455863e-06,0.18006045,4.5650842e-07,0.5983983,0.0010534194,1.163074e-06,3.412469e-07,0.18280461,1.16467255e-07,0.029999949,1.5692843e-06
34,8.258309e-07,6.945107e-07,8.986439e-06,7.2758263e-07,0.08095375,0.11447002,4.1140092e-07,3.2766997e-07,1.085101e-05,0.5075678,6.696828e-07,8.1520784e-07,5.8462183e-07,9.782126e-07,4.860641e-07,0.24366093,2.6467166e-07,8.2959144e-07,0.05332003
35,9.3614126e-08,1.0583258e-07,4.7620847e-07,1.1007657e-07,0.01983786,1.3278537e-07,1.1167329e-07,8.754237e-08,2.4617084e-06,0.17571476,1.2504124e-07,0.7518634,6.228032e-08,6.654754e-07,1.1348609e-07,1.02526585e-07,5.1726605e-08,0.05257904,2.3227712e-07
36,1.6911767e-07,1.16520056e-07,4.1758383e-07,1.9773292e-07,1.4177061e-06,4.4665657e-07,8.988297e-08,0.0032056477,0.004788931,0.080404066,1.839643e-07,0.842074,0.052254852,0.015719743,1.2975771e-07,4.0699285e-07,0.001546467,2.0445657e-06,7.3403794e-07
37,1.4030859e-07,1.0360792e-07,3.3970096e-07,1.3886888e-07,0.0045350776,0.044565763,0.00013492003,1.2679966e-07,8.10268e-07,1.5978087e-07,0.0031163415,0.7476811,0.00015807137,8.6404435e-07,0.18721683,2.389708e-06,7.075617e-08,3.558485e-05,0.012551166
38,6.8533114e-07,2.8131592e-07,2.2681064e-05,4.2401768e-07,0.14996538,8.7927925e-05,0.0025131975,0.00067903555,1.6446193e-05,0.24337074,6.205526e-07,3.8356876e-07,1.6364721e-07,0.57791066,2.9529397e-07,0.025427978,1.8871238e-07,2.8847253e-07,2.575734e-06
39,1.5266916e-07,1.1455852e-07,4.907309e-07,1.6892902e-07,0.037044592,7.5317314e-07,7.8983774e-08,8.998284e-08,8.286302e-07,2.677998e-07,7.974051e-07,0.5171674,8.2464545e-08,0.22565395,0.2183423,6.923359e-07,1.2559873e-07,0.0017867668,4.2339525e-07
40,4.794145e-07,7.589056e-07,0.0080161635,5.366787e-07,0.14416146,2.7873546e-06,0.0051496793,0.020149583,0.008366808,0.6618397,4.645998e-07,3.5290068e-07,3.4690078e-07,9.695185e-07,8.609701e-06,0.15229927,2.3806773e-07,4.0372473e-07,1.4513543e-06
41,8.3144346e-07,0.44084373,2.7966306e-07,0.08669845,1.7619814e-07,9.316422e-08,7.90344e-08,0.01701313,1.9060157e-06,1.3580764e-06,2.071372e-07,0.45477685,0.00028222983,0.00037813024,1.14643775e-07,9.493967e-08,5.0256283e-08,2.150973e-06,1.34548e-07
42,7.1009464e-07,3.5625752e-07,0.0031582878,0.00010249601,6.795751e-07,8.150644e-07,0.7004654,2.0087971e-07,3.6169766e-07,0.10321476,3.9588878e-07,3.4887017e-07,1.3927452e-07,5.579882e-07,1.8254154e-07,0.19304864,2.4836297e-07,4.1295866e-07,5.022072e-06
43,0.005925761,0.29229558,1.2704237e-06,0.013566969,0.0033767247,1.5750247e-07,2.3327448e-07,0.019854847,3.750257e-07,0.0019300363,0.14305843,0.15634476,8.5380776e-08,0.28226417,0.019328916,1.3628633e-07,7.497298e-08,0.062051255,1.9503689e-07
44,0.2814907,2.3116479e-07,0.0024421257,0.05287478,4.969333e-07,4.9536425e-07,5.2056384e-07,0.014166797,0.03162324,0.0054007466,3.0405178e-07,0.48878497,0.014228565,7.3070044e-07,4.228985e-06,0.10897464,1.105871e-07,5.7427737e-06,5.753526e-07
45,7.6700935e-08,1.18835395e-07,1.4413127e-06,7.8807915e-08,1.4743445e-06,4.958549e-07,7.123025e-08,2.3774383e-07,0.04418066,7.1959384e-08,9.770624e-08,0.8701806,4.3534538e-08,0.005284207,6.656014e-08,0.05935638,5.7179797e-08,0.020993482,3.045051e-07
46,0.20236173,2.2449177e-07,1.1819075e-06,0.013524563,0.04224968,3.3347933e-07,0.0073545957,0.00013869435,2.8752488e-06,9.351245e-06,8.0134765e-07,0.30913818,0.1951636,0.23005049,1.4706965e-06,2.3028161e-07,1.2693602e-07,1.5952055e-06,3.4502483e-07
47,5.2999826e-07,1.6637303e-07,0.0032656377,0.00718998,0.09003569,0.046158843,1.7147396e-07,1.7530795e-07,3.043285e-07,0.10889786,0.71454513,2.2292508e-07,1.982834e-07,3.3984773e-07,0.02290684,0.006994301,1.7679668e-07,2.1961384e-07,3.1997063e-06
48,3.2214078e-07,1.6178444e-07,3.8910088e-07,0.0070077707,0.006010324,0.011127229,3.0245056e-07,7.4935775e-07,7.829878e-07,0.19846912,0.5291018,0.15321526,1.5824546e-07,0.09505996,4.4561293e-07,4.8107506e-07,1.1235258e-07,4.2003303e-06,3.9821106e-07
49,2.5812744e-07,1.9199024e-07,3.1402536e-07,6.3091005e-07,6.0426044e-07,2.141828e-06,3.2048135e-07,6.561075e-07,8.5250696e-07,4.508653e-07,2.3352507e-07,0.6848213,1.4676972e-07,0.12601866,6.938333e-06,0.1891418,1.4654901e-07,3.6135234e-06,7.843372e-07
50,5.163707e-07,1.657327e-07,0.0032352703,4.903952e-06,9.478403e-05,2.8069513e-07,0.52375484,1.1410602e-07,0.1488127,9.06681e-07,1.7232861e-06,0.20941828,0.039815336,0.019444436,5.652956e-07,0.014201062,6.479621e-08,0.04121367,4.1877374e-07
51,0.014179503,0.67909306,0.008574576,0.020412952,5.1953174e-07,1.4116713e-07,2.1406385e-07,0.027887113,9.73733e-07,0.12271903,8.1321906e-07,0.044288583,7.7600085e-08,0.081561096,0.0012805758,1.07629674e-07,5.6886982e-08,4.256824e-07,1.2382493e-07
52,2.0784407e-07,0.06424063,1.2013342e-07,1.0467302e-07,1.3620414e-07,3.018749e-07,0.17556085,0.23130082,4.9644797e-08,7.600618e-08,6.890804e-08,3.909067e-08,0.0003714511,5.0205376e-08,0.0023009712,7.843441e-08,0.5262213,5.1711996e-08,2.6647763e-06
53,1.6134605e-07,1.3391579e-07,1.5388416e-06,3.8031126e-07,0.05796682,0.0002445121,8.466995e-08,0.0028871233,1.1448818e-06,3.1055902e-07,1.6279458e-07,0.9262921,8.314013e-08,0.011755578,0.00084745884,2.4666838e-07,1.0019851e-07,1.783698e-06,2.8307534e-07
54,0.038853,8.330804e-07,3.7455405e-07,0.00712239,5.0229727e-07,1.9632907e-07,0.00055917597,0.030831734,7.5453136e-07,1.4115211e-07,1.7174726e-07,0.6934907,0.00082598167,0.1782231,2.759815e-07,1.4783966e-07,7.795208e-08,0.050089996,3.9025025e-07
55,1.9643218e-07,2.2773945e-07,1.7726956e-06,3.7984066e-07,3.5990655e-07,2.9818142e-07,7.3450295e-08,1.15703635e-07,0.0010021303,0.1708325,2.4300525e-07,0.77410495,8.956375e-08,3.3040815e-06,4.330379e-06,0.052877434,0.0011579997,8.683898e-06,4.864203e-06
56,5.3601264e-07,3.3197088e-07,9.250793e-07,0.011553731,0.003304808,3.7592355e-07,2.3008005e-07,0.0089895055,0.0065155616,0.24483824,0.7001931,1.5574157e-06,2.959905e-07,1.6607832e-05,0.024582718,3.1995893e-07,1.7948729e-07,5.4622234e-07,4.850844e-07
57,1.1031988e-07,1.0077414e-07,2.7434982e-07,1.359701e-07,1.5135836e-07,9.0142606e-08,5.2536446e-08,1.00280985e-07,0.17289822,0.20460168,2.7600336e-07,0.61591274,6.76273e-08,0.0065835,2.0425237e-07,1.7487339e-07,7.262264e-08,1.9497822e-06,1.366982e-07
58,2.4386694e-07,1.9616216e-07,5.212836e-07,3.4049523e-07,0.28311536,4.0780174e-06,0.0020219616,0.012245063,3.5619527e-07,0.22309692,0.22712852,5.943055e-07,0.00077069306,7.7539136e-07,0.24769181,8.39956e-07,0.0039200415,6.698766e-07,1.1219292e-06
59,2.8644655e-07,3.8671644e-07,4.4607427e-07,3.2882508e-07,9.564831e-06,0.005874644,1.490839e-07,0.006974848,2.996053e-07,0.17499737,5.4666947e-07,2.1302215e-07,0.54943156,4.2720998e-07,7.77465e-07,0.26194945,1.4802153e-07,2.9464547e-07,0.00075819495
60,2.5370744e-06,0.1217233,0.015076061,0.0057618367,0.05866269,0.071683444,0.0007018284,0.0018395836,0.37772423,4.510726e-07,3.100453e-07,0.08012212,1.2196972e-07,0.016304767,1.6086345e-07,0.17195521,0.0030913223,0.0074953428,0.06785459
61,4.2504104e-07,1.6266308e-07,0.0049013156,0.0032175332,2.8447007e-06,1.5887412e-07,9.8758804e-08,0.0047611645,2.7288695e-06,0.116956964,0.082883194,0.6758388,6.8770625e-08,0.11121495,3.9685085e-07,1.14461116e-07,6.1199366e-08,0.00021872766,1.9336635e-07
62,1.7431e-07,3.627277e-07,3.5811135e-07,7.465457e-08,2.414757e-07,1.1337727e-07,3.641245e-08,4.0327527e-06,0.023666423,4.4516113e-08,1.15159935e-07,0.67452866,3.4967993e-08,0.0004447927,1.8359961e-07,8.786579e-08,4.333793e-08,0.30135414,1.3031045e-07
63,1.5148108e-06,0.23332863,1.8278781e-06,4.6720658e-07,0.01034935,2.7802577e-07,1.8771658e-07,0.007933111,0.005047757,0.52285856,4.2712153e-07,0.087512955,2.0965648e-07,0.10385959,6.085974e-07,3.1210524e-07,1.6575687e-07,0.029103292,7.8147445e-07
64,6.749605e-08,6.9191884e-08,3.2406342e-07,7.439852e-08,0.0054905624,0.02234949,7.80881e-08,4.8445912e-08,6.648564e-06,2.1338074e-07,8.465628e-08,0.9721435,6.643252e-08,1.9678282e-06,1.06349965e-07,1.6752862e-06,6.416891e-08,4.1751537e-06,8.25959e-07
65,8.846512e-08,1.0453395e-07,2.545691e-07,1.04032125e-07,2.5122162e-07,1.1114756e-07,5.143268e-08,1.053251e-07,1.5984732e-06,0.23845881,1.8250664e-07,0.7228168,0.0025265843,1.1829198e-06,0.0020056127,1.0619431e-07,6.109165e-08,0.0341877,3.0263783e-07
66,0.019447861,0.008412371,3.5468285e-05,0.031960823,0.028376948,2.784016e-07,2.1962795e-07,0.5335084,0.118947625,0.24277996,1.2224936e-06,4.4922695e-07,2.991565e-07,0.008988012,0.0026452749,1.0652655e-06,0.0048855445,5.783377e-07,7.738656e-06
67,1.03313546e-07,9.778516e-07,2.6743174e-07,9.533557e-08,1.4386151e-07,9.137452e-08,5.5928542e-08,0.002950734,0.17510267,9.476152e-08,1.500506e-07,0.7919141,6.167524e-05,0.029955816,2.96323e-07,9.940925e-08,5.1794515e-08,1.2382484e-05,1.458769e-07
68,5.205863e-08,5.1014595e-08,2.2799658e-07,4.6786145e-08,4.9459015e-07,0.011597744,4.6705726e-08,1.04941115e-07,3.2139e-07,0.014856542,7.223914e-08,0.28325468,3.950638e-08,1.5710449e-06,5.5377654e-08,6.7348634e-07,0.6902866,5.9798015e-07,1.2523536e-07
69,4.9903923e-07,6.66374e-07,6.1489754e-07,3.5180938e-07,0.21932656,4.2920736e-05,3.8293794e-07,0.018124728,5.2892835e-07,5.1155223e-07,4.2225483e-07,6.180152e-07,3.56062e-07,8.093712e-07,4.8657006e-07,0.7624938,4.181988e-07,7.3709293e-07,4.578944e-06
70,0.18288605,2.078456e-07,9.484643e-07,0.012394834,8.0105247e-07,2.9636294e-07,1.1691868e-07,1.5389261e-07,5.5790883e-06,0.007854914,3.754468e-07,0.62187284,0.13825111,0.03325563,0.0034629342,1.204566e-06,1.2510377e-07,1.0762555e-05,9.855078e-07
71,5.5218294e-07,0.57960707,0.048052914,5.2349435e-07,2.1539068e-07,1.2840101e-07,8.1000195e-08,0.012304876,1.3753383e-06,0.08434822,4.2735172e-07,0.27567932,6.600589e-08,8.1775374e-07,1.6827164e-07,1.14454586e-07,6.856834e-08,2.8333773e-06,1.673666e-07
72,1.5174149e-07,1.389678e-07,2.6752343e-07,2.0348824e-07,1.299209e-06,9.011158e-07,1.343137e-07,0.010328814,4.0747162e-07,0.8527535,4.7862443e-07,1.2891806e-07,2.2348716e-07,6.1058654e-07,0.0035271607,0.13338482,8.78642e-08,1.2634092e-07,5.4060524e-07
73,0.77947897,3.1629222e-07,7.088579e-07,0.023335986,0.10871593,0.03702607,1.6956194e-07,1.9513288e-07,2.633491e-07,7.9597686e-07,5.233045e-07,1.5011877e-07,1.7723292e-07,4.1639683e-07,5.114543e-07,0.051436946,1.4752764e-07,1.6558936e-07,1.488534e-06
74,6.027136e-07,0.5226245,9.077282e-07,4.0863824e-07,0.032181855,3.2984983e-07,1.5837398e-07,0.005733371,6.820381e-07,0.23944402,3.7236921e-07,0.0898646,2.3003831e-07,7.72961e-07,3.8030782e-07,2.4657294e-07,0.0029878714,0.10715835,2.8636867e-07
75,1.9102764e-07,1.12483136e-07,1.89987e-06,1.6525708e-07,0.08246689,0.039360005,1.2202555e-07,0.0031789604,3.4664495e-06,0.41269588,6.243971e-07,2.397741e-07,1.0325452e-07,0.39747658,1.2150716e-06,0.056875274,0.004085636,1.8755809e-07,0.0038525285
76,0.0030738702,0.0021286807,1.0063887e-06,2.0755292e-07,1.3377307e-06,1.8769173e-07,8.29788e-08,2.8854168e-07,0.014441914,0.13066565,2.1597339e-07,0.71557534,0.026344141,0.104078904,0.0036843389,1.4982795e-07,9.430826e-08,3.405119e-06,2.3234213e-07
77,7.662399e-08,1.231886e-07,5.7082855e-07,8.9319094e-08,3.8506866e-07,9.2456304e-08,1.06487306e-07,0.0010529332,1.0428323e-05,0.17514008,1.7212763e-07,0.7683468,5.3663932e-08,0.0054339706,1.3975851e-07,9.7348114e-08,4.5716686e-08,0.050013818,1.1305843e-07
78,0.0036392258,0.004825122,1.9451103e-07,2.0391278e-07,2.028946e-07,8.84649e-08,4.9447987e-08,4.4039302e-07,4.698094e-06,0.044685584,1.4494701e-07,0.20721076,4.3283798e-08,0.013717623,2.3753303e-07,7.68268e-08,5.4284833e-08,0.72591025,4.985575e-06
79,0.0036137584,1.8076575e-07,3.731537e-07,3.3365927e-07,0.0025141425,0.06303328,1.2750982e-07,1.3010722e-07,4.841225e-07,3.3301524e-07,0.38545167,2.7503654e-07,1.204741e-07,0.002713776,0.52179223,0.020637704,1.5759521e-07,2.6496213e-07,0.00024068623
80,0.41558796,1.6371708e-07,2.6464951e-07,0.013927842,2.5505582e-07,1.3048883e-07,1.2657694e-07,0.0036360316,2.2085501e-07,0.20279303,4.4322906e-07,1.15363264e-07,1.0358482e-07,2.1358089e-07,0.3640528,1.4968387e-07,6.527554e-08,1.0246836e-07,1.3423623e-07
81,0.007988177,3.4576095e-07,1.3626515e-05,0.23804288,9.376089e-06,2.2442386e-07,0.0010761569,0.014459851,0.054145932,0.24451794,4.777729e-07,0.33375907,1.0903662e-07,0.08125773,1.3111462e-06,1.6973102e-07,7.708164e-08,0.024725582,9.777233e-07
82,1.4130999e-06,0.434708,3.772447e-07,5.3386896e-07,0.0015723726,3.0293884e-07,0.0062432555,0.032111634,1.9740796e-06,0.063341655,3.226645e-07,0.45300928,0.004145351,0.004860343,8.5787485e-07,2.577284e-07,8.945808e-08,1.4965898e-06,4.3004644e-07
83,7.359155e-07,0.44322503,6.577114e-07,0.0035846087,0.008726418,2.865366e-07,1.13539464e-07,0.049117204,5.3456876e-07,0.080411784,2.3591775e-07,0.3764304,9.611103e-08,0.03700267,0.0014968105,2.047329e-07,8.9895494e-08,1.752727e-06,3.253871e-07
84,3.3373217e-05,0.2685653,5.2739824e-07,2.4933894e-07,0.061342992,3.5306532e-06,8.12571e-08,0.2845043,0.0023715834,0.027425952,0.090400964,0.17006497,0.0005137017,0.01221309,0.056106914,0.026449185,5.7949705e-08,1.1888517e-06,1.97521e-06
85,2.5719996e-07,2.7601612e-07,3.1621454e-07,1.5455173e-07,1.5437982e-07,9.390321e-08,9.825899e-08,0.004795043,6.965299e-06,0.05568791,1.7265336e-07,1.3825623e-06,0.13562728,9.152135e-06,1.3034287e-07,8.30707e-08,5.5473738e-08,0.7385796,0.06529092
86,0.021931848,1.15260434e-07,2.1516034e-07,0.07362734,2.7208242e-07,2.5422486e-07,2.6288515e-07,0.68330145,5.034088e-07,2.4071986e-07,1.5847428e-07,0.21877584,3.6245083e-08,1.2350534e-06,0.0023587884,7.53745e-08,3.604956e-08,1.190481e-06,1.6041218e-07
87,8.9967716e-07,0.6870461,5.571325e-06,3.7294774e-07,6.610004e-07,5.7000716e-07,9.045754e-08,0.0034343435,5.485101e-06,2.3310616e-07,1.605836e-07,0.22692801,9.540025e-08,9.060271e-07,1.6562275e-07,0.08257077,6.79254e-08,1.0323603e-06,4.363497e-06
88,0.09730949,0.16828218,8.7194115e-07,0.0039216937,4.0296064e-07,1.5051361e-07,1.6154802e-07,0.08588453,3.3173994e-06,2.5364827e-07,7.1583127e-06,0.13820201,0.19147289,0.080165714,0.23474738,1.4388971e-07,7.833807e-08,1.2960182e-06,1.800424e-07
89,2.344212e-07,0.23709218,1.6903913e-07,3.4455388e-07,0.0044744927,1.3758246e-07,2.3193375e-07,1.8034464e-06,8.956725e-07,8.275509e-08,1.5812309e-07,0.7576234,4.848438e-08,4.292305e-07,6.2107524e-08,1.1180537e-07,0.0008020395,2.9392015e-06,2.1438383e-07
90,3.4338004e-07,3.0071274e-07,1.05345325e-05,5.689601e-07,0.14200939,0.037427403,2.0854493e-07,0.009106693,2.6959144e-06,0.8025652,6.0968165e-07,2.8865975e-07,2.1132497e-07,5.4019944e-07,0.0039729327,0.0046366234,1.8830714e-07,3.1677493e-07,0.000264917
