,Connecting Tubule,Distal Convoluted Tubule,Endothelial Cell,Intercalated Cells Type A,Intercalated Cells Type B,Leukocyte,Mesangial Cells,Principal Cells,Proximal Tubule,Thick Ascending Limb
154,0.19517216,1.0084488e-05,4.3417394e-06,0.42683145,7.763102e-06,2.5270833e-06,1.25454835e-05,4.8108536e-06,0.24479607,0.13315824
155,0.057016674,0.050373036,0.31694123,0.3130811,0.016671104,1.381112e-05,0.033911552,0.052666064,0.027395947,0.1319296
156,5.614592e-06,0.14394099,0.050078914,0.021845913,0.026469987,0.009256454,0.006646421,0.29932928,0.013867242,0.4285592
157,0.39706308,4.3450295e-06,0.2651929,0.11026142,1.1693213e-06,0.020931961,0.060914453,2.1081116e-05,0.07880698,0.06680267
158,5.669072e-06,0.033358827,0.040511034,0.15663993,0.055707768,0.013228684,0.040522486,0.5124122,0.14710133,0.000512049
159,0.24949042,6.42511e-05,0.14592624,0.012951704,0.05888281,0.039306536,0.022455653,0.20884997,0.1665266,0.09554587
160,0.055706143,4.9484142e-06,0.19125758,0.03606962,0.038522296,0.03931537,0.04984093,0.5808927,0.00838848,1.958698e-06
161,3.6105384e-06,0.0006168217,0.020520872,1.8729477e-06,2.4342723e-06,1.9881268e-06,0.04166399,1.5725536e-06,0.3437659,0.5934209
162,0.06708721,0.41770527,0.036305536,0.14085548,0.024799274,0.010674997,0.021566125,2.3470284e-06,0.2809994,4.3272807e-06
163,5.263613e-06,2.3357522e-06,0.14928956,1.472859e-06,0.059266385,6.375901e-06,8.7871604e-07,0.49984494,0.24703872,0.044544123
164,0.15160193,3.5623968e-06,0.05577964,5.819129e-06,0.064297795,0.0026352159,0.021148348,0.22504902,0.008244325,0.47123435
165,2.6259759e-05,0.040225264,4.135836e-07,0.11984349,0.07608781,0.04300614,6.584364e-07,0.3047778,0.36745492,0.048577305
166,0.41449335,0.044046268,1.0071205e-06,1.6751868e-06,2.7887047e-06,0.01886072,0.07197056,0.08790939,0.36271203,2.2349645e-06
167,1.21315525e-05,0.18196748,0.22848246,0.030262258,0.06141032,0.07252689,1.985031e-06,0.03731702,1.4394843e-06,0.388018
168,0.21569604,0.055203382,0.020546835,1.4656844e-06,1.8085469e-06,0.102551684,4.660649e-06,1.7641007e-05,0.60597366,2.8956476e-06
169,0.21356791,0.11054666,0.026004795,0.048522796,2.2761851e-06,0.0076104803,2.2615775e-06,0.13362582,0.06179338,0.3983236
170,2.7300796e-06,0.1134723,0.026493032,6.140761e-07,7.2909165e-07,3.1726182e-07,0.022133509,0.14798097,0.039042436,0.6508733
171,3.6997105e-06,0.041838195,0.010083566,0.22376163,0.10004551,0.017681401,0.01953908,0.31040123,0.18851113,0.08813453
172,0.078140214,2.9948074e-05,0.013587032,0.021225762,0.021556435,0.020174952,0.00019395117,1.1596841e-06,0.16006607,0.68502456
173,0.25830668,0.07232311,6.380236e-07,0.15478192,0.21090691,1.120082e-06,0.009038395,0.009441591,0.285199,7.0277395e-07
174,0.23217341,5.4833592e-05,4.406758e-06,0.28609276,0.14170323,0.046648867,4.4563603e-06,0.24437277,0.04838685,0.00055845076
175,0.15717533,2.104671e-05,0.061205965,1.3726434e-06,0.08006493,0.0363967,9.830934e-07,0.36152968,0.30360287,1.0752294e-06
176,0.09063944,0.08812524,1.3919301e-05,1.8660518e-05,0.027622009,1.4467079e-06,0.02387055,2.2567972e-06,0.43829808,0.3314084
177,0.24410556,2.8582464e-05,0.0102288,0.046098553,0.028710281,0.004692092,9.10883e-07,0.47253644,0.15858392,0.03501486
178,8.853237e-06,0.5076242,0.3811003,6.2931113e-06,8.546201e-06,1.3610766e-06,0.00057572295,0.0001614699,0.080891706,0.02962141
179,0.10177743,0.09994174,0.20555699,0.1600366,0.055194505,1.7518452e-06,0.025982633,0.1344106,0.18362774,0.03347
180,1.8787974e-05,1.2611545e-06,7.1408715e-07,3.0377714e-05,0.02898066,0.006510762,0.02895041,0.794856,9.4836645e-07,0.14065006
181,0.09262023,0.17087851,0.014437246,0.15170424,0.010317609,3.6823207e-07,0.022097379,3.2257703e-06,0.25588676,0.28205442
182,0.5045181,0.0016552155,0.15987307,3.2658493e-06,0.11597571,1.1223782e-06,0.004101288,0.2002668,0.0136044575,1.0050342e-06
183,0.016243283,0.014057067,0.5594752,1.0731105e-06,1.1135357e-06,2.0231985e-06,0.14811021,0.25823897,0.0038668986,4.038852e-06
184,0.1647036,5.3408808e-06,0.015808867,0.08087297,0.12538458,4.0152125e-07,0.024607273,0.466706,0.12191023,7.944151e-07
185,5.8722762e-06,2.2411648e-05,0.18271229,0.10609884,2.0134719e-06,0.07798627,3.1329341e-06,0.29048166,0.049614705,0.29307276
186,4.3407963e-05,1.5668377e-06,0.046708718,1.1393475e-06,0.06326029,0.08252594,0.029500373,0.37481987,0.34467736,0.0584613
187,0.08847452,2.5274408e-06,1.37662655e-05,0.10338493,0.033698834,0.020659562,0.0366141,0.50492144,0.19355798,0.018672379
188,0.15708731,0.21598026,0.024778042,3.2948188e-05,1.2404723e-06,6.089706e-07,2.2912861e-06,0.025382046,0.053034887,0.52370036
189,5.0366666e-06,2.0585544e-06,0.41539097,0.04121213,2.653015e-06,0.016138282,5.021751e-06,0.02288478,0.5043574,1.6462194e-06
190,0.22014861,1.1748886e-06,0.011730555,0.051247552,0.047538992,0.006780096,0.014022691,0.45738158,0.17836161,0.01278718
191,2.7199767e-06,1.3436389e-06,0.11958657,0.24663836,0.0901708,6.2714946e-07,0.09198586,0.05776307,0.3938491,1.5846072e-06
