,Connecting Tubule,Distal Convoluted Tubule,Endothelial Cell,Intercalated Cells Type A,Intercalated Cells Type B,Leukocyte,Mesangial Cells,Principal Cells,Proximal Tubule,Thick Ascending Limb
192,0.07159527,0.022288736,0.016985537,0.14043792,0.14519691,0.023868488,1.0874243e-06,0.3612407,0.030088404,0.18829697
193,0.12293046,0.11140614,0.21172781,0.26087824,0.02059986,0.020993274,0.030643152,0.14184913,2.1192104e-06,0.07896978
194,0.3878603,1.7194011e-06,0.01487037,0.037302863,0.117653035,0.11048253,0.091410644,0.007287146,0.19761159,0.035519917
195,0.17880039,0.0065657767,0.076564685,0.053857025,0.40418294,0.013124024,9.330151e-07,0.20250343,0.06429015,0.00011079726
196,1.4105993e-05,8.683385e-06,0.03693647,0.5278969,0.08202084,5.679825e-07,5.4341976e-06,0.33822262,6.8535275e-07,0.014893606
197,0.15357113,1.8878673e-05,0.036646586,9.785466e-07,0.031714983,0.02687176,0.04904928,0.34368488,0.35843253,8.94721e-06
198,0.32088217,2.374996e-06,0.008122738,0.18696468,0.07169834,0.034306366,0.013149112,0.27633813,0.05702678,0.031509355
199,0.33165225,0.08598403,1.5905716e-05,0.02839372,0.056089018,1.7914642e-06,0.086915165,4.3459886e-06,0.155244,0.2556997
200,4.5554566e-06,0.13578257,1.4321297e-06,1.5621964e-06,3.294312e-06,2.412329e-06,1.1970267e-06,1.6698937e-06,0.4471713,0.41703004
201,0.06404518,0.14026059,0.19943735,0.30964926,0.11878785,6.841012e-07,0.024294835,0.03289045,0.11058995,4.384432e-05
202,0.005407468,1.1289445e-05,5.842134e-07,3.7394339e-06,0.10544306,4.7612843e-07,1.154158e-06,1.6760574e-06,0.16308123,0.7260493
203,0.048776686,0.035233214,0.13096973,0.43956965,9.0269605e-06,1.7455255e-05,0.03609821,0.025148517,0.11979489,0.16438246
204,0.24025765,1.3095752e-06,0.05007556,0.11922629,0.018101338,0.064858705,0.050862737,2.9310843e-06,0.13158672,0.32502675
205,0.11692435,1.425689e-06,0.020700749,0.05431151,3.1708376e-05,0.021033173,0.20265007,0.44683066,0.11430772,0.023208516
206,0.07442612,0.04796299,1.0642054e-06,7.036948e-05,0.02739471,0.031190967,1.8009621e-06,2.2338668e-06,0.37987414,0.4390756
207,7.341064e-05,0.059933737,0.0335713,0.25565663,0.07050193,1.6151135e-06,5.9194696e-07,0.4542127,2.3849643e-06,0.12604569
208,0.19933453,2.2578085e-06,0.09694734,0.16614902,0.041177653,1.039738e-05,7.260435e-07,0.2961515,0.091264054,0.10896249
209,4.2257916e-06,7.1669974e-06,0.02962351,0.122688904,4.5335437e-05,8.1310884e-07,1.0879223e-06,0.23866805,9.280197e-06,0.6089516
210,0.21227865,5.4420652e-06,0.06883037,0.12972596,0.07502058,7.53195e-07,0.04397049,0.2130128,0.18660328,0.07055162
211,0.07562454,0.04196485,0.14803886,1.3609043e-06,0.030348163,0.024674837,9.277081e-06,4.758022e-06,0.25401512,0.42531827
212,0.074267104,0.035021987,2.5315301e-05,0.17395952,0.08920665,4.344575e-06,0.016263796,0.10510522,0.34789574,0.15825023
213,0.23458587,1.9292309e-05,0.05687965,0.20654894,2.6243663e-06,0.0008759268,0.04259301,0.069144726,0.21553157,0.17381845
214,5.157267e-05,1.94075e-06,7.6264123e-06,0.36861393,1.1708323e-05,2.6947764e-06,0.011852496,0.15460499,0.41633663,0.048516456
215,0.057064638,0.2001205,0.07201124,0.04887698,1.4804968e-06,0.031419802,0.05539231,0.50115925,0.008812164,0.02514167
216,5.375132e-06,2.4275469e-06,2.7272728e-07,0.08048491,0.094560556,0.032101452,0.025401298,0.5708351,0.11180411,0.084804475
217,0.182323,0.014830762,0.031171296,0.4714763,0.021641333,1.0151759e-05,5.3756054e-07,0.095540546,0.16914698,0.013859018
218,0.19623506,0.0363874,0.26221114,2.8837887e-06,1.6036867e-06,0.022971263,0.019954845,0.11916368,0.14270507,0.20036714
219,0.013950152,0.009367961,0.01623926,0.10689492,4.757717e-06,0.012589127,0.03153957,0.054342587,0.1390453,0.6160264
220,0.2588167,1.8699915e-06,0.010682419,1.7021285e-06,2.6776866e-05,0.020645577,0.017169178,0.24070671,0.3684799,0.08346914
221,2.438623e-06,0.105092876,0.07918738,0.0038465522,2.595951e-06,4.1719164e-07,0.031326354,3.0009244e-06,0.7805368,1.664329e-06
222,0.09849032,7.825779e-07,0.014921238,0.3933896,0.039886642,0.034511536,0.004871088,0.4117408,0.002186164,1.8481311e-06
223,0.11207708,0.18813983,0.20745482,2.8671132e-06,0.045378752,3.235855e-06,0.00278671,0.1411918,0.2497871,0.053177807
224,0.15534778,0.17632633,0.0012693208,0.14942975,0.047142565,0.020630417,0.008494635,0.28027114,0.05635592,0.10473209
225,0.38008073,1.5840048e-06,0.01210366,0.09877768,0.03846101,0.036277045,3.405142e-06,0.1975537,0.091810316,0.1449309
226,3.0266938e-06,0.13822462,0.009295904,9.867014e-06,2.4516512e-06,0.007868882,1.1034148e-06,0.08615938,0.3494082,0.4090265
227,3.976429e-05,0.5959663,0.15843278,0.17293547,1.5816013e-06,0.030269193,7.765559e-06,0.03875968,0.0035848587,2.583614e-06
228,0.15650943,0.082480185,0.09858134,0.1299714,0.0087159155,0.01646028,0.019596275,0.16003813,1.2481335e-06,0.32764584
229,0.11446119,0.1271683,0.07423669,0.43483564,3.638497e-06,0.009979199,0.09285903,0.03921948,0.10723535,1.3896182e-06
230,2.3430584e-05,0.6302762,0.04548167,8.196366e-06,0.11868611,0.035286974,0.103443645,9.218751e-06,1.6504067e-06,0.06678295
231,0.15169363,4.8482907e-06,0.02490293,1.4988369e-06,1.2514786e-06,0.081188835,0.010237626,0.63883066,0.005381985,0.08775682
232,0.5394873,2.9122573e-06,0.016511446,1.8686981e-06,0.045979124,1.6413314e-06,1.2497707e-06,0.24504645,0.017583352,0.13538462
233,0.21200484,1.8215543e-06,0.0156191215,0.04277003,0.06894357,0.029599616,0.016084401,0.29123604,0.25851363,0.0652269
234,0.1235702,0.3600198,1.0162992e-06,0.0075981473,0.10639539,0.017137721,6.7019465e-07,5.232465e-06,0.1324934,0.2527784
235,0.028175011,0.25158966,9.1643983e-07,7.4639354e-07,1.4761204e-06,0.011384063,2.7762462e-06,0.048870947,0.39305875,0.26691568
236,0.20515484,2.7603933e-06,0.18057145,1.7967099e-06,0.14748956,0.004669755,0.045640305,0.024390647,0.39207712,1.8272963e-06
237,0.043820407,1.418641e-06,4.0876037e-07,0.058050025,2.9069913e-06,0.0055896784,0.074638166,0.7109331,4.006144e-07,0.10696349
238,0.06564167,0.14654332,0.027513094,0.18319952,0.06022285,0.059526503,0.047241475,0.05963776,0.12337306,0.22710073
239,0.054591138,0.09448886,0.09247209,0.1991354,0.09824443,7.713204e-07,0.29102546,0.07410428,0.06134226,0.034595273
240,0.25947085,4.3723285e-06,0.11157715,0.101374954,9.113354e-06,1.890327e-06,0.021397728,0.27900243,0.22716013,1.4042672e-06
241,0.34665853,0.4649149,0.00014267692,3.2764895e-06,0.029214196,2.1137864e-06,0.00086834497,1.568717e-06,0.15162386,0.0065704477
242,1.1208591e-05,0.0551295,0.1394249,2.043416e-06,0.07002561,0.04344925,9.031387e-07,0.3508088,0.3411442,3.5284722e-06
243,3.950255e-06,0.3826147,0.0789941,0.16780739,0.04554006,9.3706615e-07,9.55297e-06,0.15788524,0.16481055,0.0023335621
244,7.523759e-06,8.282888e-06,0.053379063,0.32191724,5.8458104e-06,1.2950089e-06,9.951248e-06,0.45308417,0.17158574,8.8813175e-07
245,0.2159106,0.041741014,0.037254382,0.15754825,1.4853459e-06,0.023432532,8.050003e-06,0.14173742,0.3127678,0.069598496
246,0.00015515558,0.16490287,0.30521992,8.3358026e-07,9.066269e-07,0.04122144,1.1763868e-06,0.23651458,0.2519813,1.7303943e-06
247,2.7020027e-05,4.086091e-06,0.15842748,0.16183251,0.053636774,0.07627848,0.09750943,0.15070364,0.29736647,0.0042141746
248,2.9783257e-06,7.4003074e-06,2.2047996e-06,0.0702472,1.6395297e-06,0.009365903,4.6074962e-07,0.42599636,0.3604205,0.1339553
249,0.24670403,1.5729041e-06,0.062400896,0.08704561,0.0051849796,3.298362e-06,0.022992915,0.4165532,0.06168165,0.097431846
250,4.2936313e-06,0.2296831,1.2307559e-06,0.35304597,3.515732e-06,0.041666314,0.06271576,3.5969942e-06,0.07548112,0.23739502
251,0.20244713,0.7106159,8.8064917e-07,0.026056234,1.7189034e-06,8.197837e-07,1.0983556e-06,0.060873944,6.6873037e-07,1.635951e-06
252,0.036663678,0.03956057,0.032845423,0.4367111,0.104918964,4.8451046e-05,0.011408103,0.092197776,0.018656133,0.22698972
253,0.070495084,0.08662319,0.22807729,0.18425636,1.93362e-06,0.045766644,1.1105692e-06,0.31031817,0.074440695,1.949139e-05
254,0.30576316,5.2151872e-06,0.017154383,0.44137213,0.0072403904,0.027547536,1.9478969e-06,0.060279008,0.14063089,5.3516615e-06
255,3.1101167e-06,0.18202509,7.607766e-07,1.3074085e-05,0.05468627,3.899708e-06,0.06159261,0.0093693165,0.18278973,0.5095161
256,0.2506277,1.674887e-05,0.008063778,0.037950765,0.043911595,2.0258688e-06,0.036376372,0.0752131,0.112149864,0.435688
257,0.36250508,0.15223776,0.06828047,0.008817742,0.030326754,0.04616835,0.057982966,0.18786734,0.085594885,0.00021866553
258,0.37640998,0.22944199,1.7819981e-06,3.543497e-06,0.100507766,0.038606495,0.014511335,0.040566426,0.19994836,2.2882666e-06
259,5.3909325e-06,0.09311027,0.03633805,0.031776983,0.030009989,0.019833142,3.3801854e-07,0.78892374,7.659363e-07,1.181372e-06
260,0.17300084,6.6323228e-06,0.09498727,2.5539769e-06,0.04751791,0.00066650147,5.7796304e-05,0.14669111,0.5370668,2.5471081e-06
261,8.6852815e-06,0.735279,1.6612687e-06,1.8024786e-06,4.1482836e-06,7.129023e-07,7.994535e-06,1.3284511e-05,0.057801854,0.20688087
262,1.1970332e-05,0.30266145,0.007550838,0.027976127,0.024488062,6.317868e-07,0.0021616796,0.20208812,0.42540404,0.0076570283
263,2.590319e-06,1.2998387e-06,0.024199901,0.25768754,0.06520452,0.017046804,0.0060274354,0.4785278,0.061736308,0.089565836
264,0.20509765,0.10653923,0.006911692,0.071194775,0.07679504,0.019053336,0.025937129,2.8136603e-05,0.12041335,0.3680296
265,1.6318014e-06,0.1608321,0.14646024,0.121054776,0.058068115,0.053416457,7.8723707e-07,2.201476e-06,0.054243706,0.40592003
266,0.19699474,0.00017355291,0.046487585,0.22596668,0.08623966,0.02967667,1.0648165e-06,0.30160117,0.07666897,0.036189914
267,0.00011076812,0.09254749,0.008661064,2.9276146e-06,0.1279321,1.023807e-06,0.1163759,3.6975063e-05,0.6542889,4.2806016e-05
268,1.2655558e-05,0.06291119,0.012929346,0.08621651,0.037045773,0.032480497,0.016364558,0.14561646,0.019979395,0.58644366
269,3.1482177e-05,1.13119195e-05,2.5993716e-06,5.785896e-06,0.11437902,1.5293756e-06,0.06281984,0.028436068,0.40978482,0.38452753
270,6.8572563e-06,0.25843215,3.2062633e-06,0.033731267,3.2656933e-06,8.524979e-07,0.04823167,1.0909362e-05,0.65957797,1.8170574e-06
271,0.3430511,2.451076e-06,0.059199117,0.32316178,1.0115778e-05,9.214844e-07,0.003383027,4.159429e-06,0.1890975,0.08208976
272,2.6610621e-06,2.0837767e-06,1.023425e-06,0.25103796,0.030935299,0.006304454,0.052981447,0.3554807,0.3032506,3.7337813e-06
273,0.5116403,0.08926608,0.025582079,0.20600021,0.04821834,3.9890355e-07,0.021730345,1.314813e-06,0.07330766,0.024253204
274,1.1431939e-05,2.543115e-06,8.763253e-07,0.20280758,0.059653535,0.014445985,3.6552665e-06,0.40995267,3.853588e-07,0.31312132
275,0.11332599,6.085033e-06,0.1328803,0.18127178,1.7194153e-06,0.028624427,0.023699727,0.4251276,0.034285832,0.060776547
276,0.115073755,3.6909694e-06,0.028124522,0.62690717,0.044300623,0.03271782,0.050627496,1.6661442e-06,0.10220771,3.5517773e-05
277,0.40200442,5.1603874e-06,9.22496e-07,0.028593238,3.0229967e-06,0.024517253,5.831944e-07,0.03912944,7.900791e-07,0.5057452
278,0.079450935,1.2369587e-05,0.039271086,0.0863462,0.029841345,0.009554297,0.20481384,0.3805091,0.17019689,3.9662173e-06
279,0.1220918,0.07042892,0.019201523,3.3090857e-06,0.007868416,0.011454884,0.028548844,0.16695985,0.0909795,0.4824629
280,0.008378436,0.22166462,0.04817206,1.5961067e-06,2.0993618e-06,0.017185964,0.036255397,4.2872794e-06,0.21640605,0.45192954
281,3.313505e-06,1.6264431e-06,0.05795416,0.0438574,0.015215596,1.648017e-06,0.0018353617,0.5944517,0.26913995,0.017539153
282,1.4730709e-05,0.14790204,0.0027207562,0.1583572,0.0039600413,0.10446339,0.051618073,0.32641095,0.17193112,0.03262168
283,0.00025073998,0.096531495,0.01690799,2.1916278e-06,2.026381e-06,0.057817437,0.14136718,0.021245841,0.5952471,0.070628
284,0.07151562,0.08775822,0.28128105,1.8327695e-06,2.9410724e-06,0.01673451,0.12260437,0.25745273,0.01234293,0.15030573
285,5.591231e-06,0.07113459,0.051542483,0.04204012,1.1445437e-05,0.005347454,8.388399e-07,3.0382942e-06,0.829909,5.474296e-06
286,0.2619371,1.8448311e-06,0.050490253,0.118759006,0.02629051,0.0044147163,0.20345643,0.33464885,4.865332e-07,8.0525587e-07
287,8.246344e-05,1.1068324e-06,0.1282346,0.26285985,1.8624686e-06,0.05189785,0.025137655,0.42573282,0.106051154,5.971847e-07
288,0.15104608,1.677642e-06,0.30589253,0.11645504,3.0220003e-06,0.020041563,0.094421685,0.30944246,0.0026947497,1.2056844e-06
289,0.014556383,9.275899e-06,0.027677324,0.053323865,0.0409266,4.272063e-06,0.030088047,0.37617826,0.45723438,1.611213e-06
290,5.8565365e-06,0.0961198,0.05169218,0.18915808,2.5513198e-06,2.8874983e-06,1.1927705e-05,0.5590719,0.013160768,0.09077407
291,0.24155916,3.5230203e-06,0.18427533,0.03932305,1.7862847e-06,1.3478052e-06,1.7385473e-06,0.28334734,0.25148436,2.4209355e-06
292,0.41239393,3.4182372e-05,0.044060506,2.9382272e-06,1.9925324e-06,2.2581073e-06,0.08478339,0.07644145,0.11909701,0.26318234
293,0.11692542,8.527639e-06,0.398257,0.11179739,3.035561e-06,0.016091555,1.0707859e-05,0.016348086,0.34055746,8.761722e-07
294,2.4042956e-05,0.1234539,1.8028518e-06,0.017120173,0.036687545,0.028842796,0.07326785,0.17255628,0.50825727,0.039788347
295,0.27482897,0.2776642,0.0018818962,3.1745035e-06,0.0005359567,0.027747901,0.020192856,0.2919199,0.10522343,1.7413118e-06
296,2.6617994e-05,0.17978655,1.9098104e-06,0.11380362,8.181379e-05,0.008095494,3.657127e-06,0.36626092,0.0006625627,0.33127683
297,6.128246e-06,2.1025608e-05,0.04505437,0.23941235,0.04795758,0.014927211,4.4240986e-07,0.35239854,0.02718755,0.2730348
298,8.187916e-06,1.9550678e-05,0.031377595,1.753055e-06,0.054054182,8.7356915e-07,9.1409396e-07,0.07297667,0.3609893,0.48057094
299,0.30043092,2.7763688e-06,0.15593879,0.052366402,0.008358619,0.010672067,3.0760536e-06,0.35761335,0.114612706,1.2400716e-06
300,0.22109368,0.38470933,0.038681705,0.24327217,9.528367e-06,0.010016673,0.0026097,0.018923685,0.08068222,1.2388253e-06
301,0.05349474,0.23789622,0.03543171,0.046054736,2.4287372e-05,9.568042e-07,0.029729879,5.4449283e-06,0.091988295,0.5053737
302,0.124168366,9.27966e-07,0.006874112,0.40968457,4.9249884e-06,0.030611295,0.018504884,0.37179163,0.036184046,0.0021752026
303,0.52045137,1.4537101e-06,0.0363937,0.047501866,2.7774893e-06,0.010012912,1.1114813e-06,0.35505813,0.030573815,2.899901e-06
304,0.44184533,9.7536395e-06,9.893066e-06,0.10589737,0.05481504,0.03129447,3.7312461e-06,8.701022e-05,0.36603564,1.8118934e-06
305,0.2813814,1.2904038e-05,0.11030577,0.09894922,9.658921e-07,0.031812593,0.034474257,0.0745228,0.011577286,0.35696283
306,2.945523e-06,0.04176789,0.032245044,0.27774265,0.011712389,0.04961095,0.13620844,0.3388486,0.1118596,1.4360012e-06
307,2.374743e-06,1.6774185e-06,0.056285765,0.27490398,0.09343407,0.045606244,0.023146028,0.13546436,0.37115428,1.2047681e-06
308,5.072682e-06,0.04857905,0.005181168,0.21787292,4.7696312e-06,0.036334824,2.9144107e-06,1.7990709e-06,0.33028066,0.36173683
309,1.3698159e-05,0.047883675,0.057608467,0.3620136,0.13112004,0.02642804,0.06404303,2.0020893e-06,0.3108842,3.212154e-06
310,2.3365399e-06,1.3345523e-06,0.031699967,0.34857118,4.45442e-06,0.0037461547,3.6677505e-07,0.21073622,0.19815646,0.20708157
311,3.3605393e-05,6.07647e-06,2.4720812e-06,1.7577888e-05,0.15172903,0.04469086,0.017675512,0.037573796,0.62682545,0.12144559
312,0.12244385,0.18049233,7.267889e-07,0.4027112,0.027836544,5.3065077e-07,1.0372818e-06,1.5537036e-05,0.18352067,0.082977645
313,0.22059782,3.5716188e-05,0.031291965,0.28931534,0.12166729,0.033289667,7.645537e-07,4.142832e-06,0.2051832,0.09861406
314,0.04941227,1.4286323e-05,0.033558913,1.0206555e-06,0.045231104,3.748228e-07,0.07898682,1.2793938e-06,0.21994357,0.5728504
315,0.11937016,0.07565595,0.0309432,0.08483356,1.7097678e-06,0.010510763,0.010716819,0.36630014,0.122376986,0.17929077
316,0.0003253324,0.064199366,5.7236844e-07,0.12483055,1.3329976e-06,0.022378782,6.2296124e-07,0.25729144,0.21929656,0.31167546
317,0.35667428,0.09216818,0.30586857,2.3258784e-05,0.017558834,0.06395473,1.2933348e-06,0.11384332,0.049906325,1.2312629e-06
318,3.0237834e-06,1.7587159e-06,0.1129485,0.046721827,4.327318e-06,1.8387217e-06,4.8063254e-07,0.30016983,2.875123e-07,0.54014814
319,0.27803516,3.941934e-06,0.03970339,0.03665375,3.178772e-05,0.014548692,0.017559428,0.55173117,0.061718497,1.4219872e-05
320,6.534875e-05,2.864305e-06,0.22889616,0.108545475,2.4025528e-06,0.035034347,0.022813171,0.36117512,0.24346367,1.4603258e-06
321,9.396666e-06,0.003291447,2.4525998e-06,0.20544313,0.26541877,0.018404072,0.03142649,0.3876717,0.08832105,1.1503033e-05
322,0.10714706,1.4641809e-06,0.006485018,0.24458684,0.01074567,0.034671623,0.13793321,0.17561738,0.18479972,0.098012015
323,0.014918411,1.7972432e-06,0.062691405,0.13304943,0.032200284,0.012223454,0.014981361,0.5438221,0.1318826,0.05422914
324,1.7088495e-06,0.16803095,6.1121254e-06,0.0075608133,0.39207566,6.690201e-07,0.034398545,7.843764e-07,0.1282566,0.26966816
325,0.15827213,0.06454326,0.09343514,0.07988902,0.15259025,0.031348277,0.029591007,0.11666505,0.04742226,0.22624354
326,0.093833596,0.049509596,0.36356243,0.15992354,0.011112403,0.021538537,0.13032517,0.073979326,0.096214145,1.1374301e-06
327,0.04185502,0.4424631,0.01097181,4.886329e-06,0.048181295,7.630109e-07,0.061174612,0.064913906,0.24934763,0.08108698
328,8.034061e-06,1.5944079e-06,0.0013955301,0.049652513,0.046074923,0.016599705,0.021787934,0.42272726,0.021230146,0.42052242
329,0.15042731,0.101432614,0.22254524,0.10683882,0.083452106,2.458357e-06,0.041335054,1.008825e-05,0.016676411,0.27727985
330,0.0275733,0.025569651,0.1163193,5.89074e-06,0.09593006,0.02277992,0.043866824,0.1630791,0.004752845,0.5001231
331,0.13512197,2.249306e-06,0.21192539,0.32494837,1.0789697e-05,4.419967e-05,0.057043076,0.16109532,0.055171464,0.05463724
332,0.2465116,0.028186448,0.16663262,0.047779646,0.04844417,0.015479898,0.07431181,0.20318238,0.008700127,0.16077131
333,0.2300205,0.041416742,0.038688604,0.06559938,0.04620637,3.5475825e-06,1.47663495e-05,0.38364866,0.03592412,0.15847723
334,0.16086291,2.3440568e-06,0.15089978,0.04044897,0.058329515,0.0033786916,0.12809582,0.3344038,0.090933666,0.032644544
335,0.17144574,0.00013590447,0.3665439,0.049665947,5.466303e-07,0.054645937,0.054558583,1.8111341e-06,0.24569064,0.057310965
336,0.2225873,0.51171076,1.7690674e-06,0.0011023574,0.1541429,4.9470214e-07,7.695212e-06,0.09275635,0.017687093,3.2267947e-06
337,0.09191915,5.9035942e-06,0.36248323,0.36721063,2.7744165e-05,0.059312202,0.0065779304,0.0002245431,0.07462873,0.03760994
338,6.8257427e-06,0.1441196,0.018315217,2.4053859e-06,0.037572175,0.005175614,0.038794894,0.5432282,0.121801905,0.09098317
339,0.17694655,1.8741782e-06,0.17838551,0.20492205,0.1632693,0.049232457,0.032654542,0.079723895,0.11486289,9.634279e-07
340,0.02035299,1.5277792e-06,0.068147615,2.8998627e-06,0.05551224,0.027921708,0.09575152,0.31864747,0.4136611,9.633706e-07
341,3.4506163e-06,5.981624e-06,0.15398599,0.07501505,3.1142404e-06,0.01737666,9.386639e-07,0.17821687,0.06829234,0.50709957
342,0.12256989,7.0700594e-06,0.015537136,1.0779419e-06,1.2163772e-06,0.007918702,0.023944527,0.055704392,0.455478,0.31883797
343,0.37480375,1.2258e-05,0.05146008,0.09975436,0.11493468,9.709885e-07,5.4847233e-06,0.2582986,0.10072778,1.925024e-06
344,0.3730358,0.0006651959,0.016556194,0.07454924,3.938738e-06,0.026858803,0.027377462,0.09156567,0.3525101,0.036877524
345,0.10590083,0.0991699,2.409833e-06,0.35024652,0.12434391,0.011214265,0.026216974,2.2214615e-06,0.27479813,0.008104827
346,0.041617498,0.14263214,1.1740489e-06,0.14202668,0.048882138,0.0050860425,8.955341e-07,0.09443549,0.19828497,0.32703298
347,1.4860911e-05,0.12388573,0.050823595,2.5949432e-06,2.5317372e-06,1.1357163e-06,2.543253e-06,1.6303251e-06,0.8252626,2.7975916e-06
348,0.100173496,0.10137603,0.026426163,0.043608896,1.6455263e-06,0.03281149,0.0397928,0.43732002,0.21848775,1.6807716e-06
349,1.277532e-05,4.138575e-06,0.42379382,8.787939e-06,0.064171046,0.021538025,2.9382625e-06,0.38813287,0.041970093,0.060365472
350,0.3658719,1.2365755e-05,0.16649213,2.2976226e-06,1.9814794e-05,0.025627285,0.02552264,5.914536e-06,0.024849983,0.39159563
351,4.975318e-06,0.03466622,0.1641181,0.07661145,0.0833487,4.947176e-06,0.11175178,0.37023413,0.15925692,2.7572141e-06
352,0.22988369,3.5985008e-06,0.04170841,0.043047287,0.07806476,1.7976578e-06,0.00051895675,0.4870506,0.100660324,0.019060485
353,0.14808367,0.15812252,0.062241443,0.08480313,1.0863635e-05,5.0325167e-07,0.039880365,0.41140035,9.2730246e-05,0.09536442
354,0.3512889,1.6396714e-05,0.042115573,0.06943346,0.028380858,0.040311873,0.02623118,1.3037694e-05,0.442189,1.9762807e-05
355,1.889277e-05,3.5663425e-06,0.0062794695,0.34763026,0.011579789,0.0050341007,0.036854636,0.45450717,0.091843046,0.046249133
356,0.18129048,0.09579329,0.1000292,0.056384064,1.5419853e-06,0.016518015,1.0647165e-05,0.44191942,0.040507432,0.06754593
357,2.563909e-06,0.1792595,0.077930555,6.398542e-07,0.02656247,8.6912206e-07,7.663499e-06,8.990598e-07,0.43850502,0.27772978
358,6.954988e-06,3.8914848e-05,0.22214128,3.929066e-06,1.5230527e-06,7.7079073e-07,0.14844367,3.4896068e-06,0.30775344,0.321606
359,3.6531463e-05,0.51969695,0.05189277,0.042767804,0.061702266,0.01683283,0.04041663,0.15176362,0.114888564,1.9973654e-06
360,1.2793943e-05,0.032951586,2.4465423e-06,0.5394665,0.00010873013,0.08894222,2.7734636e-06,1.5376455e-06,0.31572208,0.022789361
361,3.8795965e-06,0.02722994,0.32176584,0.18162416,1.1749154e-06,0.02737808,0.032089386,0.32194453,3.945761e-07,0.08796262
362,6.734342e-05,0.039339647,9.768723e-07,0.030213302,0.09413491,0.06551122,0.081339166,0.43929031,0.25010085,2.2261513e-06
363,1.5646914e-05,0.1251018,0.013682466,0.1783458,0.055787835,9.625465e-06,8.417998e-07,0.12005839,0.12814146,0.37885618
364,0.2495967,0.21683343,0.07428825,0.28332633,0.009756551,5.239692e-07,0.017420933,1.5281631e-06,0.14877348,2.3206073e-06
365,3.53662e-06,0.10601517,0.33153197,0.08302319,0.013551237,1.9318138e-06,3.7158136e-06,0.46586552,2.7537733e-06,9.413129e-07
366,0.21074712,2.1636477e-06,0.0696874,0.05358599,8.032065e-06,7.923596e-07,2.097103e-06,0.25712416,0.18000734,0.22883491
367,0.15391906,0.109709844,0.049704503,0.118779816,0.10466142,4.8081354e-05,0.040637914,6.25535e-06,0.1485403,0.2739928
368,0.12167396,0.033229932,0.16628858,0.03191731,0.06976241,0.016310552,0.036886003,0.38496643,0.1389633,1.474837e-06
369,0.2510138,0.5224917,0.066484556,0.0036374999,0.00794253,0.0060792193,5.853782e-07,0.14234665,2.6635428e-07,3.163787e-06
370,0.06258739,0.044302993,1.2477238e-06,0.4195303,0.075689055,0.040565427,0.03865562,0.26473445,0.0038262608,0.050107334
371,0.0506262,5.065363e-06,0.101234786,2.9644978e-06,0.04437758,0.0065772,0.07311303,0.14607064,0.41671792,0.16127454
372,0.2797294,0.20434235,0.043185864,0.0778938,0.006165874,0.022956945,0.000284086,3.977262e-06,0.22082184,0.14461584
373,0.016572943,0.07931138,8.72742e-07,0.047404993,1.7710177e-05,3.810258e-07,5.5322876e-06,1.2053579e-06,0.100284934,0.75640005
374,0.09131253,4.527714e-06,0.051776245,0.11364182,0.07159358,0.05660753,0.04898009,0.19286379,0.31277958,0.060440205
375,0.5387033,2.1897251e-06,0.008139737,0.07817242,0.07975562,0.025762068,0.013659865,5.5296864e-06,0.1700056,0.0857937
376,1.4260229e-06,0.03720641,0.23353975,6.08252e-07,2.8846348e-06,0.055627327,0.09336503,0.050047144,0.056238186,0.47397125
377,0.22836252,2.4958854e-06,0.016943222,0.055750523,0.0122038005,0.012757374,0.0026961905,0.09544409,1.0046928e-06,0.57583874
378,0.24942356,1.9986752e-05,0.08854039,0.3048988,0.07164655,0.0065216557,0.048880428,0.025317889,0.14165369,0.06309708
379,0.21062723,1.7493317e-06,0.05441452,0.38395473,1.8946884e-06,0.013905199,0.011870952,0.097470626,0.22775236,7.0282357e-07
380,0.14895068,0.5140522,0.016181407,5.152991e-05,2.407627e-06,9.966026e-07,0.02291777,2.2709746e-06,0.29783413,6.5356153e-06
381,2.784448e-06,0.014804025,0.15782888,0.1175809,2.4296726e-06,0.04820338,0.015945436,0.28354457,0.26374954,0.09833805
382,0.11079891,0.4329593,0.20316827,1.8035287e-05,2.438606e-05,2.452647e-05,0.21674718,3.351961e-06,0.036237054,1.9124771e-05
383,2.36702e-06,2.6174994e-06,0.019336846,0.3087097,0.04370707,9.4209196e-07,0.07603958,0.45829305,0.09390662,1.1915699e-06
384,0.060508683,1.8045646e-05,0.09505051,0.22266874,8.4969645e-07,0.015506071,1.886701e-06,0.5230131,0.083222285,9.844313e-06
385,0.3019241,0.016977297,0.13828917,0.32285374,0.0607736,0.035861872,0.018509323,1.7612905e-06,0.10480495,4.118001e-06
386,0.30156505,0.1541954,0.06602451,0.0063095037,3.8707676e-06,3.0987596e-07,5.087838e-07,0.08057318,0.37467915,0.016648557
387,0.13371737,1.8997791e-06,0.06765589,0.44889036,6.504663e-06,0.0281597,0.12185303,0.05065006,0.14906399,1.1064881e-06
388,0.07497328,2.7627475e-06,0.048247933,0.16503239,0.23013614,0.013443734,0.028553655,0.16298632,0.27662277,9.643483e-07
389,0.2517085,1.4238607e-06,9.123638e-06,0.09009285,0.19210334,0.026428716,0.031488158,0.1401134,0.18819451,0.079859965
