,endothelial cell,mast cell,pancreatic A cell,pancreatic D cell,pancreatic PP cell,pancreatic acinar cell,pancreatic ductal cell,pancreatic epsilon cell,pancreatic stellate cell,type B pancreatic cell
67,2.9449543e-09,3.9743444e-09,0.41312745,0.18139853,0.24431095,4.844954e-09,2.721628e-09,0.068981364,2.7590776e-09,0.09218176
68,9.6790934e-08,0.0566602,2.2409658e-08,0.33801162,9.526501e-08,0.17052832,0.36305714,0.071742386,5.1474462e-08,4.504451e-08
69,1.6410816e-08,6.031419e-05,0.42637327,0.22462241,0.004915858,1.2897501e-08,0.3310627,0.012965378,6.0415366e-09,6.985313e-08
70,3.727438e-09,4.526017e-09,0.34049526,0.10014845,0.21138346,4.915278e-09,3.0980627e-09,0.34797275,2.9522507e-09,1.4026779e-07
71,2.367323e-08,0.039168593,0.16403027,1.6076747e-07,0.04445743,0.23650108,0.501036,0.014806383,1.8026878e-08,5.0541708e-08
72,3.0966604e-08,0.034877174,0.028011043,0.013890434,0.011823603,0.43742755,0.4182752,0.022534642,1.666228e-08,0.033160385
73,7.715383e-09,2.0221967e-06,8.625709e-09,0.14646852,2.0908269e-08,0.42752033,0.40831092,0.01769812,4.598719e-09,1.2379681e-08
74,8.62138e-09,1.7617495e-08,0.6985374,2.670483e-06,0.094909966,9.496134e-09,5.6813696e-09,0.034324136,4.59304e-09,0.17222579
75,6.030178e-09,3.30339e-08,0.39485037,5.37577e-07,0.0023310317,0.42722687,0.17128414,0.004306915,5.473737e-09,6.115204e-08
76,1.12311476e-07,0.0033719898,0.2928531,0.10577219,0.265055,1.32495614e-08,0.27402812,0.058834773,3.085699e-08,8.4700136e-05
77,0.077263646,0.06504431,9.188462e-06,0.00037007936,0.0028119043,0.22320828,0.22075199,0.038854286,0.22407919,0.14760716
78,8.371922e-09,0.00081486994,0.26534873,1.0611247e-06,0.2001109,0.36655274,0.086368546,0.036007233,1.0150214e-08,0.04479589
79,5.2054894e-09,0.00023496801,0.20392466,0.19893987,0.20074499,4.976439e-09,3.871578e-09,0.19498819,2.42936e-09,0.20116739
80,1.31386075e-08,0.00037091787,5.1781484e-08,0.3008474,0.06954354,0.30912822,0.008442462,0.054311216,8.875466e-09,0.25735617
81,2.9371308e-09,9.086044e-09,0.016752576,0.3369573,0.27119908,4.5598085e-09,3.045207e-09,0.0401752,3.079681e-09,0.3349158
82,0.0009683364,9.750544e-09,0.41732073,0.01686512,0.38722178,6.4086825e-09,1.2494559e-08,0.112301834,3.4924261e-09,0.065322205
83,2.2205643e-07,1.5387067e-07,0.41925058,5.188263e-07,0.121599995,9.096884e-09,5.3653535e-09,0.04977392,0.39271173,0.016662901
84,9.941432e-09,2.6656994e-07,3.744364e-07,0.18168925,5.235461e-06,0.2833472,0.25819978,0.0041997153,4.3925024e-09,0.27255824
85,0.00090986653,0.025805913,1.1680775e-08,2.3167875e-07,4.9029946e-08,0.41710132,0.4143133,0.00020673958,1.2189446e-08,0.14166257
86,0.050154272,0.14896408,0.18764435,0.08845745,0.018896254,0.06862681,0.3154927,0.11875471,0.0030091724,1.6217398e-07
87,0.01675073,0.05365621,0.014958989,5.447186e-06,0.38038397,2.438028e-07,0.39930335,0.13494067,1.5296061e-08,4.229465e-07
88,3.2816316e-09,5.6108336e-09,0.5501149,0.016326154,2.822033e-07,6.800046e-09,3.8434496e-09,0.0005899049,3.3188488e-09,0.43296874
89,0.005010133,0.10120854,0.08478908,1.8944792e-07,0.0067402194,0.38720328,0.36856332,0.04648503,1.5214181e-07,5.004352e-08
90,2.759153e-09,8.218462e-09,0.23739532,0.21156913,0.23930661,3.8461327e-09,2.4330384e-09,0.15397732,2.3153466e-09,0.15775163
91,4.7016724e-09,1.0044873e-08,0.5745041,0.010091567,0.28411987,6.7460113e-09,3.9668553e-09,0.06543167,6.382149e-09,0.065852836
92,2.555676e-08,0.007491597,0.007308016,0.05910362,0.39674953,1.9692916e-08,0.40338996,0.10345401,2.6401935e-07,0.022503005
93,1.982519e-09,6.4692687e-09,0.20972233,0.21303143,0.20489174,3.231889e-09,2.2347464e-09,0.16104291,1.547986e-09,0.21131155
94,0.0049762097,0.058654822,0.21759525,0.03337606,0.0006080463,0.26884994,0.26368058,0.06482654,2.707343e-06,0.0874298
95,1.2294357e-08,3.249486e-08,0.2096199,0.18819767,0.21142517,6.4532717e-09,0.06510355,0.1076294,3.6856633e-09,0.21802433
96,3.0888798e-09,7.3318343e-09,0.17072968,0.15264904,0.32677713,4.3880477e-09,2.695305e-09,3.9461554e-07,2.7632543e-09,0.34984365
97,1.2160172e-08,2.3709421e-05,4.5628163e-08,0.21607788,2.9052959e-05,2.3842654e-08,0.013333496,2.4672534e-07,8.666393e-09,0.77053547
98,3.929451e-09,7.087032e-09,1.2430981e-05,0.20560691,0.44688177,5.5111555e-09,3.1831289e-09,0.027416483,3.0827205e-09,0.32008243
99,9.685389e-09,5.8635354e-08,0.12672567,0.012754821,2.5123762e-07,0.58230984,0.18015216,0.017668858,5.352188e-09,0.08038841
100,0.09137754,0.18596344,2.675173e-07,4.0032447e-07,0.008394266,0.07882187,0.4785823,0.14982718,0.007032688,9.251134e-08
101,1.6957098e-07,0.0043530776,8.4790415e-08,0.32435307,0.06371202,9.966065e-09,0.27371347,1.2901402e-06,4.177704e-08,0.33386672
102,0.0010877259,4.3998975e-07,0.49007,0.0022097963,0.38332,8.323793e-09,0.056533877,0.018171005,0.0011652441,0.047442056
103,0.40970984,0.04737711,0.119105384,7.5089383e-07,0.3964347,7.633546e-09,7.0686346e-09,0.021875141,4.984236e-07,0.005496575
104,3.230132e-06,0.03662636,0.19562602,0.054762106,0.19455591,0.2039088,0.20460016,0.09865075,2.1361794e-08,0.011266634
105,4.2543505e-08,2.766558e-05,0.07291682,5.8578955e-08,8.486142e-08,0.47577438,0.45127788,3.0739882e-06,7.775759e-09,1.4117443e-08
106,8.057804e-09,1.4683638e-08,0.07156063,0.09122783,0.027875522,0.42684832,0.029254213,0.008263267,3.4913175e-09,0.34497023
107,3.6764025e-08,0.00018390799,0.20274466,0.120535016,0.19511887,1.0529168e-08,0.18305665,0.18829311,6.553525e-09,0.11006769
108,0.00077825953,0.05150815,0.03861758,0.30541897,0.2818124,7.2089184e-09,0.18409474,0.03599714,5.1527214e-09,0.10177278
109,1.1285286e-08,0.00549664,0.26031768,0.10816044,0.07030006,0.35297486,1.1833098e-07,0.013499021,8.168419e-09,0.18925112
110,0.073316514,0.013713895,5.4607924e-08,0.068922915,0.28759983,6.9029396e-09,7.6347595e-09,0.022262188,0.30091742,0.23326708
111,3.2193528e-09,1.1424661e-08,0.32248834,0.314838,0.32090205,3.9101407e-09,2.326939e-09,0.037447523,2.8722789e-09,0.004324119
112,0.06951218,7.767153e-06,0.26452467,3.244118e-07,6.980346e-07,0.2918774,0.042316813,0.053143457,0.27861664,1.1801749e-07
113,4.0509217e-06,3.8481673e-08,8.9536064e-07,2.4338757e-07,2.2014216e-07,1.8729585e-08,0.18989661,0.8100979,1.15013865e-08,2.5617291e-08
114,5.093395e-09,0.00018107142,0.0274826,0.14315195,0.029844692,0.24276294,0.083593346,0.24082142,3.3560994e-09,0.23216194
115,0.0002706504,0.0008098524,0.40004104,0.040459104,0.18060663,1.0760471e-08,0.2929453,0.08485207,1.2149112e-08,1.5414847e-05
116,7.972617e-08,1.5068075e-07,0.45022568,3.1449753e-07,0.0015004926,0.46436667,0.02068998,0.063216604,5.667282e-09,4.6996234e-08
117,2.1858593e-08,0.001556444,0.44018352,0.02850223,1.174956e-06,0.014676855,0.46680146,0.0482782,8.998212e-09,4.6640814e-08
118,2.6627858e-09,1.1725008e-08,0.22617796,0.23420544,0.2315327,3.4902519e-09,2.502687e-09,0.06736908,2.0317503e-09,0.24071485
119,1.9676023e-08,0.009402616,0.14490582,9.8976145e-08,5.593369e-07,0.33841693,0.4828764,0.024397619,1.6220126e-08,2.3279895e-08
120,0.0051843594,0.07598062,0.014205159,0.24925809,4.0921527e-06,0.27834678,0.27077985,0.1062392,5.064411e-08,1.8940685e-06
121,1.0604332e-08,2.6134674e-07,0.25974903,0.084541745,0.24226362,0.26619637,8.2328893e-07,0.103977144,3.582837e-09,0.043270987
122,0.00020942827,1.2635962e-06,0.5064938,0.17836165,0.12811045,1.2985427e-08,0.032156494,0.032095417,7.146205e-09,0.12257149
123,0.21131605,0.048266135,9.991907e-07,0.19991496,7.368777e-06,0.2137626,0.21133699,0.009701265,0.0016022963,0.104091406
124,0.005356145,0.13251045,0.22046962,0.0022270817,0.028822886,0.23981863,0.23495738,0.13583049,8.656728e-08,7.1337786e-06
125,8.4767295e-09,0.0015482411,1.3736345e-08,2.0868563e-07,5.213422e-08,0.51647824,2.007957e-08,3.497403e-08,0.14066353,0.34130967
126,2.9280758e-09,9.53728e-09,0.2196812,0.2152954,0.20996457,4.067373e-09,2.452112e-09,0.13441023,2.2307134e-09,0.22064862
127,5.4220575e-09,1.496e-08,0.28816321,0.07211638,0.3164471,5.3312705e-09,3.4641265e-09,0.32306528,2.65166e-09,0.00020791886
128,1.6333136e-08,0.001097688,6.249505e-08,5.4044796e-07,2.45585e-07,0.54226613,0.042526815,0.027324978,0.13949198,0.2472916
129,0.0022101402,0.030955443,4.6544994e-08,4.1923202e-05,0.14763857,4.808705e-08,0.3470551,0.015734302,0.35731864,0.09904576
130,0.253413,0.16362017,2.293869e-08,2.7509765e-07,7.677622e-08,0.28534436,0.2807882,2.278571e-05,0.01681097,1.0333804e-07
131,0.0013611454,0.01050742,1.2755807e-07,1.3460105e-07,0.31245312,2.9801214e-08,0.6537012,0.021976728,4.5641826e-08,7.379613e-08
132,4.0008308e-09,1.1243934e-08,0.25511095,0.24695101,0.18384866,0.042504407,3.379734e-09,1.1810409e-05,2.1260544e-09,0.27157313
133,1.7355333e-08,0.0048278137,0.23474486,0.24566296,0.24846928,7.710555e-09,0.055224095,0.11309683,3.9333137e-09,0.09797409
134,0.14444081,0.026710894,0.21541543,1.02312875e-07,6.876086e-07,2.6600137e-08,0.6015415,0.011890456,1.5160152e-08,4.0303643e-08
135,6.402745e-08,0.0034933358,0.47412047,4.828332e-06,0.0023496049,2.2526367e-08,0.47994995,0.040081654,2.3490127e-08,1.18368575e-07
136,1.286642e-06,0.0143025685,0.03514258,7.209337e-08,0.008098307,0.4659974,0.4506308,0.025450869,0.00037613508,2.1375245e-08
137,1.4002671e-08,9.236618e-09,0.63766164,2.418932e-07,0.06290822,6.8023813e-09,4.066706e-09,3.941442e-06,4.6096367e-09,0.2994259
138,6.23911e-09,1.6480127e-08,0.16206501,0.23720388,0.23985572,3.9234935e-09,2.6724292e-09,0.11858337,2.2094704e-09,0.24229202
139,2.456505e-08,0.028002262,1.4304786e-06,0.23771738,0.011485326,0.25054935,0.24201092,0.14438324,8.641053e-09,0.08585006
140,9.939293e-09,1.6568933e-08,0.21954836,0.21532954,0.18856321,0.05986701,7.3386506e-09,0.10852174,2.808791e-09,0.2081701
141,7.772244e-09,0.00020167715,0.28578332,0.03310079,0.0043618036,0.4094436,0.24708037,0.020028332,6.894836e-09,6.493611e-08
142,2.8714973e-09,6.572759e-09,0.27670565,0.1962534,0.26674846,5.6506946e-09,2.661873e-09,0.1776085,3.190292e-09,0.0826839
143,1.9633306e-05,2.9220225e-06,0.31120038,0.059387892,0.030103983,1.3868224e-08,0.1207927,1.0288816e-07,9.986939e-09,0.47849238
144,0.0005849186,0.003313565,3.6927798e-08,0.4202496,0.075482525,1.052837e-08,1.9083254e-08,1.7437999e-07,9.7927195e-09,0.50036913
145,1.2841481e-08,1.6025707e-07,0.44953978,8.306886e-07,0.05841486,1.21006964e-08,0.44657436,0.04546991,7.809033e-09,9.048768e-08
146,1.1476036e-07,0.0062927552,0.19600736,0.13242684,0.18565208,2.8546854e-08,0.19328685,0.16765897,3.5693372e-08,0.11867493
147,3.03542e-09,3.8371514e-08,0.39454708,0.07300254,0.42377543,5.159173e-09,3.3136636e-09,0.063513495,2.6988471e-09,0.04516152
148,3.4259062e-09,1.0894468e-08,7.5061735e-06,0.33918968,0.30892417,5.292606e-09,3.210377e-09,1.027507e-06,2.8184233e-09,0.35187754
149,6.244377e-09,9.179934e-07,7.566001e-08,0.0072164615,0.13270126,0.29146585,0.27191865,0.04059201,4.440433e-09,0.25610474
150,3.4163792e-09,1.1956592e-08,1.7183855e-07,0.31602293,0.23469616,4.3931006e-09,3.4006529e-09,0.14652906,4.496157e-09,0.30275166
151,8.9272777e-07,0.051711347,0.18221167,0.08161875,0.07023152,0.19503106,0.18813877,0.15997538,2.570962e-08,0.071080595
152,2.5343287e-09,1.3036981e-08,0.22207369,0.21880534,0.20686185,3.2976286e-09,2.3800302e-09,0.15096317,2.20694e-09,0.20129596
153,2.6410885e-09,1.1483621e-08,0.05522692,0.39288822,0.29546943,5.022942e-09,3.2047325e-09,0.045738924,3.3700553e-09,0.21067649
154,0.09771916,0.25422475,2.1747998e-07,4.305489e-06,0.025831833,0.0038901723,0.49799386,0.11314285,0.007192787,6.2681046e-08
155,3.2061889e-09,1.2075428e-07,0.2050086,0.20249085,0.20061736,3.850593e-09,3.5927301e-09,0.19355708,2.303512e-09,0.19832598
156,3.930918e-08,2.3690316e-07,0.51628137,0.061551005,0.0913905,9.872926e-09,0.25715572,0.038813725,0.0010262204,0.033781227
157,0.014777383,0.014759601,0.22701526,0.09364508,0.21759757,4.95971e-09,9.794573e-09,0.14669052,0.22785623,0.05765835
158,0.0051084994,0.036237337,6.933569e-08,0.122926116,5.686235e-07,0.28604755,0.278295,0.0015917413,2.3787237e-08,0.26979312
159,0.028915413,0.09396391,0.32336742,4.604675e-06,0.10334684,2.9475095e-07,0.34667695,0.10149001,0.002233381,1.1464726e-06
160,1.0081598e-08,9.126269e-09,0.28858283,0.11964525,0.2777682,4.1460333e-09,2.876625e-09,0.15717086,2.7568785e-09,0.1568328
161,5.614082e-09,6.190384e-08,0.2870609,0.06281518,0.13732454,0.20938279,1.345649e-08,0.024554087,4.720715e-09,0.27886248
162,4.9256315e-08,0.0010163862,0.27463374,0.090296134,0.46839875,1.1263135e-08,0.062573016,0.103081584,5.7653167e-09,2.606225e-07
163,0.10225895,0.19377054,1.9699263e-08,2.606241e-07,1.3361888e-07,0.33918762,0.33807805,0.022011992,0.004692276,3.7642018e-08
164,1.4179634e-08,0.00416552,0.17920367,0.10837943,0.17854117,0.18597598,0.15943971,0.09744714,4.4091584e-09,0.08684735
165,8.990085e-09,0.0061416216,1.3885941e-08,8.606612e-08,4.0229303e-08,0.5340504,0.14005515,9.2404356e-08,6.6894414e-09,0.3197526
166,8.739694e-06,2.047358e-06,0.46816385,5.4243236e-07,0.0044845087,9.113519e-09,0.029382331,0.050611928,0.447346,1.0176215e-07
167,5.5383232e-08,0.011722991,0.23802501,0.0001592751,8.991417e-06,0.27382493,0.26248366,0.04127276,7.4442132e-09,0.17250232
168,9.609539e-09,0.0003411292,0.021357179,0.17765659,0.29558837,0.013295997,0.14697894,0.0494084,3.7700625e-09,0.29537335
169,3.1107361e-09,1.995702e-08,0.05510292,0.25976828,0.2431352,0.10808642,3.997716e-09,0.07479759,2.3197024e-09,0.25910956
170,2.0186198e-08,9.366563e-08,0.54092634,0.0070074154,0.026145723,1.1838958e-08,3.6811056e-08,0.021652555,6.0403043e-09,0.40426782
171,2.9413727e-09,2.3553008e-08,0.21719491,0.2137453,0.22295728,3.3216292e-09,2.3517523e-09,0.12392919,1.9712376e-09,0.22217335
172,2.632423e-06,0.00014534956,0.35627335,0.029657934,0.33882332,9.578125e-09,0.09182877,0.139312,3.308322e-08,0.043956697
173,0.06976125,0.013986045,0.27853498,0.005413489,0.101411864,6.2159344e-09,6.7602977e-09,0.06793837,0.28299314,0.17996097
174,2.9920895e-09,2.4399975e-05,0.26220232,0.13369553,0.25837225,4.1645674e-09,2.577012e-09,0.22106734,2.0032103e-09,0.124638274
175,9.6152e-09,4.41014e-08,0.38805738,2.2936048e-05,0.36203134,0.09523839,0.012674882,0.13674231,4.8490447e-09,0.005232795
176,1.3708643e-08,3.5185823e-07,0.20672938,0.18283689,0.03547438,1.0213974e-08,0.17976178,7.7309005e-07,5.762359e-09,0.3951965
177,3.5063807e-09,1.7929823e-08,0.13046892,0.24434099,0.24460259,4.6774358e-09,3.306435e-09,0.13162124,2.5837799e-09,0.24896625
178,3.080877e-08,0.008804539,0.20390281,0.1696815,0.036265906,1.7642538e-08,0.2669811,0.052495755,1.1612705e-08,0.2618683
179,1.3376183e-06,0.02528912,0.29191294,1.5564117e-06,1.1165505e-06,0.33729443,0.3191244,0.026375035,2.9892117e-08,1.1114804e-07
180,2.011819e-09,4.4802966e-09,0.26425406,0.21432109,0.2533329,3.65853e-09,2.2320874e-09,1.2225485e-05,1.7257633e-09,0.2680797
181,5.716147e-09,6.925852e-08,0.24914026,0.20076764,0.15195201,0.07380989,5.303046e-07,0.075810015,0.0006883255,0.24783123
182,0.025967566,0.068969786,5.3537732e-08,3.1748067e-07,0.3621526,4.2556287e-08,0.51562124,0.02728827,6.874948e-08,3.59424e-08
183,1.0436808e-08,4.073718e-07,0.23267956,0.12860024,0.20482959,0.241851,0.07045916,0.106719956,3.7135675e-09,0.01486006
184,0.26307225,0.07398981,0.24764791,0.25492132,0.058563024,6.170314e-09,1.6546457e-08,0.059232645,0.00025778936,0.04231523
185,0.016631834,0.101993114,2.5842564e-08,5.967204e-07,1.6081117e-07,2.022687e-07,0.4838053,1.3482479e-07,0.0034968453,0.39407176
186,2.6088567e-09,6.338359e-09,0.29708633,0.12697208,0.3049172,4.2700097e-09,2.3996976e-09,0.053925414,1.9265003e-09,0.21709898
