,0
0,0.47791389929527195
1,0.8152108747731343
2,0.7211311128735299
3,0.7350402020746807
4,0.09364337761699416
5,0.14234861623625142
6,0.593470088916669
7,0.3892008658692096
8,0.7159152732305158
9,0.3063239151543833
10,0.2812064533276467
11,0.6549048277678584
12,0.6526754660428807
13,0.2717495507946139
14,0.6812134063044515
15,0.18104312187268778
16,0.16680077580121705
17,0.24135684552390124
18,0.5636912599756383
19,0.28234446453476647
20,0.21135342402482393
21,0.22658367033608184
22,0.6482613485699595
23,0.6271229467153142
24,0.46743468666538646
25,0.309406617277231
26,0.18192912121334315
27,0.340500746997822
28,0.14832822330258583
29,0.5163178005290692
30,0.1715835796779455
31,0.599871794489667
32,0.34377746297083567
33,0.19184789187276338
34,0.7481514640214892
35,0.2627617594587057
36,0.34259046451360003
37,0.22751896517211648
38,0.5962296826654068
39,0.24162976356724145
40,0.47602125873572454
41,0.7432820681060388
42,0.28353385092671635
43,0.24370968068334856
44,0.21999681076228186
45,0.21900423669017868
46,0.26025406274879803
47,0.2514489216108086
48,0.7994746446405686
49,0.533634029161011
50,0.7636911705015967
51,0.7750426251095383
52,0.37964816179419486
53,0.8538766739070379
54,0.787103668032744
55,0.650128063550769
56,0.28679811267665684
57,0.45835700707764676
58,0.25617038337353903
59,0.6825193934482481
60,0.31432399784313725
61,0.8267953798172224
62,0.5188351677359903
63,0.7256017840598658
64,0.6483304541587811
65,0.6461909131452774
66,0.5783788472696028
67,0.6637987368921553
68,0.7230086173864243
69,0.633982509000621
70,0.28626084215923875
71,0.40245291548253914
72,0.44847242762373946
73,0.7485023398477358
74,0.4431050507863611
75,0.7766986347046034
76,0.7876235750109079
77,0.7197552544606554
78,0.2036663020353534
79,0.9099409245183829
80,0.9475213740498983
81,-0.011024605367923008
82,0.8364435313293017
83,0.6191366800090033
84,0.6592476098216672
85,0.671182710762852
86,0.29795470648335953
87,0.6762273743847077
88,0.1528670559452175
89,0.642013839383925
90,0.5672404117356792
91,0.34342511487587646
92,0.6182322395802411
93,0.6465681463027451
94,0.4831289255528264
95,0.7568503095785079
96,0.7423382643177401
97,0.8092942164312955
98,0.8433364852936988
99,0.46521849705416546
100,0.8672611134341967
101,0.5371732269983175
102,0.35881180041872013
103,0.8820615749595073
104,0.16668986752311435
105,0.762460102648147
106,0.5946710484249869
107,0.5239993853573145
108,0.5607155298571178
109,0.6195754611241076
110,0.5419712754183528
111,0.3830950380775744
112,0.061717251269309076
113,0.6130333986057931
114,0.4727215588644503
115,0.6435702697878383
116,0.3210861619405472
117,0.4457303392679971
118,0.6016375651266157
119,0.7967692501753841
120,0.7187383951268311
121,0.9428691733569672
122,0.8353129822685419
123,0.03361612704995097
124,0.7449613250867985
125,0.18522215316108234
126,
127,0.7261307441067149
