,F1-Score,Precision,Recall,F1-score
0.1,0,0.5532523230879199,0.22215843857634904,0.3170182265001024
0.2,0,0.8571428571428571,0.005378753922008068,0.010690423162583519
0.3,0,0.0,0.0,0.0
0.01,0,0.1860201770640313,0.922409392547218,0.30960335817698964
0.001,0,0.14210242171834028,0.9405308831036243,0.24690117252931326
