,F1-score,Precision,Recall
0.1,0.7444108761329307,0.6739606126914661,0.8313090418353576
0.2,0.70896364867916,0.7409155261915998,0.6796536796536796
0.3,0.5392712550607287,0.7192224622030238,0.43134715025906734
0.01,0.692487713550199,0.5486742073057668,0.9384712971772915
0.001,0.6578109561971677,0.5030221625251847,0.9502061528702823
