,F1-Score,Precision,Recall,F1-score
0.1,0,0.7607361963190185,0.06960426606792029,0.12753921316533814
0.2,0,0.0,0.0,0.0
0.3,0,0.0,0.0,0.0
0.01,0,0.43120707339556746,0.8863387686477543,0.5801628061349265
0.001,0,0.38892770170465885,0.973981504623844,0.5558820592556667
