,0
0,0.5239741047361867
1,0.6702735753868471
2,0.6681335558598731
3,0.4412124974368506
4,0.36221717195115377
5,0.8333008568553262
6,0.426588397375318
7,0.6348881925172543
8,0.5819653385825259
9,0.34359986562057965
10,0.7447937245257085
11,0.7362981370765734
12,0.46113846277024056
13,0.7737115338430114
14,0.2435308230818204
15,0.42024655958797674
16,0.3578570333993534
17,0.23017799182777518
18,0.08726227176453472
19,0.7041697302503123
20,0.23248495199026395
21,0.8248241212123962
22,0.7217464020422145
23,0.5044820457007664
24,0.6540587202414243
25,0.5215492270473592
26,0.41969034426725915
27,0.6384626598274373
28,0.15334412796432226
29,0.14208664147620678
30,0.6476362768514254
31,0.7825986597742767
32,0.4336152810137038
33,0.449503210583523
34,0.7873227733726785
35,0.6124132636304974
36,0.6661286785429066
37,0.7757962767081442
38,0.27064628301041205
39,0.4786908949252567
40,0.44599033830726426
41,0.6951163598121591
42,0.617375099479714
43,0.7412381897872702
44,0.5809247026606894
45,0.5215112975430288
46,0.7913990216185947
47,0.6790151582329975
48,0.21797855220601722
