,Alveolar_type_1,Alveolar_type_2,B_cells,Ciliated_cells,Club_cells,DCs,Endothelial,Fibroblast,Mac_Mono,Mast,Neutrophils,Plasma,T_cells
0,7.762522e-06,8.351089e-07,0.058672424,4.553935e-05,8.790876e-06,0.0004622646,2.0466183e-05,7.722495e-06,0.76601034,7.0982633e-06,0.12928055,1.338152e-05,0.045462914
1,0.0041583837,9.821994e-07,0.15517451,0.00517503,0.010723895,4.3966397e-06,0.0058613033,1.3637054e-05,1.6606026e-06,3.906731e-06,7.4768163e-06,0.0009733545,0.8179015
2,0.008361539,5.92821e-07,0.2855594,2.6199006e-05,4.8173465e-06,0.41248634,2.882108e-05,2.9848234e-06,0.11920359,1.3058887e-05,0.010320272,2.1253387e-05,0.1639712
3,5.8396804e-06,9.880457e-07,0.20396638,3.6316915e-06,2.824034e-06,0.04845465,4.2785177e-06,9.706993e-07,8.4107e-06,6.536e-06,0.008942034,0.030223737,0.70837975
4,0.0051151086,6.4001836e-07,0.12615114,9.344794e-06,2.5000422e-06,0.50341964,1.8457216e-05,2.353515e-06,7.4575732e-06,4.6338128e-06,0.12540017,1.2825825e-05,0.23985574
5,3.8799117e-06,5.45477e-07,0.20922373,4.9864734e-06,5.6007707e-06,2.4735786e-05,3.119335e-06,2.2818151e-06,0.49750188,8.452869e-06,0.022110924,0.06834714,0.20276274
6,0.00015738886,1.6105472e-06,0.040702876,0.012392826,1.1550775e-05,0.020059308,0.36192876,0.039924067,5.7071647e-05,5.6110177e-05,0.42567727,0.03135547,0.067675635
7,1.0002919e-05,4.792772e-07,0.16539268,2.854593e-06,4.6438718e-06,0.2888156,0.005921894,2.3857608e-06,4.5194083e-06,5.0331364e-06,0.010179813,0.051479492,0.47818062
8,1.6484368e-05,9.650203e-07,0.46540257,0.0121737905,2.3146079e-06,9.6074e-05,9.073315e-06,2.0349895e-05,0.41488904,7.670838e-06,6.695035e-05,3.814875e-05,0.10727661
9,3.060442e-05,5.289606e-07,0.48085862,7.0478463e-06,2.8128939e-06,0.00015263387,1.040373e-05,2.836658e-06,0.14063405,8.721602e-06,0.09029268,7.1282334e-06,0.28799188
10,3.827752e-06,5.9066525e-07,1.9518633e-05,8.137546e-06,2.0086543e-06,0.10206331,0.005248738,2.7299952e-06,0.46411514,4.914483e-06,0.07532604,0.1842492,0.16895585
11,0.023708552,9.947945e-07,0.09029186,3.2018659e-06,2.5844256e-06,8.918159e-06,7.353142e-06,1.9488505e-06,2.1667968e-06,5.443419e-06,6.152789e-06,6.5641298e-06,0.88595426
