,F1-score,Precision,Recall
0.1,0.7704047777040478,0.7186629526462396,0.8301751877011083
0.2,0.7193596798399199,0.80831928049466,0.6480396575033799
0.3,0.6084218811491539,0.7737737737737738,0.5012970168612192
0.01,0.586997291102313,0.42151728265748917,0.9663807890222984
0.001,0.5684738955823293,0.40184528034066713,0.9711835334476844
