,F1-score,Precision,Recall
0.1,0.6789336424224862,0.5809571038928837,0.8166608574416173
0.2,0.5838703378246437,0.511986301369863,0.6792367105860972
0.3,0.23860329776915615,0.49696969696969695,0.15698787492022973
0.01,0.6781873111782477,0.5348837209302325,0.9263783426873555
0.001,0.6150677506775069,0.4578760490639122,0.9366127434796963
