,F1-Score,Precision,Recall,F1-score
0.1,0,0.6344200962052379,0.17982123920618087,0.2802171860245515
0.2,0,0.21875,0.004635761589403974,0.009079118028534372
0.3,0,0.0,0.0,0.0
0.01,0,0.5194008511770182,0.794603118085404,0.6281830885383679
0.001,0,0.47857715230129716,0.9020389861707651,0.6253660771257015
