,F1-Score,Precision,Recall,F1-score
0.1,0,0.9018929371056381,0.8846077061289679,0.893166700262044
0.2,0,0.8519236986744261,0.8742534837425349,0.8629441624365483
0.3,0,0.8097165991902834,0.8839779005524862,0.8452192287374537
0.01,0,0.994765119162419,0.9140506329113924,0.9527013655254305
0.001,0,1.0,0.926375,0.9617805463629875
