,F1-score,Precision,Recall
0.1,0.7898431665421957,0.7859690844233056,0.7937556289402582
0.2,0.7261400448542238,0.8292544109277177,0.6458333333333334
0.3,0.47847847847847846,0.7480438184663537,0.351729212656365
0.01,0.52416014726185,0.36335601871544027,0.9402861860209136
0.001,0.43320982226967275,0.2806574985759622,0.9490919097413318
