,F1-Score,Precision,Recall,F1-score
0.1,0,0.4754896142433234,0.6068777457960916,0.5332091042193531
0.2,0,0.34471803018268465,0.5748344370860927,0.43098311817279045
0.3,0,0.22766217870257038,0.5454545454545454,0.3212435233160622
0.01,0,0.77667918076051,0.5314224675093466,0.6310591646280692
0.001,0,0.781793938520307,0.5119648841270591,0.618741354477133
