,0
0,-0.0026778064181185927
1,0.29162353531027635
2,0.3931131311617546
3,0.7679586101025777
4,0.18677480307736652
5,0.053102716009439506
6,0.35534242806166955
7,0.33289271877942606
8,0.36368557848893907
9,0.12079651342688054
10,0.0449909889614271
11,0.4566703259339652
12,0.20391332992396094
13,0.10466881446756664
14,0.4043688236202851
15,-0.016826831021457378
16,-0.0038066346125113382
17,0.19135087916899945
18,0.22540658864441065
19,0.37537013559591753
20,0.38113820180952646
21,0.5342568648730478
22,0.2458421825051107
23,0.22165197589729074
24,0.09693585279242664
25,0.43150056875633397
26,0.4762304899993646
27,0.3236599833052817
28,0.0031977979101212076
29,0.36081498023866876
30,0.6565559776602454
31,0.4642133552925208
32,0.11152627622164762
33,0.19506854104321797
34,0.006091150555025518
35,0.007847260058791295
36,0.335821327616586
37,-0.008439639824718981
38,0.7020414109688569
39,
40,0.14166616282642505
41,0.6795727528951077
42,
43,-0.0022405502381564577
44,0.3880600952756196
45,0.13768908566157667
46,0.35421799827942113
47,0.23786909776204876
48,0.2941686103287647
49,-0.0033191949060964268
50,-0.0009177042081483767
51,0.2646125615120478
52,-0.0004313642222085154
53,0.4047297910073189
54,-0.0030995174970427372
55,0.3901858416729732
56,0.15450576720745174
57,-0.007636996085378068
58,0.02520209963850825
59,0.16197539197689792
60,0.14535713975304101
61,0.1498475982928308
62,0.5121190872978829
63,0.7716313340767851
64,0.46640037088562397
65,0.20789367386678573
66,-0.0014484795792301685
67,0.13309304881926448
68,0.42100350135582437
69,0.18016748791764128
70,0.025703692488486488
71,
72,-0.007537673601078629
73,0.5414579734873587
74,0.22264543336020556
75,0.42065737473203835
76,0.6206639183675509
77,0.4460746292980921
78,
79,0.7060668357804801
80,0.7782268768963883
81,0.3555970507124496
82,0.8091286063253627
83,0.43104873948571976
84,0.5139888571924489
85,0.39902844498341294
86,0.06846526791169871
87,0.16411127211223603
88,0.17879964396799605
89,0.4994531445066702
90,0.36850440582948335
91,0.10728833925261223
92,0.31329309021432933
93,0.2937404089283177
94,0.17233619456322335
95,0.5181974596863299
96,-0.013747032456678576
97,0.3720826080369831
98,0.8655690822381693
99,0.030438200126820317
100,0.5787102686061101
101,-0.22597854585006605
102,0.024763108982492593
103,0.7871067163028705
104,-0.0018054932862017477
105,-0.5105267130451421
106,0.390647468347164
107,
108,0.5234811475750745
109,0.14098302375940874
110,0.3922615731606062
111,-0.001597471442275657
112,-0.0021268923658177884
113,0.6055667542435262
114,0.4264418908218537
115,0.4526875861729636
116,0.17523243797874918
117,0.20284155796743794
118,0.2940138685792073
119,0.6457125522184713
120,0.6516878443842501
121,0.8506678432324685
122,0.17992700070636997
123,
124,0.4443037612917164
125,0.21788153650742925
126,
127,
