"","cell_ID","Endothelial Cell","Thick Ascending Limb","Distal Convoluted Tubule","Proximal Tubule","Connecting Tubule","Principal Cells","Intercalated Cells Type A","Intercalated Cells Type B","Mesangial Cells","Leukocyte"
"222","221",0,0,0,0.826506819605257,0,0,0,0,0.173493180394743,0
"223","222",0,0,0,0,0,0.532872841765928,0.433808377640155,0,0,0.0333187805939168
"224","223",0.243429361551148,0.158562557480243,0.150716874068892,0.344870844558072,0,0,0,0,0.102420362341645,0
"225","224",0,0.223118057905368,0.267183156322923,0.117837765838346,0,0.391861019933363,0,0,0,0
"226","225",0,0,0,0.325189790985891,0.527631820637879,0.147178388376229,0,0,0,0
"227","226",0,0.416485401093411,0,0.583514598906589,0,0,0,0,0,0
"228","227",0.137728427695504,0,0.581985592118486,0,0,0,0,0,0,0.28028598018601
"229","228",0,0.761415214604538,0,0,0,0.150258463422244,0,0,0,0.0883263219732179
"230","229",0,0,0.153279534878241,0.139089385040486,0.229014993879986,0,0.478616086201286,0,0,0
"231","230",0,0.161722735780346,0.725648776649195,0,0,0,0,0.11262848757046,0,0
"232","231",0,0,0,0,0,0.891477751171587,0,0,0,0.108522248828413
"233","232",0,0.357393346213729,0,0,0.224533657735273,0.418072996050998,0,0,0,0
"234","233",0,0,0,0.617957342311053,0,0.382042657688947,0,0,0,0
"235","234",0,0.27766049675946,0.418537099321482,0.192494194918513,0,0.111308209000545,0,0,0,0
"236","235",0,0.43716686118018,0.131341453618206,0.431491685201614,0,0,0,0,0,0
"237","236",0,0,0,0.593344231506241,0,0.406655768493759,0,0,0,0
"238","237",0,0.196336947812367,0,0,0,0.616082165769041,0,0,0,0.187580886418592
"239","238",0,0.655539302924814,0,0.344460697075186,0,0,0,0,0,0
"240","239",0,0,0.282384932310804,0.179747738163026,0,0.2897399795422,0,0.248127349983969,0,0
"241","240",0.139689256802174,0,0,0.384595683725818,0.194422132019535,0.281292927452473,0,0,0,0
"242","241",0,0,0.315526502971368,0.224169456450088,0.460304040578544,0,0,0,0,0
"243","242",0,0,0,0.57248998765786,0,0.42751001234214,0,0,0,0
"244","243",0.123066274630849,0,0.228773365340525,0.324532678593144,0,0.176540580517308,0.147087100918175,0,0,0
"245","244",0,0,0,0.238481189824664,0,0.711735989029869,0.0497828211454663,0,0,0
"246","245",0,0,0,0.625839259074863,0,0.374160740925137,0,0,0,0
"247","246",0.21168023498296,0,0,0.317224950940355,0,0.172835663838596,0,0,0,0.298259150238088
"248","247",0.342565020083482,0,0,0.657434979916518,0,0,0,0,0,0
"249","248",0,0.243969325925958,0,0.670906526021094,0,0.0851241480529477,0,0,0,0
"250","249",0,0.369584912014627,0,0.0907254472996999,0,0.539689640685673,0,0,0,0
"251","250",0,0.218336352687007,0.168796769096479,0.0916505248562281,0,0,0.306011465169347,0,0,0.215204888190938
"252","251",0,0,0.831145193419173,0,0.168854806580827,0,0,0,0,0
"253","252",0.133334465397347,0.462810952274877,0,0,0,0,0.403854582327776,0,0,0
"254","253",0.340530597810484,0.201387169369735,0,0.0924678558621783,0,0,0.144708352582112,0,0,0.220906024375491
"255","254",0,0.18619195652175,0,0.409747920738279,0,0.307895614312686,0.0961645084272848,0,0,0
"256","255",0,0.589527592068051,0,0.260758079814917,0,0,0,0,0.149714328117032,0
"257","256",0,0.587602185896568,0,0.174585454975485,0.0951951963634662,0.142617162764481,0,0,0,0
"258","257",0,0.187955616794565,0,0.305049002795845,0.179498023228077,0.327497357181513,0,0,0,0
"259","258",0,0,0.20367084652669,0.309392873563821,0.486936279909489,0,0,0,0,0
"260","259",0,0,0,0,0,1,0,0,0,0
"261","260",0,0,0,0.607259323963077,0,0.392740676036923,0,0,0,0
"262","261",0,0.710036270144874,0.289963729855126,0,0,0,0,0,0,0
"263","262",0,0,0.42233285421357,0.57766714578643,0,0,0,0,0,0
"264","263",0.139958896639914,0.397425072100253,0,0.117837036550329,0,0.173569771898711,0.171209222810793,0,0,0
"265","264",0,0.530409859107836,0,0.304712403204409,0,0,0,0,0.164877737687754,0
"266","265",0,0.709180265880393,0,0.154278008805639,0,0,0,0,0.136541725313968,0
"267","266",0,0,0,0,0,0.299573835251566,0.447266154854802,0,0,0.253160009893632
"268","267",0,0,0,0.478745441169245,0,0.28426145673177,0,0,0,0.236993102098985
"269","268",0,0.803428032903413,0,0,0,0,0,0,0,0.196571967096587
"270","269",0,0.59658751271106,0,0.40341248728894,0,0,0,0,0,0
"271","270",0,0,0.125939177259171,0.680921909074681,0,0.193138913666148,0,0,0,0
"272","271",0,0,0,0.426712713384784,0.16346911198287,0,0.259652106077712,0,0.150166068554634,0
"273","272",0,0,0,0.556458276970807,0,0.342511958982156,0.101029764047037,0,0,0
"274","273",0,0.100223029659831,0,0.157890984370894,0.598996987969521,0,0.142888997999754,0,0,0
"275","274",0,0.458323756889847,0,0,0,0.454530931257971,0,0.0498961971001594,0,0.037249114752023
"276","275",0.232207004353229,0.268009014467227,0,0,0,0.499783981179544,0,0,0,0
"277","276",0,0.150924576357361,0,0.208954672270142,0,0,0.640120751372497,0,0,0
"278","277",0,1,0,0,0,0,0,0,0,0
"279","278",0.135722274973035,0,0,0.171156782566503,0,0.430633017976131,0,0,0.262487924484331,0
"280","279",0,0.723803609236313,0,0.144191777705784,0,0.132004613057903,0,0,0,0
"281","280",0,0.440886037167148,0.181926683406489,0.377187279426364,0,0,0,0,0,0
"282","281",0.146979101866188,0,0,0.394148503153483,0,0.458872394980329,0,0,0,0
"283","282",0,0,0.0310349164644904,0.234648133665952,0,0.434636396374186,0,0,0,0.299680553495372
"284","283",0,0,0,0.50475180212592,0.302122763723449,0,0,0,0.193125434150632,0
"285","284",0.165817211741816,0.327670118947468,0.152497408935071,0,0,0.206088807648705,0,0,0.14792645272694,0
"286","285",0,0,0,0.884014477718425,0,0,0,0,0,0.115985522281575
"287","286",0.14230393086196,0,0,0,0.163868337853057,0.351253370957006,0,0,0.342574360327977,0
"288","287",0,0,0,0.138149827981425,0,0.348148058983614,0,0,0,0.51370211303496
"289","288",0.193915247592857,0,0,0,0,0.658363926937297,0,0,0,0.147720825469846
"290","289",0,0,0,0.736478764975924,0,0.263521235024076,0,0,0,0
"291","290",0.16486329966846,0.310429356336854,0,0,0,0.392022581806897,0,0.132684762187789,0,0
"292","291",0,0,0,0.598925379421656,0,0.401074620578344,0,0,0,0
"293","292",0,0.302760264859423,0,0.220218063295642,0.107827988527581,0.369193683317354,0,0,0,0
"294","293",0.158804811369741,0,0,0.568293402903309,0,0.27290178572695,0,0,0,0
"295","294",0,0,0,0.66465471520892,0,0.33534528479108,0,0,0,0
"296","295",0,0,0.325787453715525,0.12807723054832,0,0.546135315736156,0,0,0,0
"297","296",0,0.859976049749165,0,0.140023950250835,0,0,0,0,0,0
"298","297",0,0.616119063878492,0,0.129346353917867,0,0,0.254534582203641,0,0,0
"299","298",0,0.342254376137905,0,0.407405739190759,0,0.250339884671337,0,0,0,0
"300","299",0.174855392832116,0.130245636602453,0,0.217239857247058,0.17935975837947,0.298299354938903,0,0,0,0
"301","300",0,0,0.499663270463025,0.18035929866509,0,0.146669164467698,0.173308266404188,0,0,0
"302","301",0,0.668015031805898,0.160573372263843,0.171411595930259,0,0,0,0,0,0
"303","302",0,0.156780284210882,0,0.0820365590056549,0,0.182031988512243,0.143184645756847,0,0,0.435966522514373
"304","303",0,0.175318743064123,0,0,0,0.50953803882261,0,0,0.13120239954177,0.183940818571496
"305","304",0,0,0,0.485145838634237,0.183623447898138,0.331230713467625,0,0,0,0
"306","305",0,0.809560753404251,0,0,0,0,0,0,0.190439246595749,0
"307","306",0,0,0,0.159550984374789,0,0.466256748681361,0.136027852159404,0,0.238164414784446,0
"308","307",0,0,0,0.615486520364807,0,0,0.384513479635193,0,0,0
"309","308",0,0.426136173361936,0,0.573863826638064,0,0,0,0,0,0
"310","309",0,0,0.171636844309502,0.327034625794819,0.170965074534496,0,0.144619500319724,0,0,0.185743955041459
"311","310",0,0.173761117906174,0,0.423686109601017,0,0.0442901682418347,0.358262604250975,0,0,0
"312","311",0,0.288367295969083,0,0.711632704030917,0,0,0,0,0,0
