"","cell_ID","Endothelial Cell","Thick Ascending Limb","Distal Convoluted Tubule","Proximal Tubule","Connecting Tubule","Principal Cells","Intercalated Cells Type A","Intercalated Cells Type B","Mesangial Cells","Leukocyte"
"313","312",0,0.25049994432387,0,0.306378011977112,0.204854888225946,0,0.238267155473071,0,0,0
"314","313",0,0.235772399619347,0,0.469765057281245,0,0,0.294462543099408,0,0,0
"315","314",0,0.649625176164848,0,0.350374823835152,0,0,0,0,0,0
"316","315",0,0.388343783587406,0,0.243411015499236,0,0.368245200913358,0,0,0,0
"317","316",0,0.549341567335804,0,0.450658432664196,0,0,0,0,0,0
"318","317",0.380711579808747,0,0,0,0,0.404234101111281,0,0,0.0686994567065913,0.14635486237338
"319","318",0,0.639142931065672,0,0,0,0.117047055320078,0,0,0,0.24381001361425
"320","319",0,0,0,0.141458293083884,0,0.858541706916117,0,0,0,0
"321","320",0.333635092976575,0,0,0.339189294948925,0,0.3271756120745,0,0,0,0
"322","321",0,0,0,0.158311546756195,0,0.379218024169967,0.303237599080547,0.159232829993291,0,0
"323","322",0,0,0,0.366020809587901,0,0,0.430018358570125,0,0,0.203960831841974
"324","323",0,0,0,0.287057677922238,0,0.712942322077762,0,0,0,0
"325","324",0,0.495355234271887,0,0.211078805682052,0,0,0,0.293565960046061,0,0
"326","325",0,0.555524005545427,0,0,0,0,0,0,0,0.444475994454573
"327","326",0.431004436500568,0,0,0.221767884691824,0,0.161893701122328,0.18533397768528,0,0,0
"328","327",0,0,0.466483383338599,0.533516616661401,0,0,0,0,0,0
"329","328",0,0.772499161770985,0,0,0,0.142220883748628,0,0.0852799544803865,0,0
"330","329",0.333652928908948,0.376229353848,0,0,0,0,0,0,0,0.290117717243052
"331","330",0.174990380751076,0.825009619248924,0,0,0,0,0,0,0,0
"332","331",0.172416452111823,0.123107453104768,0,0.0702776918848187,0,0.328239361679552,0.305959041219039,0,0,0
"333","332",0.137473887670212,0.342271108505705,0,0,0,0.520255003824084,0,0,0,0
"334","333",0,0.398964931311483,0,0.194645691549448,0,0.406389377139069,0,0,0,0
"335","334",0.298570810303413,0,0,0.181280793367739,0,0.28178515029235,0,0,0.238363246036498,0
"336","335",0.304108201578373,0,0,0.477265898902758,0,0,0,0,0,0.218625899518869
"337","336",0,0,0.635675013266446,0,0.238589427574044,0,0,0.12573555915951,0,0
"338","337",0.477658909173685,0,0,0.173641264062323,0,0,0.348699826763991,0,0,0
"339","338",0,0.293594647940095,0,0.241171492765625,0,0.46523385929428,0,0,0,0
"340","339",0.195925756632156,0,0,0.177159009350257,0,0.130470211575313,0.188541118290407,0,0,0.307903904151866
"341","340",0,0,0,0.686376577170539,0,0,0,0,0,0.31362342282946
"342","341",0,0.851095005985644,0,0.148904994014356,0,0,0,0,0,0
"343","342",0,0.391728807861882,0,0.522706318651507,0.0855648734866105,0,0,0,0,0
"344","343",0,0,0,0.179026157912581,0.10162421452419,0.385428028798649,0.180308819759784,0,0,0.153612779004797
"345","344",0,0,0,0.715548003709088,0,0.284451996290912,0,0,0,0
"346","345",0,0,0,0.454013539450913,0,0,0.23845796237401,0.307528498175077,0,0
"347","346",0,0.579308676256548,0,0.420691323743452,0,0,0,0,0,0
"348","347",0,0,0,1,0,0,0,0,0,0
"349","348",0,0,0,0.332363938740825,0,0.667636061259175,0,0,0,0
"350","349",0.446583786462946,0,0,0,0,0.553416213537054,0,0,0,0
"351","350",0.224056452422408,0.33904615152853,0,0,0,0,0,0,0,0.436897396049061
"352","351",0.252829389950844,0,0,0.290900060045456,0,0.226171977448109,0,0,0,0.230098572555591
"353","352",0,0,0,0.250318330714293,0,0.749681669285707,0,0,0,0
"354","353",0,0.24522795249842,0.236543157012982,0,0,0.518228890488598,0,0,0,0
"355","354",0,0,0,0.655257218553028,0.344742781446972,0,0,0,0,0
"356","355",0,0,0,0.141890216232146,0,0.240797907124063,0.305418188263033,0,0,0.311893688380758
"357","356",0,0.566791072085845,0,0,0,0.00989117579577826,0,0,0,0.423317752118376
"358","357",0,0.412980539460685,0,0.587019460539315,0,0,0,0,0,0
"359","358",0.247758044492146,0.353741484212298,0,0.398500471295556,0,0,0,0,0,0
"360","359",0,0.0631924944569619,0.648730522383928,0.288076983159111,0,0,0,0,0,0
"361","360",0,0,0,0.439286654742433,0,0,0.379645587265629,0.181067757991938,0,0
"362","361",0.518677549656372,0.206809519792448,0,0,0,0.27451293055118,0,0,0,0
"363","362",0,0,0,0.253838205908323,0,0.490762792777001,0,0,0,0.255399001314676
"364","363",0,0.467079336468602,0.0802365195653766,0,0,0,0.122905628749908,0,0,0.329778515216113
"365","364",0,0,0.177198544397481,0.317168145997952,0,0.312637672873519,0.192995636731048,0,0,0
"366","365",0.286607738380343,0,0,0,0,0.286277738241635,0,0,0,0.427114523378021
"367","366",0,0.345666596059895,0,0.24614627059484,0.19350051256951,0.214686620775755,0,0,0,0
"368","367",0,0.541267723861684,0,0.274533877733888,0,0,0,0.184198398404428,0,0
"369","368",0.263963386637092,0,0,0.400373832733964,0,0.335662780628944,0,0,0,0
"370","369",0.0953425517567551,0,0.425500833206785,0,0,0.296208502432666,0,0,0,0.182948112603794
"371","370",0,0.249932203781819,0,0,0,0.167745759929581,0.258928971249093,0,0,0.323393065039507
"372","371",0.176425335814615,0.227396451382471,0,0.399983155244939,0,0.196195057557975,0,0,0,0
"373","372",0.0917733501256117,0.207031829781358,0.0716020447304756,0.315105666983994,0.314487108378561,0,0,0,0,0
"374","373",0,0.881340662128628,0,0.118659337871372,0,0,0,0,0,0
"375","374",0,0,0,0.639808847399958,0,0.360191152600042,0,0,0,0
"376","375",0,0.196659504367145,0,0.203631514546243,0.399095541788704,0.200613439297908,0,0,0,0
"377","376",0.276066303472348,0.723933696527652,0,0,0,0,0,0,0,0
"378","377",0,0.820634878213207,0,0,0,0.179365121786793,0,0,0,0
"379","378",0,0,0,0.453507485492656,0,0.327349785107571,0.219142729399774,0,0,0
"380","379",0.0821077393814825,0,0,0.471934780977721,0,0.0599303948260666,0.38602708481473,0,0,0
"381","380",0,0,0.508374222135428,0.491625777864572,0,0,0,0,0,0
"382","381",0,0,0,0.567754055923279,0,0.432245944076721,0,0,0,0
"383","382",0.250596483813395,0,0.320656058774878,0,0,0,0,0,0.428747457411726,0
"384","383",0.207354870760883,0,0,0.159888533216045,0,0.20215615766127,0.430600438361802,0,0,0
"385","384",0.0983086174674933,0,0,0.165768106243895,0,0.580540865172628,0.155382411115984,0,0,0
"386","385",0.0883680490654097,0,0.435466258893659,0.305124892627534,0,0,0.115060085138294,0,0,0.0559807142751039
"387","386",0,0.112089328493635,0.132927711883448,0.506259130340474,0.248723829282443,0,0,0,0,0
"388","387",0,0,0,0.213069239213929,0.200823576667723,0.1895384172918,0.268977281697372,0,0.127591485129176,0
"389","388",0,0,0,0.482610396273426,0,0.297955437875799,0.219434165850775,0,0,0
"390","389",0.119894944008769,0.123858328622618,0,0.343896462394922,0.24214193190272,0,0.17020833307097,0,0,0
"391","390",0,0.131732901545135,0.257313524576859,0.319781064430708,0.291172509447299,0,0,0,0,0
"392","391",0,0.377483010691929,0,0.461807827101101,0,0.16070916220697,0,0,0,0
"393","392",0.501709899929721,0,0,0.209384294801106,0,0.288905805269173,0,0,0,0
"394","393",0.165604085515017,0.178174798266189,0,0.171376989552823,0.484844126665971,0,0,0,0,0
"395","394",0,0.217598286974448,0,0.225369914504909,0,0.557031798520643,0,0,0,0
"396","395",0,0.542008984145522,0,0,0,0.457991015854478,0,0,0,0
"397","396",0.12990922111885,0,0.301927684471388,0.222695249372911,0,0.109528474668191,0,0,0.23593937036866,0
"398","397",0.197516971488372,0.322851077472574,0,0.344440243332847,0,0,0,0,0,0.135191707706207
"399","398",0,0.73887745072077,0,0,0,0.26112254927923,0,0,0,0
"400","399",0,0,0.260964971376478,0.258862421021031,0,0.240392077243151,0.23978053035934,0,0,0
"401","400",0.171152441836401,0,0,0,0,0.687089171839454,0,0,0.141758386324145,0
"402","401",0,0.47023815787483,0,0,0.341130378050478,0.134924698309273,0,0,0,0.0537067657654192
"403","402",0.147602967453795,0,0,0.211921359914559,0,0.640475672631646,0,0,0,0
"404","403",0,0,0.366584281827975,0.329545339613776,0.036036992599451,0.267833385958798,0,0,0,0
"405","404",0.151750178105956,0.557917569357622,0,0,0,0.290332252536422,0,0,0,0
"406","405",0,0.564536809378867,0,0.226774206885215,0,0,0.208688983735918,0,0,0
"407","406",0,0.581202206971324,0,0,0,0.320152216835035,0,0.0986455761936406,0,0
"408","407",0,0.303377620942122,0,0.221718904580321,0,0.474903474477557,0,0,0,0
"409","408",0,0.828924758865694,0,0.171075241134306,0,0,0,0,0,0
"410","409",0,0,0,0.452001625250318,0,0.29560485675919,0,0,0,0.252393517990492
"411","410",0,0.545957782389603,0,0.454042217610396,0,0,0,0,0,0
"412","411",0,0.283744467343326,0.542221829042855,0.174033703613819,0,0,0,0,0,0
"413","412",0,1,0,0,0,0,0,0,0,0
"414","413",0,0.718191383151297,0,0.204411661751875,0,0,0,0,0,0.0773969550968283
"415","414",0,0.230809886165238,0.434313682769929,0.209811639185213,0,0,0,0,0,0.125064791879621
"416","415",0,0.308768494652286,0,0.240333524223469,0.195586377511083,0,0,0.160168334497024,0,0.0951432691161387
"417","416",0,0.86129252234332,0,0,0,0,0.13870747765668,0,0,0
"418","417",0,0,0,0.336292958553488,0,0.243615890956839,0.266950221692156,0,0.153140928797517,0
"419","418",0.120619052386312,0,0,0.267547740795264,0,0.200523420044039,0.134257453140139,0,0.277052333634245,0
"420","419",0,0.530884528129886,0,0.469115471870114,0,0,0,0,0,0
"421","420",0,0.505455072678573,0,0.147620653196353,0,0,0,0,0,0.346924274125074
"422","421",0.157656472214933,0.842343527785067,0,0,0,0,0,0,0,0
"423","422",0,0.153018225650714,0,0.486068821162312,0,0,0,0,0,0.360912953186974
"424","423",0,0.164381746559354,0,0.225795028442281,0,0.336585764416209,0,0,0,0.273237460582156
"425","424",0,0,0.170354858029322,0.29177614026973,0,0.537869001700948,0,0,0,0
"426","425",0.224117422661327,0,0,0.130731366434632,0,0.405970722363257,0,0,0.239180488540783,0
"427","426",0.168197122529342,0,0,0.224499490949501,0.318036168482878,0.152440758528417,0,0,0,0.136826459509863
"428","427",0.191209915491981,0.436736818626106,0,0.372053265881913,0,0,0,0,0,0
"429","428",0.250810948070004,0.35009080076766,0,0,0.160229684598742,0.238868566563595,0,0,0,0
"430","429",0.0618345969749991,0.231352402304898,0,0,0,0,0.486091238171185,0,0,0.220721762548917
"431","430",0,0,0.184889703122559,0.260112789516639,0.332409378913024,0.222588128447778,0,0,0,0
"432","431",0,0,0,0.377660655804176,0,0.622339344195824,0,0,0,0
"433","432",0,0,0,1,0,0,0,0,0,0
"434","433",0,0,0.235770983722099,0.764229016277901,0,0,0,0,0,0
"435","434",0,0,0,1,0,0,0,0,0,0
"436","435",0,0.269236412949557,0.276714203031353,0,0,0.303460908552364,0,0,0,0.150588475466726
"437","436",0.298463235061927,0,0.117534087957157,0.0634228598305808,0,0,0.316170330355941,0,0,0.204409486794394
"438","437",0,0,0.407668531073472,0,0,0.592331468926528,0,0,0,0
"439","438",0.17020919650265,0,0,0,0,0.455430956728459,0,0,0,0.374359846768891
"440","439",0,0.294208079967877,0,0.199106199759522,0,0.506685720272601,0,0,0,0
"441","440",0,0.627562601052829,0,0.248152403440488,0,0,0,0,0,0.124284995506683
"442","441",0,0,0,1,0,0,0,0,0,0
"443","442",0.115410233640881,0.204672169780068,0,0,0.161857965364554,0,0.380831776344191,0.137227854870306,0,0
"444","443",0,0.185456523787929,0,0.814543476212071,0,0,0,0,0,0
"445","444",0.452079466975411,0.208359220519109,0,0,0,0.33956131250548,0,0,0,0
"446","445",0,0,0,0.195860360362979,0,0.525430005505585,0,0.147623806559773,0.131085827571662,0
"447","446",0,0.865371462357802,0,0.134628537642198,0,0,0,0,0,0
"448","447",0,0.187704660850894,0,0.202612413406205,0,0.190617713936364,0.419065211806537,0,0,0
"449","448",0.318851173127027,0,0,0.351535608465282,0.264069877942183,0,0,0,0,0.0655433404655084
"450","449",0,0,0,0.216944071693024,0,0.783055928306976,0,0,0,0
"451","450",0.327363107653082,0,0.351004776723079,0,0,0,0,0,0,0.321632115623839
"452","451",0,0,0,0.199769351425482,0,0.569373484574428,0.23085716400009,0,0,0
"453","452",0.103201692773554,0.713228317280871,0,0.183569989945574,0,0,0,0,0,0
"454","453",0,0.835344362340104,0,0,0,0,0,0,0,0.164655637659896
"455","454",0,0,0,0.66322172504599,0.135789424943189,0.200988850010821,0,0,0,0
"456","455",0,0,0,0.408356989265472,0,0.26933983567569,0,0,0,0.322303175058838
"457","456",0,0.150788548900462,0,0.476943429269077,0,0.372268021830461,0,0,0,0
"458","457",0,0.196792667927652,0,0.165461577110189,0,0.338848417504876,0,0.298897337457283,0,0
"459","458",0,0.892097823720824,0,0.107902176279176,0,0,0,0,0,0
"460","459",0,0,0,0.538799846668044,0,0.461200153331956,0,0,0,0
"461","460",0.317874463750002,0,0,0,0,0.682125536249998,0,0,0,0
"462","461",0,0.193537006915533,0,0,0,0.304707098138443,0.358553465825349,0.143202429120675,0,0
"463","462",0,0,0.390353726259338,0.391363379795369,0,0.218282893945294,0,0,0,0
"464","463",0.345184293187084,0.291239697457016,0,0,0,0.3635760093559,0,0,0,0
"465","464",0,0.392556061334561,0.210479706909057,0.396964231756383,0,0,0,0,0,0
"466","465",0,0,0.428167867076472,0.20194012477259,0,0.369892008150938,0,0,0,0
"467","466",0.133673307970989,0.289553156979082,0,0.195135189936637,0,0.357667102440823,0,0,0.0239712426724695,0
"468","467",0,0.450745501045455,0,0.278690756430485,0,0.270563742524061,0,0,0,0
"469","468",0,0.172458963037706,0,0.827541036962294,0,0,0,0,0,0
"470","469",0,0.859381415889735,0,0.140618584110265,0,0,0,0,0,0
"471","470",0,0,0,0.313888860583681,0,0.510381706213717,0,0,0.175729433202602,0
"472","471",0,0.112085505135173,0,0.236212828895947,0,0.39693038539195,0,0,0,0.25477128057693
"473","472",0,0,0.281627038897548,0.159969828054592,0,0.403904323786515,0,0,0,0.154498809261345
"474","473",0,0.521843266996014,0,0.478156733003986,0,0,0,0,0,0
"475","474",0,0,0,0.421111680676874,0,0.294009053142761,0.284879266180365,0,0,0
"476","475",0,0.227124734188817,0.127526383412161,0.188879451936469,0,0.456469430462553,0,0,0,0
"477","476",0,0.168957007875987,0,0.648267807775471,0,0,0,0.182775184348543,0,0
"478","477",0.0977279778037188,0.392847812296509,0,0.275644358499255,0,0,0,0,0.233779851400518,0
"479","478",0.141858235173087,0,0,0.490928913353786,0,0.160739934020153,0,0,0.206472917452974,0
"480","479",0,0,0.24854281207485,0.270037365469565,0,0.481419822455584,0,0,0,0
"481","480",0,0.312251712830283,0,0.350880414198936,0,0.106164240304833,0,0,0,0.230703632665949
"482","481",0,0,0,0.257665283264076,0,0.614139368404398,0,0,0,0.128195348331526
"483","482",0,0,0,0.329357750022325,0,0,0.143237860303397,0,0,0.527404389674278
"484","483",0,0.561957541214669,0,0,0,0.438042458785331,0,0,0,0
"485","484",0.312064696920744,0,0,0.505847145801512,0,0,0,0,0,0.182088157277743
"486","485",0.146396458635719,0,0.540427913266348,0.14303604157877,0,0,0.170139586519163,0,0,0
"487","486",0,0.210805030023787,0.226401479996537,0.562793489979676,0,0,0,0,0,0
"488","487",0,0.216396814058774,0,0.187050078932486,0,0.474204809573093,0,0,0,0.122348297435648
"489","488",0,0,0,0.234753494069052,0,0.637063893156426,0,0,0,0.128182612774522
"490","489",0.104976384438746,0.592862792008875,0,0,0.0272140827215514,0.274946740830828,0,0,0,0
"491","490",0,0.195169803328029,0,0.444288393721142,0,0,0.360541802950829,0,0,0
"492","491",0,0.428490454130165,0,0.2772510679809,0,0,0,0,0,0.294258477888936
"493","492",0,0.606991395457153,0,0.393008604542847,0,0,0,0,0,0
"494","493",0,0.23251911579903,0,0,0,0.631865650920988,0,0,0.135615233279983,0
"495","494",0,0,0.515037277501336,0.484962722498664,0,0,0,0,0,0
"496","495",0,0,0,0.158764966865785,0,0,0.493340749425236,0.174891637956655,0,0.173002645752325
"497","496",0.317035830648366,0.181119682567383,0,0.501844486784251,0,0,0,0,0,0
"498","497",0,0.595973984934436,0,0.404026015065564,0,0,0,0,0,0
"499","498",0,0.707570713754215,0,0,0,0.292429286245785,0,0,0,0
"500","499",0,0.258175584862064,0,0.282423228893852,0,0.459401186244084,0,0,0,0
"501","500",0.168090938693565,0.223451283510811,0,0.118644048443677,0,0.489813729351947,0,0,0,0
"502","501",0.105361716473966,0.336964423315567,0,0.332192441263673,0,0.225481418946793,0,0,0,0
"503","502",0,0.129473921337721,0,0.49280720106483,0,0.377718877597448,0,0,0,0
"504","503",0.127068557734203,0.242117155074012,0,0.231894672647667,0,0.398919614544118,0,0,0,0
"505","504",0,0.177983683502019,0,0.117055727535419,0,0.257372268179535,0,0,0,0.447588320783028
"506","505",0.297474085772132,0,0.331704587830133,0,0,0,0,0,0.00989376698281377,0.360927559414922
"507","506",0,0.778697051907972,0,0.221302948092028,0,0,0,0,0,0
"508","507",0,0.146472190143417,0,0.36675888172088,0,0.486768928135703,0,0,0,0
"509","508",0,0.308626504886132,0,0.18044565984546,0,0.510927835268408,0,0,0,0
"510","509",0,0.188254545634831,0,0.341083955039944,0,0.349324677594296,0,0,0,0.12133682173093
"511","510",0,0.353533123592004,0,0.354659620825881,0,0.291807255582115,0,0,0,0
"512","511",0,0.231716178101549,0,0.135007619062116,0,0.406415111521391,0.203530583331924,0,0,0.02333050798302
"513","512",0,0.0402191980610306,0,0.554898641905504,0,0.404882160033465,0,0,0,0
"514","513",0,0,0,0.581983586176826,0,0.418016413823174,0,0,0,0
"515","514",0,0.341172078734976,0.142247871571499,0.326988237198865,0,0,0,0,0,0.18959181249466
"516","515",0,0,0,0.381717532304876,0.0324346943273253,0.585847773367799,0,0,0,0
"517","516",0.161466703282462,0,0,0.716312485537609,0,0.122220811179929,0,0,0,0
"518","517",0,0.214329495986987,0.503470009661816,0,0,0.282200494351197,0,0,0,0
"519","518",0,0,0,0.351000052093135,0,0.648999947906865,0,0,0,0
"520","519",0.108066282948212,0,0.793394798834139,0.0985389182176491,0,0,0,0,0,0
"521","520",0,1,0,0,0,0,0,0,0,0
"522","521",0.194560939827738,0.181890441896998,0,0,0,0,0,0,0.623548618275264,0
"523","522",0.481885625354205,0,0,0,0,0.518114374645795,0,0,0,0
"524","523",0,0.564536109625326,0,0.435463890374674,0,0,0,0,0,0
"525","524",0,0,0,0.225498717834917,0,0.552316751115889,0.222184531049194,0,0,0
"526","525",0,0.332575506990136,0,0.501440236749616,0,0,0,0,0.165984256260248,0
"527","526",0,0.134631657412741,0,0.482934860587185,0,0,0,0,0.172392259114406,0.210041222885668
"528","527",0.216544389054718,0,0,0.518120153327031,0,0,0.265335457618251,0,0,0
"529","528",0,0.35066828670783,0,0.171807191172833,0,0.168573685748979,0,0.167786729279345,0,0.141164107091012
"530","529",0,0.165947433247223,0,0.201451564339075,0,0.632601002413702,0,0,0,0
"531","530",0,0.125514911904419,0,0.291891088618787,0,0.385914722324041,0,0,0,0.196679277152753
"532","531",0,0.683122956611714,0,0,0,0.316877043388286,0,0,0,0
"533","532",0.109700744646594,0,0,0.415572421203425,0,0.392953561945516,0.0817732722044649,0,0,0
"534","533",0,0,0,0.393315797763178,0,0.11631543613696,0.428766364562467,0,0,0.0616024015373958
"535","534",0,0.358469445853705,0,0.299726500224033,0,0.110703338748378,0.231100715173884,0,0,0
"536","535",0,0,0.140097806930751,0.173088724155561,0,0.527052904327389,0,0,0.159760564586299,0
"537","536",0.275039994223723,0,0.225374422442892,0.224295191374035,0,0,0,0,0,0.27529039195935
"538","537",0,0.681866687103086,0,0.318133312896914,0,0,0,0,0,0
"539","538",0,0,0,0.481377038377289,0,0.354479607831718,0,0,0.164143353790992,0
"540","539",0.13587400877031,0.285619803729258,0,0,0,0.578506187500433,0,0,0,0
"541","540",0,0.30152066565753,0.358728442807169,0.273271376469429,0.0664795150658728,0,0,0,0,0
"542","541",0,0.625806900881508,0,0.374193099118492,0,0,0,0,0,0
"543","542",0,0.816963514223006,0,0,0,0.183036485776994,0,0,0,0
"544","543",0,0.493031879372961,0,0.317106057772171,0,0,0,0,0.189862062854868,0
"545","544",0.096550869170442,0.394115015520023,0,0,0.0544845376671247,0.253323415096648,0,0,0,0.201526162545763
"546","545",0,0.150983213422476,0,0.442096628083942,0,0.406920158493582,0,0,0,0
"547","546",0.119389586221853,0,0,0.24601081510763,0,0.508873448338002,0,0,0,0.125726150332515
"548","547",0,0,0,0.231018780669022,0.107267127438107,0,0.345098532201217,0.316615559691654,0,0
"549","548",0,0.361031150890773,0.144309994649467,0.430339495368813,0,0,0,0.0643193590909463,0,0
"550","549",0,0,0,0.456825301391804,0,0.543174698608196,0,0,0,0
"551","550",0,0.413934831934109,0,0.109107587962366,0,0.129534209367618,0,0,0,0.347423370735908
"552","551",0,0.304277604822186,0.440836372592521,0,0,0,0,0,0,0.254886022585293
"553","552",0,0,0,0,0,1,0,0,0,0
"554","553",0,0,0,0,0.606583324649742,0,0,0,0.393416675350258,0
"555","554",0,1,0,0,0,0,0,0,0,0
"556","555",0,0.566254973836357,0,0.126525540713793,0.307219485449851,0,0,0,0,0
"557","556",0,0,0,0.153703951197224,0,0.449553631214795,0,0,0,0.396742417587981
"558","557",0,0.327350781651076,0,0,0.672649218348924,0,0,0,0,0
"559","558",0,0.250671058152382,0,0.319664172564911,0.429664769282707,0,0,0,0,0
"560","559",0.328874365405505,0.525295558894212,0,0,0,0.145830075700282,0,0,0,0
"561","560",0,0.489357453665923,0,0,0,0.298085604107384,0,0,0,0.212556942226693
"562","561",0.108162047819473,0.43462011889176,0,0,0.386272999881021,0,0,0,0,0.0709448334077451
"563","562",0,0.162447497772591,0,0,0,0.837552502227409,0,0,0,0
"564","563",0.303650249359918,0,0,0.444699851132162,0,0,0,0,0,0.25164989950792
"565","564",0,0,0,0,0,1,0,0,0,0
"566","565",0.307940186108155,0.21997714076023,0,0.180791078575564,0,0.254612213786423,0,0,0,0.0366793807696278
"567","566",0,0.375215327779818,0,0.624784672220182,0,0,0,0,0,0
"568","567",0,0.870768471852408,0,0,0,0.129231528147592,0,0,0,0
"569","568",0,0.774886427532251,0,0.225113572467749,0,0,0,0,0,0
"570","569",0,0.418711037534689,0,0.581288962465311,0,0,0,0,0,0
"571","570",0.149747971826845,0,0,0.251198434639608,0,0.599053593533546,0,0,0,0
"572","571",0,0.658833338605353,0,0,0,0.341166661394647,0,0,0,0
"573","572",0,0.658214709550936,0.341785290449064,0,0,0,0,0,0,0
"574","573",0,0.293335587595013,0,0,0,0.230305012252315,0,0,0.254720064480471,0.221639335672201
"575","574",0,0,0,0,0,0.777212777134186,0,0,0,0.222787222865814
"576","575",0.175553675498873,0.608068792288448,0,0,0,0,0,0,0.216377532212679,0
"577","576",0.255998749587899,0.331269517874099,0,0.363505135471359,0,0.0492265970666439,0,0,0,0
"578","577",0,0,0,0.35125807070581,0,0.123891033239807,0,0.15157364999587,0.119936482888526,0.253340763169987
"579","578",0,0.640017443251421,0.200745751573984,0,0,0.047259252701862,0.111977552472733,0,0,0
"580","579",0,0.539170985990806,0,0,0,0.460829014009193,0,0,0,0
"581","580",0,0,0,0.819141797953217,0,0,0,0,0,0.180858202046783
"582","581",0,0.540122922277618,0,0.255876001640373,0,0.180059008278769,0,0,0,0.0239420678032401
"583","582",0.368703034954104,0,0,0,0.15049080609018,0,0,0,0.480806158955716,0
"584","583",0,0,0,1,0,0,0,0,0,0
"585","584",0.385730587208856,0,0,0.366808964103436,0,0.102257707908997,0,0.14520274077871,0,0
"586","585",0.140604174310237,0,0,0.425480795289448,0,0.110316157310618,0.154684843549264,0,0,0.168914029540433
"587","586",0.261141982203445,0.246370618005011,0.123694752773394,0.146808036278464,0,0.221984610739687,0,0,0,0
"588","587",0.135686286924656,0.40458746797437,0,0.233849745663301,0,0.130106651628364,0,0,0,0.0957698478093081
"589","588",0.173380583125223,0,0,0.459901161868754,0,0.366718255006023,0,0,0,0
"590","589",0,0,0,1,0,0,0,0,0,0
"591","590",0,0.501557181610899,0,0.354007948516867,0,0.144434869872234,0,0,0,0
"592","591",0,0,0,0.863559710409223,0,0,0,0.136440289590777,0,0
"593","592",0,0,0,0.296923354268341,0.248014979743302,0.00504228485965104,0.17364057199253,0,0,0.276378809136176
"594","593",0.198754621262446,0,0.559617803332297,0,0,0,0,0.241627575405257,0,0
"595","594",0,0,0,0,0,0.504387184067711,0,0.20588426593709,0,0.289728549995199
"596","595",0.104934183307765,0,0,0.204352446233962,0,0.383165421627,0,0,0,0.307547948831274
"597","596",0,0,0,0.410297210025852,0,0.0846645093669654,0.505038280607182,0,0,0
"598","597",0.123284334335375,0.410892174966057,0.177402866976805,0,0,0,0,0,0.288420623721764,0
"599","598",0,0,0,0.123668124955187,0,0.735840597623456,0.140491277421357,0,0,0
"600","599",0,0,0.119646581222834,0.296906804483728,0.451128662245975,0,0,0.132317952047463,0,0
"601","600",0,0.566738189235992,0,0,0,0.327491993388741,0,0,0.105769817375267,0
"602","601",0,0,0,0,0,0.364781298979523,0.292437398404626,0,0,0.34278130261585
"603","602",0.15251638130596,0.254170018973411,0,0.312772017243842,0.280541582476788,0,0,0,0,0
"604","603",0,0.669382512661045,0,0,0,0.330617487338955,0,0,0,0
"605","604",0,0.275383248766107,0,0.724616751233893,0,0,0,0,0,0
"606","605",0,0.433716163195235,0,0,0,0.445248797215651,0,0,0.121035039589114,0
"607","606",0.13985109737093,0.755322628633959,0,0.104826273995111,0,0,0,0,0,0
"608","607",0,0,0,0.380304512435156,0.301414323409127,0.318281164155717,0,0,0,0
"609","608",0,0.773322928004328,0,0.226677071995672,0,0,0,0,0,0
"610","609",0,0.632263929530206,0,0.203394785465197,0,0,0,0,0.164341285004597,0
"611","610",0.157695247784272,0.120855588030769,0,0.0818837639434469,0,0.258220299642007,0,0,0,0.381345100599505
"612","611",0,0,0,0,0,0.491484556954841,0.383369239252679,0.12514620379248,0,0
"613","612",0,0.430378348856937,0,0.137616893930451,0,0.102929672681849,0,0,0.0141008522876781,0.314974232243085
"614","613",0,0.375163562298934,0,0,0,0.263458693351976,0,0,0,0.36137774434909
"615","614",0,0.873109375439297,0,0.126890624560703,0,0,0,0,0,0
"616","615",0.22126361362392,0,0,0,0.278241674972619,0.188876166222313,0,0,0.146868271564866,0.164750273616282
"617","616",0,1,0,0,0,0,0,0,0,0
"618","617",0.678073987747919,0,0,0.321926012252081,0,0,0,0,0,0
"619","618",0,0.427696563865286,0,0.32369463912505,0,0.248608797009664,0,0,0,0
"620","619",0.258381431524708,0.360450224963329,0,0,0,0.381168343511962,0,0,0,0
"621","620",0,0.536437125034782,0,0.248878433143554,0,0.214684441821664,0,0,0,0
"622","621",0,0.849105651813377,0.0203303030126508,0.130564045173973,0,0,0,0,0,0
"623","622",0.60091914820052,0,0,0.201257862812991,0,0,0,0,0.197822988986489,0
"624","623",0,0.562798738415762,0,0,0,0.437201261584238,0,0,0,0
"625","624",0,0.305844352109172,0,0.265518785886774,0,0.158588150923684,0,0,0,0.27004871108037
"626","625",0.11906001539188,0,0,0.350950906603771,0,0.231922748139602,0.179046349352051,0,0.119019980512696,0
"627","626",0,0,0,0,0,0.291769637948033,0.537519022403299,0.170711339648669,0,0
"628","627",0.167424750584824,0,0.267189668889067,0.215901519701143,0,0.223401690014723,0.126082370810243,0,0,0
"629","628",0.169430610412423,0.209344981217959,0,0.42318715933851,0,0.198037249031108,0,0,0,0
"630","629",0,0.171007682056758,0,0.360871030391994,0,0.260462951819599,0,0,0,0.20765833573165
