,0
0,0.23184641508939383
1,0.6518461880538953
2,0.5300757138785416
3,0.29663659863771624
4,0.2797834341571428
5,0.9023833673401433
6,0.5806995530360177
7,0.39195672011589183
8,0.6843937346285772
9,0.7843146067394662
10,0.8662246058931868
11,0.9752133176214249
12,0.8945373932090506
13,0.5822055275748109
14,0.22608726094154716
15,0.7904932076472422
16,0.6640481165013193
17,0.3027896013902266
18,0.3724196307526489
19,0.7869083168816441
20,0.6272858840566491
21,0.9579529837883572
22,0.8755517151755031
23,0.77834856948084
24,0.9246146986317177
25,0.8386039599212249
26,0.6632831383572045
27,0.5985041555291633
28,0.02637719997484048
29,0.06640329591695147
30,0.48813113271024605
31,0.7908280017081505
32,0.7364736242084734
33,0.741995050502507
34,0.8664214629070367
35,0.9434798027406635
36,0.9581208938283705
37,0.9340953084685115
38,0.6673934293248281
39,0.9204961730964881
40,0.806299045012173
41,0.4245989289514087
42,0.6432216534188828
43,0.784823699324591
44,0.6925880766903465
45,0.8592351360230336
46,0.9431286111276327
47,0.6157848725906317
48,-0.02081606001614724
