,F1-score,Precision,Recall
0.1,0.8920863309352518,0.9474921630094044,0.8428023701638201
0.2,0.8290277125410991,0.8580456976178902,0.8019082235347569
0.3,0.7456310679611651,0.7564018384766907,0.7351627313337588
0.01,0.9037583421145066,0.9654784240150094,0.8494552657642787
0.001,0.9013837799964968,0.9600746268656717,0.8494552657642787
