,F1-score,Precision,Recall
0.1,0.8314359162688211,0.9121676067687349,0.7638326585695007
0.2,0.7522018567007855,0.8355367530407192,0.683982683982684
0.3,0.6550783912747103,0.6913669064748201,0.6224093264248705
0.01,0.8487323464352561,0.9155653450807636,0.7909927053599747
0.001,0.8474345905538565,0.9125503110135382,0.7909927053599747
