"","cell_ID","NK","CD4_T","Alveolar_Type_2","CD8_T","Monocytes","Macrophage","Alveolar_Type_1","Endothelial","DC","Fibroblast","Mast","B_cells","Muscle_cells","Proliferating_NK_T","Ciliated","Plasma","Club cell","Basal","Proliferating_Macrophage"
"127","126",0,0.149837216301172,0.145147057845204,0,0,0,0,0.705015725853624,0,0,0,0,0,0,0,0,0,0,0
"128","127",0.642676467361223,0,0,0,0,0,0,0.357323532638777,0,0,0,0,0,0,0,0,0,0,0
"129","128",0.239606989623897,0,0,0,0,0,0.264816699570037,0,0,0,0,0,0.495576310806066,0,0,0,0,0,0
"130","129",0,0,0.158816342561407,0.127352579227591,0,0.533893871823055,0,0.0776429221378149,0,0,0,0,0,0,0,0,0,0,0.102294284250131
"131","130",0,0,0,0,0,0.366784025673785,0,0,0,0,0,0,0.103085352580591,0,0,0.385714697657043,0,0,0.144415924088581
"132","131",0,0,0.443871729982443,0,0,0.556128270017557,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","132",0,0,0,0,0,0,0,0.276772130388398,0,0,0.723227869611602,0,0,0,0,0,0,0,0
"134","133",0,0,0.261357497562385,0,0,0.605428772152293,0,0.120308569211666,0,0,0,0,0,0,0,0,0,0,0.0129051610736562
"135","134",0,0,0.498625551381488,0,0.125643900024014,0.128476787134522,0,0,0,0,0,0,0,0,0,0,0,0,0.247253761459975
"136","135",0,0,0,0,0,0.790690148047202,0,0.0599776137196595,0,0,0,0,0,0,0.149332238233139,0,0,0,-5.58952783933584e-19
"137","136",0,0,0,0,0.0951628665026021,0.757389805537378,0,0,0,0.135396476848527,0,0,0,0,0,0,0,0,0.0120508511114929
"138","137",0.0949861450125828,0.290761929190947,0,0.158139903439537,0,0.310505310000181,0,0.0706440549906941,0,0.0749626573660583,0,0,0,0,0,0,0,0,0
"139","138",0,0.144663904456215,0,0,0,0,0,0.220022588499414,0,0,0.131343459661547,0.174027424812983,0,0,0,0.329942622569842,0,0,0
"140","139",0.532075263394377,0,0,0,0,0.467924736605623,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","140",0,0,0,0,0.0886031143156645,0.735677550179652,0,0.175719335504683,0,0,0,0,0,0,0,0,0,0,0
"142","141",0,0.245041183354584,0,0.111906918677796,0,0.436209554854972,0,0.206842343112648,0,0,0,0,0,0,0,0,0,0,0
"143","142",0,0,0.186539345918678,0,0,0.513887392015588,0,0.282663827485961,0,0,0,0,0,0,0,0,0,0,0.0169094345797735
"144","143",0,0.0188384672127246,0,0.166442771256202,0,0.753888658927204,0,0.0575404204588273,0,0,0,0,0,0,0,0,0,0,0.00328968214504239
"145","144",0.176076281586248,0,0,0,0,0,0.788970306931469,0,0,0,0,0,0,0,0,0,0,0,0.0349534114822838
"146","145",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","146",0,0,0,0,0.129846462076975,0.655178068061487,0,0.166217934006139,0,0,0,0,0,0,0,0,0,0,0.0487575358553988
"148","147",0.0939490117771231,0.134948691591259,0,0.0309486506304716,0.0181999204031856,0,0,0,0.536281047796503,0.185672677801458,0,0,0,0,0,0,0,0,0
"149","148",0,0,0,0,0,0.816734473056445,0,0.170637969878644,0,0,0,0,0,0,0,0,0,0,0.0126275570649106
"150","149",0,0.0831200893618932,0,0,0,0,0,0.331621783383531,0,0,0.585258127254576,0,0,0,0,0,0,0,0
"151","150",0,0,0,0,0,0.799011462529192,0,0,0,0,0,0,0,0,0,0,0,0,0.200988537470808
"152","151",0.099230204495463,0.116139894314617,0,0.200889655394862,0,0,0,0.52117964039271,0,0,0,0,0,0.0625606054023494,0,0,0,0,0
"153","152",0,0,0.481313348786315,0,0.11483472894253,0.168131396473717,0.185657598841986,0.0500629269554522,0,0,0,0,0,0,0,0,0,0,0
"154","153",0.0996375470761258,0.182349929334264,0.71801252358961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","154",0,0,0,0.340303975363452,0,0,0,0.659696024636548,0,0,0,0,0,0,0,0,0,0,0
"156","155",0,0,0,0.430284996347147,0.0855890158317175,0,0,0.0537874499040315,0,0,0.428726767780797,0,0,0.00161177013630775,0,0,0,0,0
"157","156",0,0,0.540724679848426,0,0,0,0.137278593591698,0.0685628394183256,0,0.147372597154852,0.106061289986698,0,0,0,0,0,0,0,0
"158","157",0.287163241213976,0,0,0,0,0,0,0.712836758786024,0,0,0,0,0,0,0,0,0,0,0
"159","158",0,0.205924143179258,0,0,0,0.562245556580644,0,0,0,0,0,0.140263443006768,0,0,0,0,0,0,0.0915668572333297
"160","159",0,0,0,0,0,0.964022496574249,0,0.0359775034257507,0,0,0,0,0,0,0,0,0,0,0
"161","160",0,0,0,0,0,0.615649392916136,0,0,0,0,0,0,0,0,0,0.285211397023642,0,0,0.0991392100602217
"162","161",0,0,0.296386227712385,0,0,0,0,0.220315536783815,0,0,0,0,0,0,0.4832982355038,0,0,0,0
"163","162",0,0.101295498608222,0,0,0,0.682306213297958,0,0.164614980155071,0,0,0,0,0,0,0,0,0,0,0.0517833079387488
"164","163",0,0,0,0,0,0,0.673985812292514,0.326014187707485,0,0,0,0,0,0,0,0,0,0,0
"165","164",0.150066920683348,0,0,0,0,0.748746547570865,0,0.101186531745787,0,0,0,0,0,0,0,0,0,0,0
"166","165",0,0,0.322577159190342,0,0.0973932513907207,0.247950162279453,0,0,0,0,0,0.144120836350333,0,0,0,0,0.120849511248732,0,0.06710907954042
"167","166",0.247571844967299,0.0972040689116963,0,0,0,0.307029676150344,0,0,0,0,0,0.243310277113161,0,0,0,0,0,0,0.104884132857499
"168","167",0,0,0.143102219702613,0,0,0.476150753182795,0,0.116059946927064,0,0,0,0,0,0,0,0,0,0,0.264687080187528
"169","168",0,0,0.123891549284357,0,0,0.750431979539764,0,0.0924477110237754,0,0,0,0,0,0,0,0,0,0,0.0332287601521033
"170","169",0,0,0,0,0,0.49787454502773,0,0,0,0,0,0,0,0,0.404929619129795,0,0,0,0.0971958358424748
"171","170",0.048691181558981,0.0374003764176553,0,0.179030194119757,0,0.536134168476379,0,0.19534361823933,0,0,0,0,0,0,0,0,0,0,0.00340046118789753
"172","171",0,0.100243663351118,0,0,0,0,0,0.373978446726961,0,0.525777889921921,0,0,0,0,0,0,0,0,0
"173","172",0,0,0,0,0.0766816320592067,0.814722239632773,0,0,0,0,0,0,0,0,0,0,0,0,0.108596128308021
"174","173",0,0,0,0,0.169703117161587,0.262454264769373,0,0,0,0,0,0,0,0,0.204434166929997,0,0,0,0.363408451139043
"175","174",0,0,0,0,0,0.898399540840972,0,0.0339175074244298,0,0.0676829517345985,0,0,0,0,0,0,0,0,0
"176","175",0.0120162388127099,0,0,0.169150078238948,0,0.653822887393739,0,0,0,0.0653607659861026,0,0,0,0,0.0996500295684998,0,0,0,0
"177","176",0,0,0,0,0,0.427824769655411,0,0.572175230344589,0,0,0,0,0,0,0,0,0,0,0
"178","177",0,0.141248284765304,0,0,0,0.776289163520683,0,0,0,0,0,0,0,0,0,0,0,0,0.0824625517140137
"179","178",0,0,0,0,0.20244690382337,0.23903900365705,0,0,0,0,0,0,0,0,0,0,0.376103383437538,0,0.182410709082042
"180","179",0,0,0,0,0,0.177296796199226,0,0.212407338810446,0,0,0,0,0,0,0.610295864990328,0,0,0,0
"181","180",0,0.119002109296843,0,0.0601240142666033,0,0.677286401520426,0,0.0575009502507763,0,0,0,0,0,0,0,0,0,0,0.0860865246653508
"182","181",0,0,0,0,0,0.30054135199447,0,0,0,0,0.132973256552794,0,0,0,0,0,0,0,0.566485391452736
"183","182",0.141384504251944,0,0,0,0,0.347566152761445,0,0,0,0,0.210453976397738,0,0,0,0.300595366588873,0,0,0,0
"184","183",0,0,0,0.103526196132445,0,0.896473803867555,0,0,0,0,0,0,0,0,0,0,0,0,1.34646546811425e-19
"185","184",0,0,0.260189208656418,0,0,0.525055162839105,0,0.214755628504477,0,0,0,0,0,0,0,0,0,0,0
"186","185",0,0,0,0.15971762867879,0,0.581490353525225,0,0.249327951906666,0,0,0,0,0,0,0,0,0,0,0.00946406588931937
"187","186",0,0,0,0,0,0.394079975449371,0,0,0.254494977723844,0,0,0.305122429460856,0,0,0,0.0463026173659285,0,0,0
"188","187",0.291129505455661,0.485745700624836,0,0,0,0,0,0.223124793919503,0,0,0,0,0,0,0,0,0,0,0
"189","188",0,0,0,0,0.0752368553154567,0.758045315077628,0,0.133557998526909,0,0,0,0,0,0,0,0,0,0,0.0331598310800063
"190","189",0,0,0,0,0,0.663802641374479,0,0,0,0.207576640769356,0,0,0.127748159200037,0,0,0,0,0,0.000872558656127956
"191","190",0,0,0,0.130885583077789,0,0.290486260010488,0,0,0,0,0,0,0,0,0.26675752794675,0,0,0,0.311870628964974
"192","191",0,0.111854768602763,0,0,0,0.888145231397237,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","192",0,0,0,0,0.200605099645021,0.432927966607189,0.36646693374779,0,0,0,0,0,0,0,0,0,0,0,0
"194","193",0,0,0,0,0,0.475299944799455,0,0,0,0,0.128125067179837,0,0,0,0,0,0,0,0.396574988020708
"195","194",0.0636723743021627,0,0.257494612179033,0,0,0,0.108559143862583,0,0,0,0.211077306301675,0,0,0.359196563354546,0,0,0,0,0
"196","195",0,0.0923998252697304,0,0,0,0.592312608917634,0,0,0,0,0,0,0,0,0,0.184794264196313,0,0,0.130493301616323
"197","196",0,0,0,0,0,0,0.181653348661412,0.274960243737816,0,0,0,0.120327672502838,0,0,0.275087954374267,0,0.147970780723668,0,0
"198","197",0,0.940291233466028,0,0,0,0,0,0.0597087665339721,0,0,0,0,0,0,0,0,0,0,0
"199","198",0,0,0,0,0,0,0,0.00641832525708389,0,0.130215108289585,0,0,0,0,0.863366566453332,0,0,0,0
"200","199",0,0,0.46396575520276,0,0,0.265758384933386,0,0.245598409355394,0,0,0,0,0,0,0,0,0,0,0.0246774505084602
"201","200",0.603513463182923,0,0,0,0,0,0,0.396486536817077,0,0,0,0,0,0,0,0,0,0,0
"202","201",0,0.17431542941176,0,0,0,0.654527421531124,0,0,0,0,0,0,0,0,0,0,0,0,0.171157149057116
"203","202",0,0,0.265833022251493,0,0,0,0.0667572663066741,0.533354076329341,0,0,0,0.134055635112491,0,0,0,0,0,0,0
"204","203",0,0,0,0,0,0.848632262455744,0,0,0,0,0,0,0,0,0,0,0.138179519524418,0,0.0131882180198385
"205","204",0.0609807083602481,0,0,0,0,0.579569111818995,0,0.288211124359852,0,0,0,0,0,0,0,0,0,0,0.0712390554609057
"206","205",0,0,0,0,0,0.267699366077891,0,0,0,0,0.138826905456296,0.156136762215733,0,0,0,0,0.134995697094482,0,0.302341269155597
"207","206",0,0,0,0,0.105235754648812,0.786263467534758,0,0.108500777816431,0,0,0,0,0,0,0,0,0,0,0
"208","207",0.0942821104511459,0,0,0,0,0.659735325467106,0,0,0,0,0,0,0,0,0,0,0,0,0.245982564081748
