,F1-score,Precision,Recall
0.1,0.474293059125964,0.5101970273072934,0.4431101771239868
0.2,0.42867084203201117,0.44963503649635034,0.4095744680851064
0.3,0.3695014662756599,0.3681519357195033,0.3708609271523179
0.01,0.4712158808933003,0.4290555806597379,0.5225646670335719
0.001,0.4471935853379153,0.38304552590266877,0.5371491469455146
