"","cell_ID","Exc L2-3 RORB CCDC68","Inh L3-5 VIP TAC3","Exc L5-6 FEZF2 FILIP1L","Exc L5 THEMIS SLC22A18","Exc L6 THEMIS SNTG2","OPC L1-6 PDGFRA COL20A1","Exc L5-6 FEZF2 C9orf135-AS1","Oligo L2-6 OPALIN FTH1P3","Inh L5-6 PVALB GAPDHP60","Exc L3-5 RORB LNX2","Inh L3-5 VIP IGDCC3","Inh L1-3 SST FAM20A","Exc L5-6 FEZF2 IFNG-AS1","Inh L5-6 PVALB ZFPM2-AS1","Inh L1-3 VIP FNDC1","Exc L2 LINC00507 GLRA3","Inh L1 LAMP5 NMBR","Inh L5-6 LAMP5 CRABP1","Exc L5-6 FEZF2 SH2D1B","Inh L1-2 SST CLIC6","Exc L3 LAMP5 CARM1P1","Inh L5 SST RPL35AP11","Astro L1-6 FGFR3 PLCG1","Inh L1 LAMP5 RAB11FIP1","Exc L3 RORB OTOGL","Exc L6 THEMIS LINC00343","Inh L1 LAMP5 BMP2","Micro L1-6 TYROBP CD74","Exc L6 FEZF2 KLK7","Inh L5 PVALB LRIG3","Inh L1-5 VIP SMOC1","Inh L2-5 PVALB HHIPL1","Inh L1-6 LAMP5 AARD","Exc L3 THEMIS ENPEP","Inh L1 PAX6 MIR101-1","Exc L3-5 RORB RPRM","Inh L5-6 SST ISX","Inh L5-6 SST C4orf26","Inh L1 PVALB SST ASIC4","Exc L5 THEMIS LINC01116","Inh L1-6 PVALB COL15A1","Oligo L3-6 OPALIN LRP4-AS1","Exc L3-5 FEZF2 ASGR2","Inh L1-2 SST CCNJL","Exc L2-3 LINC00507 DSG3","Exc L5 RORB MED8","Inh L2-5 PVALB RPH3AL","Inh L3-5 SST GGTLC3","Oligo L5-6 OPALIN LDLRAP1","Inh L5-6 SST KLHL1","Inh L1-6 LAMP5 CA1","Oligo L3-6 OPALIN ENPP6","Inh L1-2 VIP HTR3A","Exc L5-6 THEMIS SMYD1","Astro L1 FGFR3 SERPINI2","Inh L3 PVALB SAMD13","Inh L5-6 PVALB MEPE","Inh L3-5 VIP HS3ST3A1","Inh L2 PAX6 FREM2","Exc L3-5 RORB LINC01202","Exc L6 FEZF2 POGK","Exc L6 FEZF2 FFAR4","Exc L6 THEMIS SLN","Exc L6 FEZF2 PROKR2","Exc L5-6 THEMIS TNFAIP6","Inh L1-5 VIP PHLDB3","Inh L2 PVALB FRZB","Exc L5 THEMIS VILL","Inh L5-6 PVALB SST CRHR2","Inh L3-5 PVALB ISG20","Exc L5-6 FEZF2 LPO","Exc L3-5 RORB TNNT2","Inh L1-2 VIP WNT4","Inh L1 SST DEFB108B","Endo L2-5 NOSTRIN SRGN","Inh L5-6 SST PAWR","Inh L1 VIP KLHDC8B","Exc L2-3 RORB PTPN3","Inh L5-6 SST BEAN1","Inh L1-6 LAMP5 NES","Exc L2 LAMP5 KCNG3","Exc L5 THEMIS FGF10","Exc L2-3 RORB RTKN2","Exc L5 FEZF2 NREP-AS1","Inh L5-6 PVALB KCNIP2","Inh L2 VIP SLC6A16","Inh L5-6 SST PIK3CD","Inh L1-3 VIP CBLN1","Inh L6 SST TH","Astro L1-6 FGFR3 AQP1","Exc L5 THEMIS RGPD6","Exc L5-6 FEZF2 OR1L8","Exc L5 FEZF2 RNF144A-AS1","Inh L2-3 SST NMU","Inh L3-5 SST CDH3","Inh L1-2 VIP EXPH5","Inh L3-5 SST OR5AH1P","Inh L1 PAX6 CHRFAM7A","Inh L1-3 VIP HSPB6","Exc L5 FEZF2 PKD2L1","Inh L1-2 PVALB CDK20","Inh L3-6 VIP ZIM2-AS1","Exc L5 FEZF2 CSN1S1","Oligo L2-6 OPALIN MAP6D1","Inh L1 SST P4HA3","Inh L3-6 VIP UG0898H09","Inh L1-3 VIP CHRNA2","Inh L1-2 VIP PTGER3","Inh L5-6 PVALB FAM150B","Exc L2 LINC00507 ATP7B","Inh L1-6 SST NPY","Inh L2-5 VIP BSPRY","Inh L1-2 SST PRRT4","Exc L5-6 FEZF2 CFTR","Inh L5-6 VIP COL4A3","Inh L1-2 VIP SCML4","Inh L3-6 PAX6 LINC01497","Exc L6 FEZF2 PDYN","Inh L1 LAMP5 PVRL2","Inh L1-6 VIP SLC7A6OS","Inh L2-5 VIP SOX11","VLMC L1-5 PDGFRA COLEC12","Exc L3-5 RORB LAMA4","Inh L1-5 VIP LINC01013","Inh L5-6 SST FBN2","Inh L1-5 VIP CD27-AS1","Exc L3-5 FEZF2 LINC01107","Inh L5-6 SST DNAJC14"
"548","547",0,0,0.299424166499143,0,0,0,0,0,0,0,0,0,0,0,0.462892270110151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23923939620934e-19,0,0,0.0691992565101068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107015950665487,0.061468356215112,0
"549","548",0,0,0.00052407226129385,0,0,0,0,0,0,0,0,0,0,0,0.32401961429472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04840703721714e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330849324922437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341859712398858,0.00274697128198677,0
"550","549",0.572294831172728,0,0,6.09221212551747e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280313794633085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089613729995496,0,0,0,0,0,0,0.0577776441986915,0,0,0,0,0,0,0,0,0,0,0,0,0
"551","550",0,0,0,0.489762113817087,0,0,0,0,0,0,0,0,0,0,4.33030047912475e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00545106474386402,0,0,1.06773123567367e-18,0,0,0,0,0,0,0.000286701412050735,0,0,0.010210497645752,0,0,0,0,0,0,0,0,0,0,0,0,-1.15834302263129e-17,0,0,0,0,0,0,0,0,0,0.0764703524441763,0,0.000301682330496646,0,4.1122715377525e-18,0,9.04169928700031e-20,0,0,0,0.000536536708452425,0,0,0,0,0,0,0,0,0.415350532291382,0,0,0,0,4.48545639508278e-06,0,0,0,0,-5.48787418584643e-18,0.0015827301455525,0,0,0,0,0,0,0,0,2.3838785407146e-19,0,0,0,0,0,0,0,0,3.95659643101242e-20,0,-5.98424113002881e-19,0
"552","551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175848114116319,0,0,0,0,0,0.685018462026633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572794935210255,0,0,0.0107354167566833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025573556273704,0,0,0,0,0,0.0708627780166022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"553","552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00430562229015646,0,0.142956647539822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327314163256326,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98814805832001e-08,0,0,0.0381579429494475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358576405906365,0,0,0,0,0,0,0,0,0,0,0.423271885107096,0,0,0,0,0,0,0,0,0,0,0,0
"554","553",0.0328535104888244,0,5.312498538343e-17,0,0,0,0.389192489628075,0,0,0,0,0,0,0,0.0316059129327349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159211845212772,0,0,0,0,0,-2.77058500485682e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186215003133586,0,0,0,0,-4.75996108748378e-18,0,0,0,0,0,0.0138969386577083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282678004183026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115700918212125,0,0,0,0,0,0,0,0.0586652928731583,0,0.0201396991993561,0
"555","554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087086153037352,0,0,3.12303330918029e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37772339460297e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87345854273437e-18,0,0,0,3.38578125486519e-07,0,0.888569027991902,0,0,0,1.44922423703564e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243115337135877,0,0,0,0,0,0,0,0,0,0,0,2.53344470092597e-07,6.25622554535999e-20,0,0,0,0,0,0,0,0
"556","555",0,0,0,0,0.0766313419939018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13665687411765e-18,1.02750621924171e-06,0,0,0,0,0.0485554899369337,0,0,0,0,0,0.0870112682153057,0,-3.73915531862559e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83290634121668e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.00598031439505617,0,0,0,0,0,0,0,0,0,-4.15353547888154e-18,0,0,0,0,0,0.48638246578375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295437512568421,0,0,0,0,0,0,0,0,0,0,0,1.96309777319424e-07,1.41052220882062e-18,0,0,0,0,0,0,0,0
"557","556",0.160767439096884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132139343658482,0.05784498336716,0,0,0,0,0.276485082851637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67654337602268e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08995726514523e-05,0,-1.06130617502581e-17,0,0,0,0.178117145031903,0,0,0,0,0,0,-1.57093793578691e-17,0,0,0,0,0,0,0.0993673334526869,0,0,0,5.85407532869952e-18,0,0,0,0,0,0,0,0,0,0,-2.16974804862461e-18,0,0,0,0,0,0,0,0,4.33042874722828e-05,0,0.0951997921377475,0
"558","557",0,0,0,0,0.308272741851264,0,0,0,0,0,0,0,0,0,0.177533157230507,0.067481445980432,0,0.197555149502719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07158003908052e-18,0.000446318420207182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19503729339638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109818310739522,1.93339155190376e-17,0,0,0.000781211113724891,0,0.000331160992745001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33274433870837e-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423134892317641,0,0,0,0,0,0,0.00914984917286184,0
"559","558",0,0,0.164446803492873,0,0,1.87700808078517e-20,0,0,0,0,0,0,0,0,0.188369483674552,0,0,0,0,0.0189963504438996,0,0,0,0,0,0,0,0,0.322268559458331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.278116872141e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228879160418935,0.0770396425114096,0
"560","559",0.148374523729261,0,0.65907046816721,9.75565366234796e-08,0,0,0,0,0,0,0,0,0,0,0.0950346719311107,0,0,0,0,0,0,0,0,0,0,0,7.28752757106883e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.90730313460611e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31720049990964e-18,0,2.36476994888746e-08,0,0,0,0.097515768657558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62613234273703e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18109389999227e-06,0,0,0,0,0,0,2.4402026440788e-06,0
"561","560",0,0,0,0,0,0,0.0226007579997466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977379434787116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98072131374417e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91037641421448e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"562","561",0,0,0,0,0.266296252427511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614878289674461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255484345286791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456773612271448,0,0,0,0,0.000935889356459942,0,0,0.0325611644151146,0,0,0,0,0,0,-2.92163129590545e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141026083706291,0
"563","562",0.287236884690119,0,0.123592882794001,0,0,0.000530069233252406,0,0,0,0,0,0,0,0,0.184140131742734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850927801937254,0,0,0,0,0,0,0,0.0335232700094182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710861033768417,0,0,0,1.42672716272685e-18,0,0,0,0,0,0,0,0,0,0,0.114037095766453,0,0,0,0,0,0.100759379338103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40285535268361e-06,0,0,0,0,0,0,0,0,0,0,0,0
"564","563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269574774126415,0,0,0,0,0,0.000487156037360377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671630201524935,0,0,0.645778196434271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00270809991804917,0.0142887533314117,0
"565","564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799971737444672,0,0,0,0,0,0.000944248461401259,0.000368032390551275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182456411175183,0,0,0,0,0,-2.17314315910075e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.26990906521789e-18,0,0,0,0,0,0,0,0,0,1.09389753828359e-18,0,0,0,-1.59502496113337e-19,0,5.53812430125002e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348880377380199,0,0,0,0,0,0.317963767514261,0.00091435803667438,0,0,0,0,0.032479451754561,0,0,0.0359961795427022,0,0,0,0,0,0,0,0,0,0,0,0
"566","565",0,0,0,0,0.581074239894177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186947500587062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111893605728883,0,0,0,0,0,0,0.117975731823883,0,0.00210892196599633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"567","566",0.329933450194875,0,0,0,0,0,0,0,0,0,0,1.68105628459825e-17,0,0,0.12454555246129,0,2.80418993485248e-18,0,0,0,0,6.91064398393766e-18,0,0,0,0,0.0709962970920836,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.25938410588927e-20,0,0,0.0137363586721691,0,0,0,0,0,0,0,0,0,0,0,-1.43047354382577e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080280942981491,0,0,0,0,0,0,0.154138856252157,0,0,0,0,0,0,0,0,0,0,0.208190137064848,0,0,0,0,0,0,0,-3.25329956722726e-18,0,0,-9.8140726816883e-19,0,0,0,0,0,0,0,0,0.0181784052810867,0,0,0
"568","567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35164511516618e-17,0,0,0,1.35788978395975e-07,0,0.0117080968135327,0.120063019889906,0,0,9.17107151732896e-06,0,0,0,0,0,0,0,6.75405488205211e-06,0,0,0,0,0,0.113493807409211,0,0,0,0,0,0,0,0,1.04520441429013e-06,0,0,0,0,0.0192558918030603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49387309547671,0,0,0,0,0,0,0,0.0451402144941822,0,0,0,0,0,0,0,0,0,0.196437811266485,7.63678424961522e-06,0,0,0,0,0,0,1.769315611698e-19,0,0,5.95510436657716e-18,0,0,2.24376961686794e-06,0,0,0,0,0,1.07617325442061e-06,0,0,0
"569","568",0,0,0,0,0.204950142771136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427308786706917,0,0,0,0,0,0,0,0.598100234959288,0,0,0,0,0,0,1.74690495720013e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154218743598884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"570","569",1.6868162169625e-05,0,0,0.53857546999311,1.93636319889888e-06,0,4.19722864218528e-07,0,0,0,0,0,0,0,0.348591435055973,0,0,0,0,0,0,0.00796635828165052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244743186187982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.61741783389659e-19,0,0,0,0,0,0,0,0,0,0,0,0,4.94344176377795e-19,0,0,0,0,0,0,0,0,0,0,0.0803731938022364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571","570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25764392214781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227813105185716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50279103568053e-18,-1.92092469779947e-18,0,0,0,6.41462135928088e-19,0,2.94765842469815e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71109244645895e-18,0,0.740077946800333,0,0,0,0,0,0,0,0,4.35318569238146e-18,0,0,0,7.21328751449865e-20,0,0,0,0,0,0,0,0
"572","571",0,0,0.307384715260969,0,0,0.024682628589927,0,0,0,0,0,0,0,0,0.39730925614449,0,0,0,0,0,0.0103298201924394,0,0.0133660677780174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514479850721618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01364756768344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181831959278555,0,0,0,0,0,0,0,0,0,0,0,0
"573","572",8.89544938359451e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001516031309874,0,0,0,0,0.0205466347980237,0,0,0,5.01864962391597e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260384177004882,0,0,0,0,0,0,0,0,0,0,0,0,4.74153684172071e-20,0,0,0,0,0,0.118170037499553,0,0,0,0,0,0,6.83982669271119e-05,0,0,0,0,0,0,0,0,0,0.000233646287984956,0,0,0,0,0,0,0,0,0,0.0438260957880302,0,0,0,0,0,0,0.344812395622057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167293499175147,0,0,0,0,0.0445046169770247,0,0,0,0
"574","573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26040751593606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105952986605665,0,0,0.00383133165002486,0,0,0,0,0,0,0,0,0.481665065155893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000400931923717034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30161322902568e-18,0,0,0,0,0,0,0,0,0,0,0.0575698119950718,0,0,0,0,0,0.0901723567335676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"575","574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168988287096636,1.93936808153276e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.23181100156307e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286581320989463,1.48790869643204e-05,0,0,0,-3.528950521312e-20,0,-6.01032375430608e-18,0,0,0,0.317135370950285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000413778966784295,0,0,0,0,0.445669493998714,0,0,0,0,0.0372667652923926,0,0,0,0,0,0,0,1.48834343076287e-05,0.153898795884341,0,0,0,0,2.71322095194431e-05,0,0
"576","575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141674684625252,0,0,0,0,0,0,0,0.271226990356268,0,0,7.3585009177227e-05,0,0,0,0,0,0,0,0.0126924753470021,0,0,0,0,0,0,0,0,0,0.313254281467933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132119452516885,0,1.43558058627705e-05,0,0,0,0.00184286855688006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14938303301776e-18,0,0,0,7.70181841205557e-18,0.259078673279562,0,0,0,0,0,-6.6425633478556e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9660995458812e-06,0
"577","576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145444397469989,0,0,0,0,0,0,0.143513165975047,0,0,0,0,0,0,0.647319187758763,0,0,0,0,0,3.05804215671507e-20,0,0,0,0,0,0,0,0,-7.12276967529961e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.74695211490402e-17,1.3649326011429e-18,0,0,0,-5.73245985641147e-18,0,0,0,0,0,0.0538243290025551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00989891979364622,0
"578","577",0.692387106590582,0,0,0,0,1.21081783810631e-06,0,0,0,0,0,0,0,0,0.173885671270006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027728026792353,0,0,0,0,0,0,0,0.00231339077067403,0,0,0.0936039798610616,0,0,0,0.00591747336524039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246720292371427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169593760853126,0,0,0,0,0,0,0,0,0,0,0,0
"579","578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216055513375771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63758902108158e-18,0,0.192980495604394,0,0,0,0,0,0,0,4.93866549027347e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785364566403126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00801631498704e-19,0
"580","579",0,0,0,0,0,0,0.541108537087675,0,0,0,0,0,0,0,0.161454086951602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1853935732037e-19,0,0,0,0,0,0,0,0,8.56535183926282e-05,0,0,0,0,0,0,0,0,0,0.0184643078208993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.13758127572697e-21,0,0,0,8.6801956607066e-19,0,6.99730502354e-19,0,0,0,0.166619042688522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017692166702495,0,0,-2.18047419712739e-20,0.000103531510934195,0,0,0,0,0,0,0,0,0,-2.50374855810008e-18,0,0,0,0,0,0,0,0.0944726737194798,0,0,0,0
"581","580",0,0,-4.5185116014766e-18,0,0,0,0.124494971244969,0,0,0,0,0,0,0,0.32018059233702,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33306744378421e-19,0,0,0,0,0,0.0729981106007174,0,0,0,0,0,1.10543520499003e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256784600233601,0,0,0,0,0,0,0,0,0,-2.03946457741395e-18,0,0,0,0,0,0.226896954476227,0.0382775871286376,0,0,0,-2.53054188496867e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118745220654407,3.48175225848539e-20,0,0,0,0,0,0,0,0,0,0,0.0227791433626234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193997111028918,0
