"","cell_ID","Exc L2-3 RORB CCDC68","Inh L3-5 VIP TAC3","Exc L5-6 FEZF2 FILIP1L","Exc L5 THEMIS SLC22A18","Exc L6 THEMIS SNTG2","OPC L1-6 PDGFRA COL20A1","Exc L5-6 FEZF2 C9orf135-AS1","Oligo L2-6 OPALIN FTH1P3","Inh L5-6 PVALB GAPDHP60","Exc L3-5 RORB LNX2","Inh L3-5 VIP IGDCC3","Inh L1-3 SST FAM20A","Exc L5-6 FEZF2 IFNG-AS1","Inh L5-6 PVALB ZFPM2-AS1","Inh L1-3 VIP FNDC1","Exc L2 LINC00507 GLRA3","Inh L1 LAMP5 NMBR","Inh L5-6 LAMP5 CRABP1","Exc L5-6 FEZF2 SH2D1B","Inh L1-2 SST CLIC6","Exc L3 LAMP5 CARM1P1","Inh L5 SST RPL35AP11","Astro L1-6 FGFR3 PLCG1","Inh L1 LAMP5 RAB11FIP1","Exc L3 RORB OTOGL","Exc L6 THEMIS LINC00343","Inh L1 LAMP5 BMP2","Micro L1-6 TYROBP CD74","Exc L6 FEZF2 KLK7","Inh L5 PVALB LRIG3","Inh L1-5 VIP SMOC1","Inh L2-5 PVALB HHIPL1","Inh L1-6 LAMP5 AARD","Exc L3 THEMIS ENPEP","Inh L1 PAX6 MIR101-1","Exc L3-5 RORB RPRM","Inh L5-6 SST ISX","Inh L5-6 SST C4orf26","Inh L1 PVALB SST ASIC4","Exc L5 THEMIS LINC01116","Inh L1-6 PVALB COL15A1","Oligo L3-6 OPALIN LRP4-AS1","Exc L3-5 FEZF2 ASGR2","Inh L1-2 SST CCNJL","Exc L2-3 LINC00507 DSG3","Exc L5 RORB MED8","Inh L2-5 PVALB RPH3AL","Inh L3-5 SST GGTLC3","Oligo L5-6 OPALIN LDLRAP1","Inh L5-6 SST KLHL1","Inh L1-6 LAMP5 CA1","Oligo L3-6 OPALIN ENPP6","Inh L1-2 VIP HTR3A","Exc L5-6 THEMIS SMYD1","Astro L1 FGFR3 SERPINI2","Inh L3 PVALB SAMD13","Inh L5-6 PVALB MEPE","Inh L3-5 VIP HS3ST3A1","Inh L2 PAX6 FREM2","Exc L3-5 RORB LINC01202","Exc L6 FEZF2 POGK","Exc L6 FEZF2 FFAR4","Exc L6 THEMIS SLN","Exc L6 FEZF2 PROKR2","Exc L5-6 THEMIS TNFAIP6","Inh L1-5 VIP PHLDB3","Inh L2 PVALB FRZB","Exc L5 THEMIS VILL","Inh L5-6 PVALB SST CRHR2","Inh L3-5 PVALB ISG20","Exc L5-6 FEZF2 LPO","Exc L3-5 RORB TNNT2","Inh L1-2 VIP WNT4","Inh L1 SST DEFB108B","Endo L2-5 NOSTRIN SRGN","Inh L5-6 SST PAWR","Inh L1 VIP KLHDC8B","Exc L2-3 RORB PTPN3","Inh L5-6 SST BEAN1","Inh L1-6 LAMP5 NES","Exc L2 LAMP5 KCNG3","Exc L5 THEMIS FGF10","Exc L2-3 RORB RTKN2","Exc L5 FEZF2 NREP-AS1","Inh L5-6 PVALB KCNIP2","Inh L2 VIP SLC6A16","Inh L5-6 SST PIK3CD","Inh L1-3 VIP CBLN1","Inh L6 SST TH","Astro L1-6 FGFR3 AQP1","Exc L5 THEMIS RGPD6","Exc L5-6 FEZF2 OR1L8","Exc L5 FEZF2 RNF144A-AS1","Inh L2-3 SST NMU","Inh L3-5 SST CDH3","Inh L1-2 VIP EXPH5","Inh L3-5 SST OR5AH1P","Inh L1 PAX6 CHRFAM7A","Inh L1-3 VIP HSPB6","Exc L5 FEZF2 PKD2L1","Inh L1-2 PVALB CDK20","Inh L3-6 VIP ZIM2-AS1","Exc L5 FEZF2 CSN1S1","Oligo L2-6 OPALIN MAP6D1","Inh L1 SST P4HA3","Inh L3-6 VIP UG0898H09","Inh L1-3 VIP CHRNA2","Inh L1-2 VIP PTGER3","Inh L5-6 PVALB FAM150B","Exc L2 LINC00507 ATP7B","Inh L1-6 SST NPY","Inh L2-5 VIP BSPRY","Inh L1-2 SST PRRT4","Exc L5-6 FEZF2 CFTR","Inh L5-6 VIP COL4A3","Inh L1-2 VIP SCML4","Inh L3-6 PAX6 LINC01497","Exc L6 FEZF2 PDYN","Inh L1 LAMP5 PVRL2","Inh L1-6 VIP SLC7A6OS","Inh L2-5 VIP SOX11","VLMC L1-5 PDGFRA COLEC12","Exc L3-5 RORB LAMA4","Inh L1-5 VIP LINC01013","Inh L5-6 SST FBN2","Inh L1-5 VIP CD27-AS1","Exc L3-5 FEZF2 LINC01107","Inh L5-6 SST DNAJC14"
"206","205",0.000884842931228897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307618265715978,0,0,0,0,0,0,0,0,0,0,0,0.872084147441434,0,0,0,0,0,0,0,0,0,0,0,0.0611084887349454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351606943207942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295795154998726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997299216088777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.04122529566149e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.71136955876006e-23,0,0,0,0.0302417074197142,0,0,0,0,0,0.17407654207255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284310341170429,0,0,0,0,0,0,0,0,0,0,0,0,0.115846332729703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","207",0.210898735763586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169404483530163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564552251261888,0,0,0,0,0,0,0,0,0.11955924165943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.09990906930496e-05,0,0,0,0,0,0,0,0,0,0,7.51371299643738e-05,0,0,0,0.00058422408246467,0,0,0.123733861539491,0,0,0.0357121050208771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058040890447826,0,0,0,-1.61007459718417e-18,0.196464908749799,0,0,0,0,0,0,0,0,0.000380194457293234,0,0,0,0,0,0,0,0,0.028609993402224,0,0,0
"209","208",1.3259030205821e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151655599954014,0,0,0,0,0,0,0,0,0,0,0,8.85406067006243e-07,0,0,0,0,0,0,0,-2.9916057722127e-19,0,0,0,0,0,-5.29631557529296e-20,0,0,0.0258048350395904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10866949872385e-19,0,0,0,0,0,0.669908031620345,0,0,0,1.07245740167458e-18,0,0,0,0.152630647979984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.54465618065901e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","209",0.00012948827707907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288960292591772,0,0,0,0,1.62142779564877e-18,0.205795860477635,2.32080263305213e-21,0,0,0,0,0.00796480865660289,0,0,0,0,0,0,0,0.164660723276363,0,0,0,0,0,-8.17852229804204e-20,0,0,-5.28369050962279e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02360944218694e-18,0,3.31665060303244e-06,0,-1.12954196044399e-19,0,0,0,0,0,0,0,0,2.60085903480664e-18,0,0,0,0,0,0,0,0,0,0,0.219717361945219,0,0,0,0,0,0,0,-3.66102764538213e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112768148124727
"211","210",0.00447798924612322,0,3.20859770237874e-17,8.41993679559543e-10,0,0,0,0,0,0,0,0,0,0,0.112135392789856,0,0,0,0,0,0,0,0.0159703018122489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.65636300631524e-20,0.0104174468230034,0,0,3.04636576241991e-08,0,0,0,0,0,0,0.223964962929728,0,0,0,0,0,0,0,0,0.426170850153177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52220325741998e-08,0,0,0,0,0,0.0980480659552463,0,0,0,2.28802422461484e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,8.07835918957879e-07,0,0,0,0,0,0,0,0,0,0,-8.70633699356305e-19,0,0,0,0.108814135927015,0,0,0,0,0,0,0,0
"212","211",0,0,0,1.81114993240431e-17,0,0,0,0,0,0.154662408284489,0,0.840846106889571,0,0,0,0,0,0,0,0,0,-1.20605050161376e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.84393872779841e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173925497628957,0,4.79170649010209e-05,0,0,0.00270431278474972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","212",-6.29225861196713e-18,0,0.0574271604305557,-2.16963839847437e-19,0,0,0.00487058599189865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490123090523364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.84949983323769e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59333854208784e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190771549184422,0,0,0,0,0,0,0,0,0,0,0.112080764474785,0,0,0,0,0,0,0,0,0,0,0.144726849394975,0
"214","213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610332430233791,0.0982885538290007,0,0,0,0,0.0692459392277864,-3.38776572912125e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839373499793274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04875061414719e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37157614711944e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138195726730095,0
"215","214",0.0278842662739045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.72342521477057e-18,0,0,0,0.000356678386384341,0,0,0,0,0,0.0134425393882326,0,0,0,0,0,0,0,0,0,0,0,0,-8.57493900436875e-19,0.00379034054262279,0,0.167622959337311,0.0396995950485326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.2253789211181e-18,0,0.00134652947090669,0,0,0.00395794111541514,0,0,0,0,0,0,0,0,0,3.71119976735767e-18,0,0,0,0,0,0,0,0,0,0.00848279953786255,0,0,0,0.2202411057653,0,0.513080680939434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45641940945271e-05,0
"216","215",-2.58206475699636e-18,0,0.321083543238217,0,0,0,0,0,0,0,0,0,0,0,0.331604535159737,0,0,0,0,0,2.58947328845565e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121546255294842,0.142185325441257,0,0,0,3.52048612719525e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.53517053008425e-19,0,-1.89635022463709e-17,0.161415640391683,0,0,0,0,0,0,0.0315563302396218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.41646717079757e-18,0,0,-4.98194465712412e-18,0,0,0,0,0,0,0,0,0,0,0,0
"217","216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197219597896169,0,0,0,0,0,0.797529811558016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68537278386403e-11,0,0,0,0,0,0.00525059046896048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","217",0.400297936914957,0,0.000396760140996711,0,0,0,0.220937889421533,0,0,0,0,0,0,0,0.103617774396252,0,0,0,0,0,0,0.0845036154208194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46808523434471e-20,0,0,1.34867825915277e-18,0,0,0,0,0,0,0.121205397418702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77286418922566e-18,0,0,0,9.42143877703676e-05,0,0,0.000449613582799279,0,0,0.0103276937050895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580453025479097,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.23675033502853e-18,0.000123802063170504,0,0,0,0,0,0,0,0
"219","218",0,0,0,-3.02284403410215e-18,0.244149614398836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422228098541852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279628788633606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164876330186831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134135602036803,0,0.334038954133225,0.00217599651024311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220","219",0.0299763433460475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310186836247608,0.123775545821821,0,0,0,0,0,-1.55459226645478e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155757663538099,0,0,0.144726144259233,5.4565435480211e-19,0,0,0,0,0,0,0,0,0.0230012777822283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582925964504694,0,0,0,0,7.58955469025423e-08,0,-1.21206150813573e-17,0,0,0,0,0,0,0,0,0,0,0.01364554284538,0,0,0,0,0,0,0.140637973813567,0,0,0,0,0,0,0,0,0,0,0,3.14217428682981e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221","220",0,0,0,0,0,0.000106058643948604,0,0,0,0,0,0,0,0,0.125825554437015,0,0,0,0,0,0.698013563786988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000154057226291644,0,0,0.126216157088592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153068544014256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481539233770223,0,0,0,0,0,0,0,0,0,0,0,0
"222","221",0.149389538083063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138058873869861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00476283227348573,0,0,0,0,0,0.0101153236975974,0,0,0.000227144492377049,0.0630368698387162,0,0,0,0,0,0,0,0.0692761549758771,0.0042094631205279,0,0,0,0,-5.69138597031066e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249304881344378,0,0,0,0,4.08943723251341e-18,0.283168735380793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144025142544503,0,0,0.0173522726672543,0,9.32799988409653e-19,0,0,6.7895733808286e-05,0,0,2.33430779773533e-18,0,0,0,0,0,0,0,0,0,0,0.0913792651876986,0
"223","222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156865109362335,0,0,1.61789061869235e-07,0,4.64865062035492e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05210384542377e-08,0,0,-2.52736351462446e-18,0,0,0,0,0,0,0.192738582524916,0,0,0,0,4.95557657663096e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17576610956214,0,0,0,7.7254362858619e-07,0,0.00248714976006174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253615045267866,0,0,0,0,0,0.373831694611511,0,0,0,0,0,-1.05977421267817e-18,0,0,0,0,0,0,4.9244488102439e-18,0,0,0,0,0,0,0.072943852735437,0
"224","223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187978426540906,0,0,0,0,0,0.517666303989276,0.126437163489917,0,0,0,0,0,0,0,0,0,0,0.0733543573284111,0,0,0,0,0,0,0,4.06631559836317e-21,0,0,4.30520142130082e-06,3.67981342311731e-19,0,0,0,0,0,0,0,0,2.28310199587479e-09,0,0,0,0,0,6.11082286404722e-19,0,0,0,0,0,0,3.02891444034487e-05,0,0,0,0,0,0,0,0,0,3.40376684796547e-05,0,0,0,0.000716942663223131,0,-4.33465890734533e-20,0,0,0,0.0491200245840582,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49136493761131e-06,0,0,0,0.0446539015914016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75415046218539e-06,0,0,0,0,0,0,0,0
"225","224",-2.66301757278051e-18,0,0,0,0.299431602459613,0.0671932095250238,0,0,0,0,0,0,0,0,0,0,0,0,0.242193813697287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212492434380641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305789768305443,0,0,2.37692156701703e-18,0,0,0,0,0,0,0,0,0,0.0796896684867804,0,0,0,0,0,0,0,0.0035770131820461,0,5.95394266351988e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","225",0,0,0,0,0,0,0,0,0,0,0,0,0,6.02015010419481e-17,0.244905932458841,0,0,0,0,0.000104081852288885,0,0.000349427705072448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.93464988677208e-19,0,0,0,0.000193863622091965,0,0.50130913363795,0,0,0,1.82532229070381e-05,0,0,0,0,0,0,2.59620206057219e-05,0,0,0,0,0,0,0.000394392138743938,0,0,0,3.61997322093613e-19,0,0.181456624914086,8.22487283524499e-19,0,0,0,0,0,0,0,0.00034612757028823,0,0,0,0.0127203924514433,0.0581606272142164,0,0,0,1.51811914651055e-05,0,0,0
"227","226",-1.51978853664661e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122740643485006,0.0879241914943877,0,0.182798776619767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000311453436901328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364228733242496,0,-9.18262080043904e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08277407673662e-20,0,0.524215563348748,0,0,0,0,0,0,0,0,0,0,0,0.00790210034663418,0,0,0,0,0,0,0,0.037684397944306,0
"228","227",0.63456703313808,0,-1.86111772430086e-17,0,0.102318988811803,0,6.52109729722672e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.0274025972700031,0.000241809836994604,0,0,0,0,0,0,0,0.0995639450795397,0,0,0,0,0,0,-5.0134319683097e-19,0,0,0,0,-2.85526925017519e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016369090875036,0,0,0,0,0,0,0,0,0.0409329023837651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931972596288028,0,0,0,0,0,0,4.91407881839934e-18,0,0,0,0,0,0,0,0,0,0,0,0.000138554763507776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","228",6.16261293292393e-18,0,0,0,0,0,0.528874044836276,0,0,0,0,0,0,0,0.176294688789926,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.78893297066451e-18,0,0,0,0,0,2.47732615269425e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22277188906713e-17,0,0,0,0,0,0,0,0,0,1.49447137330733e-05,0,0,0,-2.54337497143619e-18,0,7.34403664744402e-17,0,0,0,0.00840332420185947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226066565916096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603464315421096,0
"230","229",0.00213066033238613,0,0,-4.18510355980509e-18,0.34827455978947,0,0,0,0,0,0,0.0945323710408565,0,0,0,0,0,0,0.0566783817112004,0.066892629469321,0.0286663697507471,0.000551384223551806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000895543885887881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940103011688837,0,0,0,0,0,0,0,-1.47434373169444e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.246744772695842,0,0,0,0,0,0,0,0.000131752147005489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604912737848482,0
"231","230",0,0,0,0,0,0,0.508491858786177,0,0,0,0,0,0,0,0.0965754060924082,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.03699178272294e-17,0,0,0,0,0,2.52229133406318e-18,0,0,0,0,0,0,0,0,0,0,0,0.124391784806815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01223320157743e-05,4.16225771419152e-07,0,0,0,0,0,0,0,0,0,0.113026576554707,0,0,0,-3.25530452084407e-19,0,0,0,0,0,0,0,0,0,0.153482208170626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401162703147902,0
"232","231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148726472853583,0,0,3.15774969372919e-05,0,0,-4.7496219992266e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227177744280035,0,0,0,0,0,0,0,0,0,0.513982655053712,0,0,0,0,0,0,1.24014149914914e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1410922240118e-19,0,0,0,7.17434692673128e-06,0,0,0,0,0,8.85000107148229e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334979457805933,0,0,0,0,0,0,0,-2.72291358034475e-20,0,0,0,0,0,0,-1.1130591516751e-19,0,0,0,0,0,0,0,0
"233","232",0,0,0,0,0,0,0,0,0,0,0,1.07255935804992e-06,0,0,0.0200280113990254,0.000190914924695073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00605043522364504,0,0,0,0.269447852349851,0,0.0259224714407056,0,0,0,0,0,0,0,0,1.78760061006972e-17,0,0,0,0,0,0,0,0,0,0,2.13254045389971e-18,0,0,1.91052941811448e-17,0,0,0,0,0,1.59795494553749e-18,0,0,0,0,3.17881432915001e-06,0,0,0,0,0,0.0443476914645456,0,0,0,0,0,0,1.00390658615511e-18,0,0,0,0,0,0,0.634008371823845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234","233",0.345908203522341,0,0,0.00350017740898754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880238147400285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556450641386038,0,0.00611716294260517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","234",0,0,0.872882627620521,0,0,-3.77159269325441e-21,0,0,0,0,0,0,0,0,0.0167731934847569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00435603792219384,0,0,0,0,0,0,0,0,0,0,0,0,0.0258015775520201,0,0,0,0,0,0,0,0,0,0.00327777947187059,0,0,1.68321153404384e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769087839486376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236","235",0.513130113744968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93810925317429e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40414045082543e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652597199906192,0.000988408007566176,0,0,0,0,0,0,0,0,0,0.00024188403782612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515182412393218,0.176378101322128,0,0,0.0488291573166368,0,0.0468714370964284,0,0,0,0,0.0396117342895424,0,0,0,0,0,0,0,0,0.0101386966665319,0,0,0.0469831251958996,0,0,0,0
"237","236",0,0,0,0,-4.54189812153699e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209132919980376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488509286500919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215578308514971,0,0,0,0,0,0,0,0,0,0,0.0740380225363682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127414624673654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","237",0,0,0,0,0.204402509083349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496756381888829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000621378059014517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17819816289542e-18,0,0,0,0,0.109182006554246,0,5.60528110511226e-18,0.0302123385392742,0,0,0,0,0,0,0,0,0,0,0,0,0.158825385875287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
