,F1-Score,Precision,Recall,F1-score
0.1,0,0.35480225988700564,0.2703788748564868,0.30689037302492267
0.2,0,0.2552706552706553,0.2008068130883012,0.2247867536377321
0.3,0,0.1593625498007968,0.1620745542949757,0.16070711128967455
0.01,0,0.32319474835886214,0.3769780500255232,0.3480207351555137
0.001,0,0.27825489522500857,0.41347626339969373,0.33264887063655024
