,F1-Score,Precision,Recall,F1-score
0.1,0,0.9885637403296333,0.5867438610501098,0.73640691556001
0.2,0,0.866374957926624,0.8540145985401459,0.8601503759398497
0.3,0,0.6725768321513003,0.9430939226519337,0.7851885924563018
0.01,0,1.0,0.3763291139240506,0.5468591924951716
0.001,0,1.0,0.371625,0.5418755126218902
