"","cell_ID","Exc L5-6 FEZF2 IFNG-AS1","Exc L3 RORB OTOGL","Exc L2 LINC00507 GLRA3","Inh L2 VIP SLC6A16","Exc L5-6 FEZF2 C9orf135-AS1","Inh L1-6 LAMP5 AARD","Inh L1-3 SST FAM20A","Inh L1 SST DEFB108B","Exc L2-3 RORB CCDC68","Exc L3-5 RORB RPRM","Exc L2-3 RORB PTPN3","Exc L5-6 THEMIS SMYD1","Inh L3-5 SST GGTLC3","Exc L3-5 RORB LAMA4","Exc L2 LAMP5 KCNG3","Inh L5-6 PVALB MEPE","Exc L3 LAMP5 CARM1P1","Exc L3-5 RORB LINC01202","Oligo L2-6 OPALIN MAP6D1","Astro L1 FGFR3 SERPINI2","Exc L3-5 RORB LNX2","Exc L3 THEMIS ENPEP","Inh L3 PVALB SAMD13","Exc L5 THEMIS SLC22A18","Inh L5-6 SST ISX","Inh L5-6 PVALB GAPDHP60","Exc L3-5 FEZF2 LINC01107","Oligo L2-6 OPALIN FTH1P3","Inh L1-6 LAMP5 NES","Inh L3-5 SST OR5AH1P","Exc L6 FEZF2 KLK7","Inh L2-3 SST NMU","Inh L5 SST RPL35AP11","Inh L5-6 SST C4orf26","Inh L1-2 SST CCNJL","Inh L5-6 LAMP5 CRABP1","Exc L6 THEMIS LINC00343","Inh L5-6 SST FBN2","Inh L5-6 PVALB ZFPM2-AS1","Inh L1-3 VIP HSPB6","Exc L2-3 RORB RTKN2","Inh L3-5 PVALB ISG20","Inh L2-5 PVALB RPH3AL","Inh L2-5 VIP SOX11","Inh L1 PAX6 CHRFAM7A","Inh L1 LAMP5 BMP2","Exc L6 FEZF2 FFAR4","Inh L1-2 VIP HTR3A","Exc L6 THEMIS SLN","Exc L3-5 FEZF2 ASGR2","Inh L3-5 VIP TAC3","Inh L1 PVALB SST ASIC4","Oligo L3-6 OPALIN ENPP6","Exc L5 THEMIS RGPD6","Exc L5 FEZF2 RNF144A-AS1","Inh L1-3 VIP CBLN1","Inh L1-5 VIP LINC01013","Exc L5-6 FEZF2 FILIP1L","Inh L1-3 VIP CHRNA2","Inh L2-5 PVALB HHIPL1","Inh L1-2 VIP EXPH5","Exc L5-6 THEMIS TNFAIP6","Inh L3-5 VIP IGDCC3","Inh L2 PAX6 FREM2","Inh L5-6 PVALB FAM150B","Inh L1-5 VIP SMOC1","Inh L6 SST TH","Inh L5 PVALB LRIG3","Exc L3-5 RORB TNNT2","Inh L1-6 LAMP5 CA1","Inh L1-5 VIP PHLDB3","Exc L5 RORB MED8","Exc L6 FEZF2 POGK","VLMC L1-5 PDGFRA COLEC12","Exc L5 FEZF2 NREP-AS1","Inh L5-6 VIP COL4A3","Inh L1-2 VIP WNT4","Exc L5-6 FEZF2 SH2D1B","Inh L1-2 VIP SCML4","Exc L5 THEMIS VILL","Exc L2 LINC00507 ATP7B","Exc L2-3 LINC00507 DSG3","OPC L1-6 PDGFRA COL20A1","Inh L1-2 SST PRRT4","Inh L5-6 PVALB KCNIP2","Inh L1-2 SST CLIC6","Inh L1 VIP KLHDC8B","Exc L5 THEMIS FGF10","Micro L1-6 TYROBP CD74","Inh L1-6 VIP SLC7A6OS","Inh L1-5 VIP CD27-AS1","Astro L1-6 FGFR3 PLCG1","Astro L1-6 FGFR3 AQP1","Exc L6 THEMIS SNTG2","Inh L1-6 PVALB COL15A1","Exc L5 FEZF2 PKD2L1","Exc L5-6 FEZF2 OR1L8","Exc L5-6 FEZF2 CFTR","Inh L3-6 VIP UG0898H09","Inh L3-5 VIP HS3ST3A1","Oligo L3-6 OPALIN LRP4-AS1","Inh L5-6 PVALB SST CRHR2","Inh L1-2 PVALB CDK20","Inh L3-6 VIP ZIM2-AS1","Inh L1 LAMP5 NMBR","Exc L5 FEZF2 CSN1S1","Inh L2 PVALB FRZB","Exc L5 THEMIS LINC01116","Inh L5-6 SST BEAN1","Inh L5-6 SST PIK3CD","Inh L5-6 SST PAWR","Inh L1 PAX6 MIR101-1","Inh L1 LAMP5 RAB11FIP1","Inh L2-5 VIP BSPRY","Exc L6 FEZF2 PROKR2","Inh L5-6 SST KLHL1","Inh L1-2 VIP PTGER3","Exc L5-6 FEZF2 LPO","Inh L1 LAMP5 PVRL2","Endo L2-5 NOSTRIN SRGN","Inh L1-3 VIP FNDC1","Inh L3-6 PAX6 LINC01497","Inh L3-5 SST CDH3","Inh L1-6 SST NPY","Inh L5-6 SST DNAJC14","Oligo L5-6 OPALIN LDLRAP1","Inh L1 SST P4HA3","Exc L6 FEZF2 PDYN"
"473","472",0.339727302353598,0,0,0,0,0,0,0,0,0.426651703953049,0,0,0,0,0,0,0.0316984924419981,0,0,0,0,0,0,0,0,0,0,3.91131726894383e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197896558818621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39894578139488e-20,0,0,0,0,0,0,0,0,0,-1.11723031473036e-23,0,0,0,0,0,0,0,0,0,0,0,0.00402594243273401,0,0,0,0,0,0,0,0
"474","473",0,0,0,0,-2.31071678525979e-20,0,0,0,0,0.462783037749687,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86687240452848e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.96691826071967e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303455675191884,0,0,0,0,0,0,0,0.219723756191582,0,0,0,0,0,0,0,0,0.0140375308668463,0,0,-1.05628400547741e-18,0,0,0,0,0,0,0,0,0,0
"475","474",0,0,0,0,0,0,0,0,0,0.61893227939203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388971490524501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54305554884404e-19,0,0,0.000853605233052117,0,0,0,0,0,0,0,0,0,0,0.333207656930345,0.00804632584926361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29835428590529e-05,0,0,0,0,0,0,0,0
"476","475",0,0,0,0,0,0,0,0,0,0.33497535051885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494592011596949,0,0,0,0,0,0,0,0.00132091459099135,0,0,0,0,0,0,0,0,0.168096748720788,0,0,0,6.24564894876676e-20,0,0,0,3.41910450798647e-18,0.000254871030773373,0.000395263668423399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000364839873224747,0,0,0,0,0,0,0,0
"477","476",0,0,0.000532997097717727,0,0,0,0,0,0,0.595076105646189,0,0,0,0,7.55802000225333e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288644804975425,0,0,0,0,0,0,0,-4.04678253097451e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115746092280669,-2.79874243493638e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"478","477",0,0,0,0,0.000700877287594037,0,0,0,0,0.452782804861812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152932333429163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85084493177529e-17,0,0,0,0,0,0.0127298631389929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078510129679139,0,0,0.00118604145480276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86986066065903e-05,0,0,0,0,0.348572477978615,0,0,0,0.0267678371279339,0.000135269779858218,0.149030602780826,0,0,0,0,0,0,0,0,-1.54137481880838e-18,0,0,0.00710749335273854,0,0,0,0,0,0,0,0
"479","478",0.467433346550558,0,0,0,0,0,0,0,0,0.240344193754673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112947207818546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280927738912915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.00508187442048e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.21773005400978e-21,0,0,0,0,0,0,0,0
"480","479",0,0,0.0160593902473506,0,0,0,0,0,0,0.211341304102868,0,0,0,0,0,0,0.0361355568027896,0,0,0,0,0,0.033764644236314,0,0,5.14170641536369e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908419023388857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132376920832514,1.87177425753574e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478547682545994,0,0,0,0.00084353336254655,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03306034735013e-05,0,0,0,1.71846893996796e-08,0,0,0,0
"481","480",0,0,0,0,0,0,0,0,0,0.403160260998688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59393498590113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101302946442581,0,0,0,4.36747404604101e-18,0,4.79982823819161e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184372535337434,0,0,0,0,0,0,0,0
"482","481",0,0,0,0,0,0,0,0,0,0.497382253004563,0,0,0,0,4.05454435662616e-05,0,0.147483882987482,0,0,0,0,0,0,0,0,0,0,0.287990205287996,0,0,0,0,0,0,0,0,0.0670934644535155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64882287725416e-06,0,0,0,0,0,0,0,0
"483","482",0,0,0.0812645517834159,0,0,0,0,0,0,0.72185911438617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04828660918855e-21,0,0,0,0,0,0,0,0,0,0,0,0.021141832595613,0,0,0,0,0,0,0,0,0,0,0,0,0.175446737093438,0,0,6.23544328397823e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26631957943685e-19,0,0,0,0,0,0,0,0,0,0,0,0,2.73658053474112e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000222673127988626,0,0,0,0,0,0,0,0
"484","483",0,0,0,0,0,0,0,0,0,0.91989437968748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668226730500241,0,0,0,0,0,0,0,0,0.013282947262496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56867994533336e-24,0,0,0,0,0,0,0,0
"485","484",0,0,0,0,0,0,0,0,0,0.775089189338079,0,0,0,0,0.0133182333654143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1972587376682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129563037779547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137753585035288,0,0,0,0,0,0,0,0
"486","485",0,0,0,0,0,0,0,0,0,0.520887396605899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42065412588005e-18,0,0,0,0,0,0,0.423742658291546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055369945102555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","486",0,0,0,0,0,0,0,0,0.0661340433949628,0.827404330675222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000193959772762216,0,0,0,0,0,0,0,0,0,0,0,0.00958173579899074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000275485119690188,0,0,0.00539303968906038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871479127564467,0,0,0,0,0,0,0,0.00386949279286501,0,0,0,0,0,0,0,0
"488","487",0,0,0.124909492612591,0,0,0,0,0,0,0.543567903682906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.83240132902877e-21,0.00885069928742393,0,0,0,0,1.42576361150711e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026555893348405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149771053881366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17243167118387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000203620418359634,0,0,0,2.08273863799099e-20,0,0,0,0
"489","488",0,0,0,0,0,0,0,0,0,0.624228825774121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.59136090021492e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318236031045711,0.030862721262684,0,0,0,0,0,0,0,0,0,0,-2.42947549478557e-19,0,0,0,2.23930588307843e-18,0,0,0,0,0,0,0,0,0.0244230973488954,0,0,0.00224932456858866,0,0,0,0,0,0,0,0
"490","489",0,0,0.0560502252862515,0,2.60224703259345e-05,0,0,0,0,0.436029729129481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35765556013784e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448485154360232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46304545533197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23459485236244e-08,0,0,0,0,0,0,0,0
"491","490",0,0,0,0,0,0,0,0,0,0.322134320082418,0,0,0,0,0,0,0,0,0,0,0,0,-1.10487152226323e-18,0,0,0.211843338366232,0,0.270864319673772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023623209078567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55077935858561e-19,0,0,0,0,0,0.00025023508760138,0,0,0,0,0.134529120992523,-9.29812065039955e-19,0,0,0,0,0,0,0,0,0,0.0367554567188872,0,0,0,0,0,0,0,0,0,0,0,-3.45950763362979e-20,0,0,0,0,0,0,0,0
"492","491",0,0,0,0,0,0,0,0,0,0.187420384352191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03977682096756e-06,0,0,0,0.793171766150645,0,1.12204552295679e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019229736200707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18667877406617e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.38579671375786e-20,0,0,0,0,0,0.000154026122966049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18060892956125e-06,0,0,0,0,0,0,0,0
"493","492",0,0,0,0,0,0,0,0,0,0.632320192993624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290511380727964,0,0,0,0,0,0,0,0,0.285934869282678,0,0,0,0,0,0,0,0,0.0137429555600775,0.0149968942601994,0,0,-1.55229521076194e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239539498306249,0,0,0,0,0,0,0,0
"494","493",0,0,0,0,0,0,0,0,0,0.329370815733795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000276954351000251,0,0,0,0,0,0,0,0,0,0,-1.50419556891145e-18,0,0,0,0,0.0169435474246589,0.0389973560730154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00370743952142931,0,0,0,0,0,0,0,0,0.224221529999372,0,0,0,0.338394640364712,0,0,0,0,0.0476812751619958,0,0,0,0,0,0,0,0,0,0,0,0,0.000406441370021696,0,0,0,0,0,0,0,0
"495","494",0,0,0,0,0,0,0,0,0,0.965165449083413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348345509165867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.05903040894e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"496","495",0,0,0,0,0,0,0,0,0,0.816996081335781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175478555881358,0,0,0,0,0,0,0,0,0,0,-1.60403827517602e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00669643737583324,0,0,0,1.141038092156e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000828925407027274,0,0,0,0,0,0,0,0
"497","496",0,0,0,0,0,0,0,0,0,0.328905672253123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106319010226825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196086605594173,0,0,0,0,0,0,0.543102356247559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203566638465763,0,0,2.86343284185485e-05,0,0,0,0,0
"498","497",0,0,0.168392589277999,0,0,0,0,0,0,0.471487067548621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.18680656099724e-20,0,0,0,0,0,0,0,0,0,0,0,0.16326822683554,0,0,0,0,0,0,0,0,0,0,0,0,0.147622174387399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369079426892047,0,0,0,0,0,0,0,0,0.0118836810468234,0,0,0,0,0,0,0,0,0,-6.37755990433447e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123840554341956,0,0,4.94289438896726e-05,0,0,0.000265048716181378,0,0,0,0,0,0,0,0
"499","498",0,0,0,0,0,0,0,0,0,0.522494436191228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208428176269672,0,0,0,0,0,0,0,0,0,0,0,0,0.14719673091251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269878209459166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.86065248294917e-19,0,0,0,0.0948928356806731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500","499",0,0,0,0,0,0,0,0,0,0.00491716961131068,0,0,0,0,0,0,0,0,0,0,0,0,0.00186112168445771,0,0,-2.01266082150455e-19,0,0,0,0.188053554800601,0,0.171142454543631,0,1.55656206273307e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21802968927858e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055930006184186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578095571372845,0,0,0,0,-7.30302806232312e-22,0,0,0,3.99904807080835e-20,0,0,0,0
"501","500",0,0,0,0,0,0,0,0,0,0.350999857533544,0,0,0,0,0.0598596389060345,0,0,0,0,0,0,0,0,0,0,0.0205486150119598,0,0.249958259408317,0,0,0,0,0,3.09025280560975e-19,0,0.139912936735999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178720692404146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63148567538434e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"502","501",0,0,0.000463035092324671,0,0,0,0,0,0,0.323358693499172,0,0,0,0,0,0,0,0,0.00815943766546056,0,0,0,0,0,0,0,0,0,0,0.139256754990813,0,0,-8.41211072634079e-19,1.71776752463354e-19,0,0.0213180387249227,0,0,0,0,0.163333265769589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239558304193552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636742995909261,0.0384091195497793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17542675054628e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000605679032962995,0,0,0.00186337189049651,0,0,0,0,0
"503","502",0,0,0,0,0,0,0,0,0,0.391408796126601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145062074651171,0,0,0.431684279406845,0,0,0,0,0.0950308589579513,0,0,0,0,0,0,0,0,0,0,0.0519568251902424,0,0,0,0,0,0,0,0,0,0,0.00383917022206219,0,0,0,0,0.0113154809618487,0,0,0,0,0,2.78581968229026e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000258381669332071,0,0,0,0,0,0,0,0
"504","503",0,0,0,0,0,0,0,0,0,0.452825067920238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144147593548138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180724264545203,0,0,0,0,0,0,0,0,0.342135060296234,0,0,0,0,0,0,0,0,0,0.0313534839675785,0,0,5.65999614567597e-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114663678132909,0,0,0,0,0,0,0,0
"505","504",0,4.03563607195727e-05,0,0,0.000144465418224076,0,0,0,0,0.414789866762027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25068517770858e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581595078735063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00343023272396576,0,0,0,0,0,0,0,0,0,0,0,0,0
"506","505",0,0,4.12824451207316e-18,0,2.32403744189449e-05,0,0,0,0,0.548530594349018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405852552765541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186505049876983,0,0,0,0,0,0,0,6.61143693225682e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248139204980951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212257558829661,0,0,0,0,0,0,0,0
"507","506",0,0,0,0,0,0,0,0,0,0.116270584849832,0,0,0,0,0,0,0,0,0,-4.27520191964535e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00923836610408752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105573015261852,0,0,0,0,0,0,0,0,0,0,0,0,0.0366746492217573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675206772513724,0,0,0,0.0382761016847925,0,0,2.89598470467642e-20,0.0187605103639556,0,0,0,0
"508","507",0,0,0,0,0,0,0,0,0,0.416848416473198,0,0,0,0.0110757826870927,0.00324723743809392,0,0.159693695796568,0,0,0,0,0,0,0,0,0,0,0.360146245651979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000164568001262039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795911246600107,0,0,0,0,0,0,0,0,0.0408649414858054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51463138192798e-20,0,0,0,0,0,0,0,0
