"","cell_ID","Exc L5-6 FEZF2 IFNG-AS1","Exc L3 RORB OTOGL","Exc L2 LINC00507 GLRA3","Inh L2 VIP SLC6A16","Exc L5-6 FEZF2 C9orf135-AS1","Inh L1-6 LAMP5 AARD","Inh L1-3 SST FAM20A","Inh L1 SST DEFB108B","Exc L2-3 RORB CCDC68","Exc L3-5 RORB RPRM","Exc L2-3 RORB PTPN3","Exc L5-6 THEMIS SMYD1","Inh L3-5 SST GGTLC3","Exc L3-5 RORB LAMA4","Exc L2 LAMP5 KCNG3","Inh L5-6 PVALB MEPE","Exc L3 LAMP5 CARM1P1","Exc L3-5 RORB LINC01202","Oligo L2-6 OPALIN MAP6D1","Astro L1 FGFR3 SERPINI2","Exc L3-5 RORB LNX2","Exc L3 THEMIS ENPEP","Inh L3 PVALB SAMD13","Exc L5 THEMIS SLC22A18","Inh L5-6 SST ISX","Inh L5-6 PVALB GAPDHP60","Exc L3-5 FEZF2 LINC01107","Oligo L2-6 OPALIN FTH1P3","Inh L1-6 LAMP5 NES","Inh L3-5 SST OR5AH1P","Exc L6 FEZF2 KLK7","Inh L2-3 SST NMU","Inh L5 SST RPL35AP11","Inh L5-6 SST C4orf26","Inh L1-2 SST CCNJL","Inh L5-6 LAMP5 CRABP1","Exc L6 THEMIS LINC00343","Inh L5-6 SST FBN2","Inh L5-6 PVALB ZFPM2-AS1","Inh L1-3 VIP HSPB6","Exc L2-3 RORB RTKN2","Inh L3-5 PVALB ISG20","Inh L2-5 PVALB RPH3AL","Inh L2-5 VIP SOX11","Inh L1 PAX6 CHRFAM7A","Inh L1 LAMP5 BMP2","Exc L6 FEZF2 FFAR4","Inh L1-2 VIP HTR3A","Exc L6 THEMIS SLN","Exc L3-5 FEZF2 ASGR2","Inh L3-5 VIP TAC3","Inh L1 PVALB SST ASIC4","Oligo L3-6 OPALIN ENPP6","Exc L5 THEMIS RGPD6","Exc L5 FEZF2 RNF144A-AS1","Inh L1-3 VIP CBLN1","Inh L1-5 VIP LINC01013","Exc L5-6 FEZF2 FILIP1L","Inh L1-3 VIP CHRNA2","Inh L2-5 PVALB HHIPL1","Inh L1-2 VIP EXPH5","Exc L5-6 THEMIS TNFAIP6","Inh L3-5 VIP IGDCC3","Inh L2 PAX6 FREM2","Inh L5-6 PVALB FAM150B","Inh L1-5 VIP SMOC1","Inh L6 SST TH","Inh L5 PVALB LRIG3","Exc L3-5 RORB TNNT2","Inh L1-6 LAMP5 CA1","Inh L1-5 VIP PHLDB3","Exc L5 RORB MED8","Exc L6 FEZF2 POGK","VLMC L1-5 PDGFRA COLEC12","Exc L5 FEZF2 NREP-AS1","Inh L5-6 VIP COL4A3","Inh L1-2 VIP WNT4","Exc L5-6 FEZF2 SH2D1B","Inh L1-2 VIP SCML4","Exc L5 THEMIS VILL","Exc L2 LINC00507 ATP7B","Exc L2-3 LINC00507 DSG3","OPC L1-6 PDGFRA COL20A1","Inh L1-2 SST PRRT4","Inh L5-6 PVALB KCNIP2","Inh L1-2 SST CLIC6","Inh L1 VIP KLHDC8B","Exc L5 THEMIS FGF10","Micro L1-6 TYROBP CD74","Inh L1-6 VIP SLC7A6OS","Inh L1-5 VIP CD27-AS1","Astro L1-6 FGFR3 PLCG1","Astro L1-6 FGFR3 AQP1","Exc L6 THEMIS SNTG2","Inh L1-6 PVALB COL15A1","Exc L5 FEZF2 PKD2L1","Exc L5-6 FEZF2 OR1L8","Exc L5-6 FEZF2 CFTR","Inh L3-6 VIP UG0898H09","Inh L3-5 VIP HS3ST3A1","Oligo L3-6 OPALIN LRP4-AS1","Inh L5-6 PVALB SST CRHR2","Inh L1-2 PVALB CDK20","Inh L3-6 VIP ZIM2-AS1","Inh L1 LAMP5 NMBR","Exc L5 FEZF2 CSN1S1","Inh L2 PVALB FRZB","Exc L5 THEMIS LINC01116","Inh L5-6 SST BEAN1","Inh L5-6 SST PIK3CD","Inh L5-6 SST PAWR","Inh L1 PAX6 MIR101-1","Inh L1 LAMP5 RAB11FIP1","Inh L2-5 VIP BSPRY","Exc L6 FEZF2 PROKR2","Inh L5-6 SST KLHL1","Inh L1-2 VIP PTGER3","Exc L5-6 FEZF2 LPO","Inh L1 LAMP5 PVRL2","Endo L2-5 NOSTRIN SRGN","Inh L1-3 VIP FNDC1","Inh L3-6 PAX6 LINC01497","Inh L3-5 SST CDH3","Inh L1-6 SST NPY","Inh L5-6 SST DNAJC14","Oligo L5-6 OPALIN LDLRAP1","Inh L1 SST P4HA3","Exc L6 FEZF2 PDYN"
"174","173",0,0,0,0,0,0,0,0,0,0.464449791170497,0,0.00729591846317781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692995003121648,0,0,0,0,0,0,0,0,0,0,0,0,0.00469031849960848,0,0,0,0,0,0,0,0,0,0,0,0.0375432759805327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458774664954124,0.00194786397657958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183682169242632,0,0,0,0,0,0,0,0
"175","174",0,0,0,0,0,0,0,0,0,0.283488101002656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413087291513391,-1.93399238579169e-19,0,0,0,0,0,0,0,0.124421019964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131452415765312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00399642462120675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043381185436112,0.000173561697321693,0,0,0,0,0,0,0,0
"176","175",0,0,0,0,0,0,0,0,0,0.429122078068085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.01125371364191e-19,0,0,0,0,0,0,0.27393405969051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296943862241405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54241842422874e-20,0,0,0,0,0,0,0,0
"177","176",0,0,0,0,0,0,0,0,0,0.818220649144734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138258926048471,0,0,0,0,0,0,0,0,0,0,0,0,0.00639499378958204,0,0,0,0,0,0,0,0,0,0,0,0,4.47890734247236e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116751528078699,0,0,0,0,0,0,0,0,0,0,-4.4419060124975e-20,0,0,0,0,0,0,0,0,0.0180455824746672,0,0,0,0,0,0,0,0.00740469573467605,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49274227112428e-21,0,0,0,0,0,0,0,0
"178","177",0,0,0,0,0.00960378036015519,0,0,0,0,0.0128806941666783,0,0,0,0,0.0218464493451551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184626132425414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88660600726247e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953803948743685,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","178",0,0,0,0,0,0,0,0,0,0.611528803876489,0,0,0,0,0,0,0,0,0.203308569748084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.68848052487978e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775910251325425,0.083675666236521,0.0238959350063639,0,0,0,0,0,3.57897612617681e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","179",0,0,0,0,0,0,0,0,0,0.643274578761891,0,0,0,0,0.0392151801252271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00547566590298235,0,0,0,0,0,0,0,0.151072045809471,0,0,0,0,0,0,0,0,-1.6693696610103e-19,0,0,0.143754939077168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00419625840538757,0,0,0,0,0.012906104735889,0,0,0,0,0,1.16573049526381e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105227181983071,0,0,0,0,0,0,0,0
"181","180",0,0,0,0,0,0,0,0,0,0.644556688891703,0,0,0,0,0.00649258100789332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339905713816782,0,0,0,0,0,0,0,0.00110826457397455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31309039926969e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00751269825807952,0.000424053451567342,0,0,0,0,0,0,0,0
"182","181",0,0,9.15836184857853e-18,0,0,0,0,0,0,0.652235677773881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202722260550324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.81860632699682e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137857412235156,0,0,0,0,0,0,0,0,5.64605633095271e-19,0,0,0.00233076619047173,0,0,0,0,0,0,0,0,0,0,0,0.00386311741816198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000990765832004892,0,0,0,0,0,0,0,0
"183","182",0,0,0.0981053589591004,0,0,0,0,0,0,0.435048462720034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354024515995448,-7.97709792247766e-19,0,0,0,0,0,0,0.091758806807531,0,0,0,0,-1.36854680741912e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000519004053000833,0,0,0,0,0,0,0,0,0,0,0,0.0147273754946144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581647597027106,0,0,0,0,0,0,0,0
"184","183",0,0,0,0,0,0,0,0,0,0.76748436442339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743832048336715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146477965869077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10348856541568e-19,0,0,-3.65649157455899e-19,0,0,0.00483258063102611,0,0,0,0,0,0,0,0,0,0,2.14757744399693e-06,0,0,0,0,0,0,0,1.87101509402925e-19,0,0,0,0,0,0,0,0.00681973666539045,0,0,0,0,0,0,0,0
"185","184",0,0,0,0,0,0,0,0,0,0.664897980909773,0,0.0750926254588832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807290887229484,0,0,0,0,0,0,0,0,0,0.116578735971249,0.0460731416646611,0,0,0,0,0,0,0,0,0,0,0.00403167300085265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125967542716331,0,0,0,0,0,0,0,0
"186","185",0,0,0,0,0,0,0,0,0,0.0613128260873964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182351988452588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3113169927804e-19,0,0,0.652374749686692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101490960542781,0,0,0,0,-2.61703679502968e-18,0,3.65184532952614e-10,0,0,0,0,0,0,0,0,0,0,0.00246947486535785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5655685459203e-20,0,0,0,0,0,0,0,0
"187","186",0,0,0.0657284746025214,0,0,0,0,0,0,0.269771861449363,0,0,0,0,0,0,0,0,0,0,0,0,0.043275950213998,0,0,-1.16763417657026e-18,0,0,0,0,0,0,0,0.281188838091335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608837755085696,0,0,0,0,0.276305829977551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78442947352554e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00247282473410642,0,0,0,0,0.000334601127820401,0,0,0
"188","187",0,0,0,0,0.0636504715115137,0,0,0,0,0.791540588182549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0979202633622e-19,0,0,0,0,0,0,0.000809512504699705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186911684999352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1464570600129e-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125308259301303,0,0,0,0,0,0,0,0,0,0,0,0,1.93484146084204e-21,0,0,0,0,0,0,0,0
"189","188",0,0,0,0,0,0,0,0,0,0.876780569972763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111912028657638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00948222712203227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018251742475659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.71885023447346e-20,0,0,0,0,0,0,0,0
"190","189",0,0,0,0,0,0,0,0,4.40025962875309e-05,0.00598898162684192,6.42298444380309e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993967015776871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","190",0,0,0,0,0,0,0,0,0,0.380510958713483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413797088649429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00860767153239906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185549303986969,0,0,0,0,0,0,0,0,0.116047636026854,0,0,0,0,0,0,0,0,0.00947802485966123,0.0364083910131581,0,0,2.24185154311817e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165952988063178,0,0,0,0,0,0,0,0
"192","191",0,0,0,0,0.274589861190717,0,0,0,0,0.628192109099076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.76328738764011e-19,0,0,0,0,0,0,0,0,0,0,-2.22745859430313e-18,0,0,0,0.000710711215145671,0,0,0,0,0,0,0,0,0,0,0,0,0.0524771745649462,0,0,0,0,0,0,0,0,0,0,0,0,0.0440108751904031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.07034986985694e-06,0,0,0,0,0,0,0,0,0,1.11983898414807e-05,0,0,0,0,0,0,0,0,0,0,0,-2.45974385336428e-21,0,0,0,0,0,0,0,0
"193","192",0,0,0,0,0,0,0,0,0,0.332812008037589,0,0,0,0,0,0,0,0,0.206906551195919,0,0,0,0,0,0.32270431111698,0,0,0,0,0,0,0,0,-2.05174341802763e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904490312253225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236694502704427,0,0,0,0,0,0,0,0,0,0,0.00020364739472822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02200239856291e-21,0,0,-2.77603755629102e-19,0.0445575060024169,0,0,0,0
"194","193",0,0,0,0,0,0,0,0,0,0.376278606360041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401848246140379,0,0,0,0,0,0,0,0.204842816219321,0,0,0,0,0.0136913088125363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106203928271737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122597262261689,0,0,0,0,0,0,0.00187339308273571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028099284000853,0,0,0,0,0,0,0,0
"195","194",0,0,0,0.291759011237422,0,0,0,0,0,0.464257462318771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000706160596030729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.75039341807012e-19,0,0,0,0.0286388765497187,0,0.0022670251749017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211657719972081,0,0,0.000713744151074972,0,0,0,0,0,0,0,0
"196","195",0,0,0,0,0,0,0,0,8.29118558897044e-19,0.269386957686719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49629686747248e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.114019603159077,0,0,0,0,0,0,0,0,0,0,0,0.484689479830703,0,0,0,0,0,0,0,0,0,0,0,0,0.0238298262961426,0,0,0,0.0157807019716454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922121231551102,0,0,0,0,0,0,0,0,8.13079006027652e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","196",0,0,0,0,0,0,0,0,0,0.769445528587144,0,0,0,0,0.0394527353744196,0,0,0,0,0,0,0,0,0,0,0,0,0.146705249743764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53753192089791e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00742370219685708,0,0,0,0,0,0,0,0,0,0,0,0.00802459646035818,0,0,0,0,0.00272339320159984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206818737162081,0,0.0054975454004399,0,0,0,0,0,0,0,0
"198","197",0,0.000234751260705749,0.246961993249234,0,0,0,0,0,0,0.591847164950753,0,0,0,0,-4.66791433163742e-19,0,0,0.0304649626800821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130491127859226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","198",0,0,0,0,0,0,0,0,0,0.46585141672876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248094114796142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478740383743618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47502758779095e-19,0,0.16128690076667,0.072849361505495,0.00396961918055009,0,0,0,0,0,0,0,0,0,7.4548648021071e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200","199",0,0,0,0,0,0,0,0,0,0.108610054441989,0,0.0690844710868396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02589878914254e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013187334069198,0,0,0,0,0,0,0.0343403840875844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248820740044412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749895682309948,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","200",0,0,0,0,0,0,0,0.00170939197469764,0,0.457156848924933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479901267829276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49536015123517e-18,0,0,5.52732692431817e-19,0.0095700429139402,0,0.00537438119056029,0,0,0,0,0,0,0,0,0,0,0,0.0454723066753614,0,0,0,0,0,0,0,0,0,0,0,1.76405762751814e-19,0,0,0.000815760491231157,0,0,0,0,0,0,0,0
"202","201",0.103727144915933,0,0,0,0,0,0,0,0.0315413322466023,0.855691079767289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96794091679028e-18,0,0,0,-2.34589532461539e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00381244056266139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522800250751452,0,0,0,0,0,0,0,0
"203","202",0,0.000794500762409168,0.124991777079211,0,0,0,0,0,0,0.384068497147864,0,0,0,0.139161439593079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567360041399283,0.0291085660214692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225872521477302,0,0,0,0,0,0,0,0,0,0,0.0283374033530278,0,0,0.00177732444847437,0,0,0,0,0,0,0.00575772573880346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339424023843048,0,0,0,0,0,0,0,0,0,0,0
"204","203",0,0,0,0,0,0,0,0,0,0.000307629112053206,0,0.0695389462544733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871150373878367,0,0,0,0,0,-8.97048260433643e-19,0,0,0.403852658279774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.98790850971741e-20,0,0.00456337393338727,0,0,0,0,0.42500239390728,0.00046232774655839,0,0,0,0,0.00869162411359884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000466009265037595,0,0,0,0,0,0,0,0
"205","204",0,0,0.162064149205939,0,0,0,0,0,0,0.737673362286373,0,0,0,0,0.000888385023898509,0,0,0,0.00228070345543947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.79110204077526e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06177083879935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035322561229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","205",0,0,0,0,0,0,0,0,0,0.221220730045038,0,0.10245448351761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964284834635539,0.355442415624752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28105019315901e-05,0,0,0,0.0728862697246271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325323686086846,0,0,0,0,0.0302185344087243,0.000402565331064442,0,0,0,0,0,0.116792618024045,0,4.74727427555843e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96371636939719e-21,0,0,0.000810379755028776,0,0,0,0,0,0,0,0
"207","206",0,0,0,0,0,0,0,0,0,0.795349462067045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845913760723966,0,0,0,0.00226271373582863,0,0,0,0,0,7.01006836229021e-05,0,0,0,0,0,0.0660659509019611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474449935298983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297629470997789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123910829926945,0,0,0,0,0,0,0,0
"208","207",0,0,0,0,0,0,0,0,0,0.693172419650974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4077964060576e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206631613924799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.61408889709001e-19,0.0240776540586726,0,0,0,0,0,0,0.0706919793275958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044148067226589,0,0,0.00498485236569272,0,0,0,0,0,0,0,0
"209","208",0,0,0.170738045645252,0,0,0,0,0,0,0.20050637767926,0,0,0,0,0.000284401032389762,0,0,0,0,0,0,0,0,0,0,0,0,0.621106562150538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073646134925597,0,0,0,0,0,0,0,0
