"","cell_ID","Fibroblast","B_cells","Mac_Mono","Plasma","Endothelial","T_cells","Alveolar_type_2","Alveolar_type_1","Mast","DCs","Neutrophils","Club_cells","Ciliated_cells"
"268","267",0,0.483836980503888,0.169787246195653,0,0,0.346375773300459,0,0,0,0,0,0,0
"269","268",0,0,0,0,0,1,0,0,0,0,0,0,0
"270","269",0,0,0,0,0,1,0,0,0,0,0,0,0
"271","270",0,0.453900354004303,0.22408334673027,0,0.127049346003616,0.0671042058278791,0,0,0,0,0,0,0.127862747433931
"272","271",0,0,0,0,0,1,0,0,0,0,0,0,0
"273","272",0,0,0,0,0,0.269612782816116,0,0,0,0.730387217183884,0,0,0
"274","273",0,0.672980768141485,0.111550470745543,0.215468761112972,0,0,0,0,0,0,0,0,0
"275","274",0,-1.5187636503095e-20,0.844251494598421,0.155748505401579,0,0,0,0,0,0,0,0,0
"276","275",0,0.394261351618359,0.375465970971448,0,0,0.230272677410193,0,0,0,0,0,0,0
"277","276",0,0.760065036926544,0.239934963073456,0,0,0,0,0,0,0,0,0,0
"278","277",0,0.517713373213897,0.482286626786103,0,0,0,0,0,0,0,0,0,0
"279","278",0,0.527266227387413,0.472733772612587,0,0,0,0,0,0,0,0,0,0
"280","279",0,0.964228484219726,0,0,0,0.0357715157802744,0,0,0,0,0,0,0
"281","280",0,0.574583106115034,0.425416893884966,0,0,0,0,0,0,0,0,0,0
"282","281",0,0.847568041293772,0,0,0,0.152431958706228,0,0,0,0,0,0,0
"283","282",0,0.863851972176373,0,0,0,0.136148027823627,0,0,0,0,0,0,0
"284","283",0,0,0,0,0.532343282704164,0,0.467656717295836,0,0,0,0,0,0
"285","284",0,3.9299433245084e-19,0.141518410454387,0.0444910446113558,0,0.813990544934257,0,0,0,0,0,0,0
"286","285",0,0,0.659352037413666,0,0,0.340647962586334,0,0,0,0,0,0,0
"287","286",0,0,0.832886665400039,0,0,0.167113334599961,0,0,0,0,0,0,0
"288","287",0,0,0.514013585295491,0,0,0.485986414704509,0,0,0,0,0,0,0
"289","288",0,0.627669182104313,0.372330817895687,0,0,0,0,0,0,0,0,0,0
