,0
0,0.5447312283693787
1,0.6811296202347759
2,0.9161859177929489
3,0.886546884901135
4,0.49715340178758866
5,0.3979498700173269
6,0.635277342245381
7,0.6865302274517261
8,0.7002135711551496
9,0.2517644958177217
10,0.06461678818114257
11,0.4263917523477541
12,0.5608051762484589
13,0.26593671457235907
14,0.5229280018674105
15,-0.001355621404004765
16,0.4274110651209265
17,0.5833446679819234
18,0.15905271949780533
19,0.2141249508782373
20,
21,0.06786162918859133
22,0.122473963882194
23,0.2951795615777744
24,0.0545206677849502
25,0.08403879741384257
26,0.09839786091440868
27,0.40622019522555075
28,0.5322266993415123
29,0.4827901839536301
30,0.019014642934804402
31,0.4477940105705821
32,0.010013734889222518
33,-0.0032044103065910936
34,0.7458164893409066
35,0.6428573911710085
36,0.1607748652255294
37,0.6063156105520027
38,0.7510863846363001
39,
40,0.8160727351007809
41,
42,-0.002128026327046216
43,0.4378498389390059
44,0.3293231609427455
45,0.13548990838257713
46,0.347114903233019
47,0.25827808757346776
48,0.7219811308783473
49,0.3531781355373307
50,0.006987911082128158
51,
52,0.6046450148149954
53,0.7761853629253773
54,0.8017742638923432
55,0.712567755099453
56,0.3859809137070154
57,0.6848738976887685
58,0.13936248597479403
59,0.11026312638980082
60,0.32618629198389765
61,0.567362862891955
62,0.05209796905417075
63,
64,0.2698131756352642
65,-0.0022535255059473154
66,-0.0017928867221708347
67,
68,0.5612908125395789
69,0.09949607281954298
70,
71,0.17306050556938554
72,0.024206835275481692
73,0.4034390901694744
74,0.25455882609690667
75,0.5309255099110639
76,0.39538099796015935
77,0.49517697912459474
78,0.4273056242917404
79,0.8508682216567522
80,0.5519495031144197
81,0.5942414751588101
82,0.851628581248582
83,0.4926528326816219
84,0.49485210315902745
85,0.00903453345223074
86,0.4976603291169855
87,0.2867259796996003
88,0.44612913388601727
89,0.012496335070328839
90,0.5441131033589814
91,0.5019565579104549
92,0.6007118958073014
93,0.29658447262516235
94,0.031108302471630177
95,0.5577063046576493
96,0.42505845898985467
97,-0.2714920221105117
98,1.0
99,0.25556075212671625
100,0.8407657899528576
101,0.32293100421984366
102,0.2127908065512569
103,0.7961479274558191
104,0.6110942828301001
105,0.44033728815400197
106,0.4457218417314908
107,0.5862043088732101
108,0.5845834385208838
109,0.2561115026385555
110,
111,0.4506068663015797
112,0.12954476678102217
113,-0.002844297363946853
114,0.6821442386500955
115,0.2568275747602351
116,0.2618503834547049
117,0.20286619511194556
118,0.2951308363010061
119,0.4024564827199195
120,0.9260651956927689
121,0.9196044104257781
122,0.8041629574255553
123,-0.010978467087969445
124,0.7045309956815166
125,-0.001602338570692365
126,-0.003947028125725654
127,0.800007606007888
