,F1-score,Precision,Recall
0.1,0.7503040834057342,0.7298850574712644,0.7718984626385413
0.2,0.7226310947562097,0.737905119774542,0.7079765660207301
0.3,0.6526172671651937,0.6857142857142857,0.622568093385214
0.01,0.7540874207540874,0.7340045469308217,0.7753001715265866
0.001,0.7540000000000001,0.73322528363047,0.7759862778730703
