,F1-Score,Precision,Recall,F1-score
0.1,0,0.5096601489757915,0.614510244176256,0.5571955719557196
0.2,0,0.33138899015676265,0.5910273081924577,0.424667133847232
0.3,0,0.20153340635268346,0.573208722741433,0.29821717990275526
0.01,0,0.7890021624961384,0.5452750126764698,0.6448782489308316
0.001,0,0.7883508929238586,0.527393151712072,0.6319935306098
