,F1-score,Precision,Recall
0.1,0.19447033240136688,0.20605661619486504,0.18411764705882352
0.2,0.1725762459707414,0.19099890230515917,0.15739484396200815
0.3,0.14698596201486375,0.15641476274165203,0.13862928348909656
0.01,0.21517815826006476,0.19120065789473684,0.24603174603174602
0.001,0.2206778573719662,0.18517853938632695,0.273015873015873
