,0
0,0.9671782733181321
1,0.5493345681580625
2,0.4682319774466519
3,0.313626142429539
4,0.6542693381813136
5,0.019858555142480982
6,
7,0.8117301979887598
8,0.5724760383480628
9,0.9513639390641156
10,0.3494378857380365
11,
12,0.7867647047014584
13,
14,0.43351613440678277
15,0.2266758591671269
16,0.9672189616100548
17,
18,0.6794274748231798
19,0.06591752360986203
20,0.5657397954478209
21,0.7382807545319967
22,0.5504725944008458
23,0.609916552105631
24,0.5230297133763873
25,0.6782467215203763
26,0.04957349563685549
27,0.7821641918694549
28,0.8315940715059192
29,0.46444546208515025
30,0.6875531655658276
31,0.28341482404945717
32,0.6907071152203498
33,0.10921972690805969
34,0.823177830750639
35,0.9163974501007296
36,0.30402470579993723
37,0.8077045297219605
38,0.6857607732824375
39,
40,0.9738609448319973
41,0.5221982730658571
42,0.5404137233717027
43,0.22358060899979457
44,0.9051333828388365
45,0.8523600892273304
46,0.8825186499785898
47,0.9878395943056435
48,0.7004194110188383
49,-0.002656014930888846
50,0.7998594386908223
51,0.8477095975397748
52,0.778855662976388
53,0.8737387157573385
